ICAO,llegada_punto,salida_punto,despegue,tiempo_espera,aircraft_type,llegada_lon,llegada_lat,salida_lon,salida_lat,holding_point,parado,runway,fecha_despegue,hora_despegue
344297,2024-11-27 07:38:08.854,2024-11-27 07:39:22.276,2024-11-27 07:42:15.806,246.952,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.4994111141916,-3.5603193803267046,40.499492580607786,Y1,True,18L/36R,2024-11-27,7
34368c,2024-11-27 07:40:43.582,2024-11-27 07:42:09.766,2024-11-27 07:43:57.952,194.37,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943439031051,-3.56036376953125,40.499507904052734,Y1,True,18L/36R,2024-11-27,7
3c6672,2024-11-27 07:43:05.949,2024-11-27 07:43:41.864,2024-11-27 07:45:30.819,144.87,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49942275225106,-3.5603661970658735,40.499492580607786,Y1,True,18L/36R,2024-11-27,7
aabf87,2024-11-27 07:43:36.270,2024-11-27 07:44:05.882,2024-11-27 07:47:24.606,228.336,Heavy (larger than 136000 kg),-3.57281494140625,40.49059295654297,-3.57330322265625,40.49082222631422,Z1,False,18R/36L,2024-11-27,7
344648,2024-11-27 07:46:52.253,2024-11-27 07:46:58.443,2024-11-27 07:47:37.270,45.017,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.4994111141916,-3.5603349859064273,40.499492580607786,Y1,False,18L/36R,2024-11-27,7
7bc006,2024-11-27 07:56:00.834,2024-11-27 07:56:09.533,2024-11-27 07:57:46.896,106.062,Heavy (larger than 136000 kg),-3.5762786865234375,40.49250411987305,-3.5757598876953125,40.49264144897461,Z4,False,18R/36L,2024-11-27,7
344218,2024-11-27 07:56:50.474,2024-11-27 07:58:18.897,2024-11-27 08:01:43.493,293.019,Medium 2 (between 34000 kg to 136000 kg),-3.576112227006392,40.49175327107058,-3.5756284540349785,40.49198603225967,Z2,True,18R/36L,2024-11-27,8
34530e,2024-11-27 08:00:01.769,2024-11-27 08:00:07.390,2024-11-27 08:02:11.183,129.414,Medium 2 (between 34000 kg to 136000 kg),-3.5608978271484375,40.49943923950195,-3.560272216796875,40.49953079223633,Y1,False,18L/36R,2024-11-27,8
347288,2024-11-27 08:01:49.640,2024-11-27 08:01:59.875,2024-11-27 08:03:23.554,93.914,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49942275225106,-3.5603485107421875,40.499473571777344,Y1,False,18L/36R,2024-11-27,8
347247,2024-11-27 07:56:40.242,2024-11-27 08:01:33.293,2024-11-27 08:03:24.547,404.305,Medium 2 (between 34000 kg to 136000 kg),-3.5762786865234375,40.49249267578125,-3.5757064819335938,40.492684315826935,Z4,True,18R/36L,2024-11-27,8
34754c,2024-11-27 08:03:16.110,2024-11-27 08:03:49.343,2024-11-27 08:04:52.157,96.047,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,8
345685,2024-11-27 07:57:30.134,2024-11-27 07:57:55.284,2024-11-27 08:05:25.369,475.235,Medium 2 (between 34000 kg to 136000 kg),-3.572906494140625,40.49184036254883,-3.573506095192649,40.491834737486755,Z3,False,18R/36L,2024-11-27,8
34324f,2024-11-27 08:04:36.881,2024-11-27 08:04:45.515,2024-11-27 08:06:07.484,90.603,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.560333251953125,40.499507904052734,Y1,False,18L/36R,2024-11-27,8
3474da,2024-11-27 08:02:08.617,2024-11-27 08:05:14.602,2024-11-27 08:07:15.284,306.667,Medium 2 (between 34000 kg to 136000 kg),-3.576299493963068,40.49250974493511,-3.5757532986727627,40.492661039708025,Z4,False,18R/36L,2024-11-27,8
342210,2024-11-27 08:06:27.735,2024-11-27 08:06:34.378,2024-11-27 08:07:23.081,55.346,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603661970658735,40.499515856726696,Y1,False,18L/36R,2024-11-27,8
343141,2024-11-27 08:07:23.392,2024-11-27 08:07:35.035,2024-11-27 08:08:45.992,82.6,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49943439031051,-3.5603661970658735,40.49950421866724,Y1,False,18L/36R,2024-11-27,8
346057,2024-11-27 08:04:18.972,2024-11-27 08:07:45.336,2024-11-27 08:09:29.819,310.847,Heavy (larger than 136000 kg),-3.5729286887428975,40.49184637554621,-3.573537306352095,40.49184637554621,Z3,True,18R/36L,2024-11-27,8
3415cf,2024-11-27 08:07:47.382,2024-11-27 08:07:57.833,2024-11-27 08:10:04.241,136.859,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49943923950195,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,8
346147,2024-11-27 08:08:49.795,2024-11-27 08:09:36.903,2024-11-27 08:11:12.785,142.99,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943923950195,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,8
34448d,2024-11-27 08:06:27.938,2024-11-27 08:06:43.976,2024-11-27 08:11:58.433,330.495,Medium 2 (between 34000 kg to 136000 kg),-3.5728194496848364,40.49060110318459,-3.5733489990234375,40.4908332824707,Z1,False,18R/36L,2024-11-27,8
3420cb,2024-11-27 08:13:45.038,2024-11-27 08:13:50.705,2024-11-27 08:15:03.501,78.463,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.49943923950195,-3.56036376953125,40.499507904052734,Y1,False,18L/36R,2024-11-27,8
3423c3,2024-11-27 08:15:41.984,2024-11-27 08:15:47.424,2024-11-27 08:16:25.932,43.948,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49943923950195,-3.5603505914861504,40.49950421866724,Y1,False,18L/36R,2024-11-27,8
345583,2024-11-27 08:16:34.666,2024-11-27 08:16:41.284,2024-11-27 08:17:47.898,73.232,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-11-27,8
491316,2024-11-27 08:20:06.919,2024-11-27 08:20:13.492,2024-11-27 08:21:11.895,64.976,Medium 1 (between 7000 kg and 34000 kg),-3.5761260986328125,40.491817474365234,-3.5755036093971944,40.492020946438025,Z2,False,18R/36L,2024-11-27,8
343183,2024-11-27 08:22:03.175,2024-11-27 08:22:09.176,2024-11-27 08:23:04.436,61.261,Medium 1 (between 7000 kg and 34000 kg),-3.576141357421875,40.49180603027344,-3.5755615234375,40.492000579833984,Z2,False,18R/36L,2024-11-27,8
342091,2024-11-27 08:23:15.379,2024-11-27 08:23:20.524,2024-11-27 08:24:01.965,46.586,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.499427795410156,-3.560333251953125,40.499507904052734,Y1,False,18L/36R,2024-11-27,8
3455cb,2024-11-27 08:24:26.489,2024-11-27 08:24:31.702,2024-11-27 08:25:33.937,67.448,Medium 1 (between 7000 kg and 34000 kg),-3.560943603515625,40.49943923950195,-3.5603037747469815,40.49952749478615,Y1,False,18L/36R,2024-11-27,8
345691,2024-11-27 08:34:36.481,2024-11-27 08:34:49.719,2024-11-27 08:35:44.898,68.417,Medium 2 (between 34000 kg to 136000 kg),-3.57293701171875,40.49184036254883,-3.573516845703125,40.49182891845703,Z3,False,18R/36L,2024-11-27,8
34604c,2024-11-27 08:36:45.096,2024-11-27 08:36:52.190,2024-11-27 08:37:35.045,49.949,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,8
345207,2024-11-27 08:42:57.618,2024-11-27 08:43:04.778,2024-11-27 08:43:53.544,55.926,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49942275225106,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-11-27,8
345597,2024-11-27 08:46:25.948,2024-11-27 08:46:33.888,2024-11-27 08:46:45.654,19.706,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49250411987305,-3.5756072998046875,40.492698669433594,Z4,False,18R/36L,2024-11-27,8
34250a,2024-11-27 08:46:29.494,2024-11-27 08:46:34.907,2024-11-27 08:48:16.157,106.663,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603349859064273,40.499492580607786,Y1,False,18L/36R,2024-11-27,8
344307,2024-11-27 08:47:12.568,2024-11-27 08:47:28.445,2024-11-27 08:49:07.680,115.112,Medium 1 (between 7000 kg and 34000 kg),-3.576263427734375,40.49250411987305,-3.5757598876953125,40.492652893066406,Z4,False,18R/36L,2024-11-27,8
4d24af,2024-11-27 08:55:54.692,2024-11-27 08:56:01.549,2024-11-27 08:56:51.555,56.863,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49943439031051,-3.5603485107421875,40.49949645996094,Y1,False,18L/36R,2024-11-27,8
4400dc,2024-11-27 08:58:45.844,2024-11-27 08:58:50.968,2024-11-27 09:00:20.427,94.583,Medium 2 (between 34000 kg to 136000 kg),-3.576159043745561,40.491858013605665,-3.5756440596147017,40.49203258449748,Z2,False,18R/36L,2024-11-27,9
34224e,2024-11-27 06:55:57.590,2024-11-27 06:56:02.719,2024-11-27 09:02:21.477,7583.887,Medium 2 (between 34000 kg to 136000 kg),-3.5374298095703125,40.47199630737305,-3.5377349853515625,40.47230529785156,KA6,False,18L/36R,2024-11-27,9
34224e,2024-11-27 09:01:41.957,2024-11-27 09:01:47.805,2024-11-27 09:02:21.477,39.52,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.4994111141916,-3.5603505914861504,40.499469304488876,Y1,False,18L/36R,2024-11-27,9
48c130,2024-11-27 09:02:16.619,2024-11-27 09:02:23.010,2024-11-27 09:03:47.959,91.34,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.49945068359375,-3.5603485107421875,40.49951934814453,Y1,False,18L/36R,2024-11-27,9
aa4195,2024-11-27 09:08:26.328,2024-11-27 09:08:34.437,2024-11-27 09:09:30.348,64.02,Heavy (larger than 136000 kg),-3.5729598999023438,40.490636017362945,-3.573334433815696,40.49083386437368,Z1,False,18R/36L,2024-11-27,9
346499,2024-11-27 09:09:05.194,2024-11-27 09:09:13.184,2024-11-27 09:10:21.416,76.222,Medium 2 (between 34000 kg to 136000 kg),-3.56085205078125,40.499427795410156,-3.5603505914861504,40.499492580607786,Y1,False,18L/36R,2024-11-27,9
344455,2024-11-27 09:08:06.851,2024-11-27 09:08:21.989,2024-11-27 09:12:30.053,263.202,Medium 2 (between 34000 kg to 136000 kg),-3.5762939453125,40.49250411987305,-3.5757598876953125,40.492652893066406,Z4,False,18R/36L,2024-11-27,9
345101,2024-11-27 09:13:08.316,2024-11-27 09:13:15.790,2024-11-27 09:14:34.432,86.116,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.5603505914861504,40.499492580607786,Y1,False,18L/36R,2024-11-27,9
3451da,2024-11-27 09:14:38.919,2024-11-27 09:14:43.792,2024-11-27 09:15:56.474,77.555,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49943439031051,-3.5603790283203125,40.49951934814453,Y1,False,18L/36R,2024-11-27,9
347302,2024-11-27 09:13:22.287,2024-11-27 09:13:31.565,2024-11-27 09:15:57.709,155.422,Medium 2 (between 34000 kg to 136000 kg),-3.5761871337890625,40.49180603027344,-3.5756284540349785,40.49198603225967,Z2,False,18R/36L,2024-11-27,9
344213,2024-11-27 09:15:14.486,2024-11-27 09:15:28.740,2024-11-27 09:17:08.688,114.202,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-11-27,9
4b0295,2024-11-27 09:19:29.138,2024-11-27 09:19:35.247,2024-11-27 09:20:24.300,55.162,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603485107421875,40.49949645996094,Y1,False,18L/36R,2024-11-27,9
347219,2024-11-27 09:21:35.764,2024-11-27 09:21:43.883,2024-11-27 09:22:48.011,72.247,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49942275225106,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,9
8964bb,2024-11-27 09:22:47.847,2024-11-27 09:23:00.593,2024-11-27 09:24:12.606,84.759,Heavy (larger than 136000 kg),-3.560943603515625,40.49943439031051,-3.560333251953125,40.499507904052734,Y1,False,18L/36R,2024-11-27,9
48c131,2024-11-27 09:23:22.314,2024-11-27 09:23:46.700,2024-11-27 09:28:09.715,287.401,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.5603661970658735,40.49948094254833,Y1,False,18L/36R,2024-11-27,9
4d2273,2024-11-27 09:24:58.464,2024-11-27 09:27:53.285,2024-11-27 09:29:40.089,281.625,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49942275225106,-3.5603193803267046,40.499492580607786,Y1,True,18L/36R,2024-11-27,9
4cad64,2024-11-27 09:28:57.762,2024-11-27 09:29:04.617,2024-11-27 09:30:06.121,68.359,Medium 2 (between 34000 kg to 136000 kg),-3.576283888383345,40.49250974493511,-3.575722087513317,40.49267267776748,Z4,False,18R/36L,2024-11-27,9
34604d,2024-11-27 09:28:28.020,2024-11-27 09:29:28.273,2024-11-27 09:31:09.178,161.158,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603790283203125,40.499507904052734,Y1,True,18L/36R,2024-11-27,9
3420ca,2024-11-27 09:24:47.013,2024-11-27 09:30:57.313,2024-11-27 09:32:37.336,470.323,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.50029754638672,-3.56036376953125,40.5003662109375,Y2,True,18L/36R,2024-11-27,9
471f68,2024-11-27 09:29:47.532,2024-11-27 09:32:08.355,2024-11-27 09:34:18.127,270.595,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.5603661970658735,40.49948094254833,Y1,True,18L/36R,2024-11-27,9
344197,2024-11-27 09:33:37.369,2024-11-27 09:34:09.752,2024-11-27 09:35:47.728,130.359,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943439031051,-3.5603661970658735,40.49948094254833,Y1,False,18L/36R,2024-11-27,9
3453cc,2024-11-27 09:35:46.598,2024-11-27 09:35:53.899,2024-11-27 09:36:57.950,71.352,Medium 2 (between 34000 kg to 136000 kg),-3.576324462890625,40.49252700805664,-3.575768904252486,40.492661039708025,Z4,False,18R/36L,2024-11-27,9
4cadf0,2024-11-27 09:34:46.924,2024-11-27 09:34:55.848,2024-11-27 09:37:14.692,147.768,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.4994111141916,-3.4589385986328125,40.50564193725586,Y1,False,18L/36R,2024-11-27,9
4d24a0,2024-11-27 09:38:46.193,2024-11-27 09:38:53.925,2024-11-27 09:41:36.496,170.303,Medium 1 (between 7000 kg and 34000 kg),-3.5609283447265625,40.49941635131836,-3.5603505914861504,40.49948094254833,Y1,False,18L/36R,2024-11-27,9
347307,2024-11-27 09:41:26.095,2024-11-27 09:41:31.867,2024-11-27 09:42:17.578,51.483,Medium 2 (between 34000 kg to 136000 kg),-3.576159043745561,40.4918230994273,-3.5756284540349785,40.49196275614076,Z2,False,18R/36L,2024-11-27,9
345692,2024-11-27 09:41:49.486,2024-11-27 09:42:08.442,2024-11-27 09:43:20.030,90.544,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49942275225106,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-11-27,9
4952c2,2024-11-27 09:45:18.697,2024-11-27 09:45:24.080,2024-11-27 09:46:25.334,66.637,Medium 2 (between 34000 kg to 136000 kg),-3.576143438165838,40.4918230994273,-3.5756378173828125,40.491966247558594,Z2,False,18R/36L,2024-11-27,9
ad6b0e,2024-11-27 09:47:29.250,2024-11-27 09:47:36.213,2024-11-27 09:49:45.741,136.491,Heavy (larger than 136000 kg),-3.576141357421875,40.49180603027344,-3.5756128484552554,40.49198603225967,Z2,False,18R/36L,2024-11-27,9
781ff7,2024-11-27 09:49:07.262,2024-11-27 09:49:13.630,2024-11-27 09:50:15.346,68.084,Heavy (larger than 136000 kg),-3.5608673095703125,40.49941635131836,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,9
34538e,2024-11-27 09:51:11.178,2024-11-27 09:51:21.427,2024-11-27 09:53:01.444,110.266,Medium 2 (between 34000 kg to 136000 kg),-3.5761566162109375,40.49179458618164,-3.5756284540349785,40.49197439420021,Z2,False,18R/36L,2024-11-27,9
347481,2024-11-27 09:51:52.284,2024-11-27 09:52:51.688,2024-11-27 09:54:45.546,173.262,Medium 2 (between 34000 kg to 136000 kg),-3.576171875,40.49179458618164,-3.5756440596147017,40.49198603225967,Z2,True,18R/36L,2024-11-27,9
39de40,2024-11-27 09:54:02.334,2024-11-27 09:54:13.625,2024-11-27 09:55:24.288,81.954,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.5603485107421875,40.49948501586914,Y1,False,18L/36R,2024-11-27,9
347306,2024-11-27 09:53:45.262,2024-11-27 09:54:34.821,2024-11-27 09:56:42.649,177.387,Medium 2 (between 34000 kg to 136000 kg),-3.5761566162109375,40.49179458618164,-3.5756440596147017,40.49197439420021,Z2,True,18R/36L,2024-11-27,9
4d24b5,2024-11-27 09:57:38.979,2024-11-27 09:57:47.044,2024-11-27 09:58:36.323,57.344,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943439031051,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-11-27,9
344495,2024-11-27 09:59:46.420,2024-11-27 09:59:52.755,2024-11-27 10:00:29.115,42.695,Medium 1 (between 7000 kg and 34000 kg),-3.5762939453125,40.49250411987305,-3.5757376930930396,40.49267267776748,Z4,False,18R/36L,2024-11-27,10
34304f,2024-11-27 10:02:33.164,2024-11-27 10:02:39.829,2024-11-27 10:04:30.928,117.764,Light (less than 7000 kg),-3.576112227006392,40.491811461367845,-3.5754880038174717,40.492044222556935,Z2,False,18R/36L,2024-11-27,10
400f99,2024-11-27 10:02:52.877,2024-11-27 10:04:38.881,2024-11-27 10:07:49.796,296.919,Medium 2 (between 34000 kg to 136000 kg),-3.5729217529296875,40.491851806640625,-3.573537306352095,40.491834737486755,Z3,True,18R/36L,2024-11-27,10
3472cc,2024-11-27 10:08:17.841,2024-11-27 10:08:23.739,2024-11-27 10:09:47.589,89.748,Medium 2 (between 34000 kg to 136000 kg),-3.576283888383345,40.49250974493511,-3.575768904252486,40.492661039708025,Z4,False,18R/36L,2024-11-27,10
48c2a8,2024-11-27 10:09:13.721,2024-11-27 10:09:22.962,2024-11-27 10:10:13.662,59.941,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.5603505914861504,40.499492580607786,Y1,False,18L/36R,2024-11-27,10
34150e,2024-11-27 10:10:20.303,2024-11-27 10:10:27.510,2024-11-27 10:11:44.378,84.075,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49943439031051,-3.56036376953125,40.49948501586914,Y1,False,18L/36R,2024-11-27,10
4ca256,2024-11-27 10:11:20.774,2024-11-27 10:11:32.106,2024-11-27 10:13:00.566,99.792,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5603790283203125,40.499507904052734,Y1,False,18L/36R,2024-11-27,10
4cac87,2024-11-27 10:14:28.534,2024-11-27 10:14:34.282,2024-11-27 10:15:31.846,63.312,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.560333251953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,10
347287,2024-11-27 10:19:14.168,2024-11-27 10:19:21.031,2024-11-27 10:19:59.482,45.314,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943923950195,-3.5603790283203125,40.499507904052734,Y1,False,18L/36R,2024-11-27,10
aa44ad,2024-11-27 10:18:57.583,2024-11-27 10:19:08.322,2024-11-27 10:19:59.623,62.04,Heavy (larger than 136000 kg),-3.5761260986328125,40.491737365722656,-3.5756378173828125,40.49198913574219,Z2,False,18R/36L,2024-11-27,10
48418a,2024-11-27 10:21:35.096,2024-11-27 10:21:40.150,2024-11-27 10:22:19.593,44.497,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.56036376953125,40.49948501586914,Y1,False,18L/36R,2024-11-27,10
347309,2024-11-27 10:21:33.677,2024-11-27 10:21:39.638,2024-11-27 10:22:36.953,63.276,Medium 2 (between 34000 kg to 136000 kg),-3.576263427734375,40.49252700805664,-3.575775146484375,40.4926643371582,Z4,False,18R/36L,2024-11-27,10
343385,2024-11-27 10:23:03.063,2024-11-27 10:23:08.192,2024-11-27 10:23:48.021,44.958,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943923950195,-3.5603790283203125,40.499542236328125,Y1,False,18L/36R,2024-11-27,10
ab80f4,2024-11-27 10:22:29.539,2024-11-27 10:22:44.804,2024-11-27 10:24:24.213,114.674,Heavy (larger than 136000 kg),-3.5761260986328125,40.49174880981445,-3.5756072998046875,40.49198913574219,Z2,False,18R/36L,2024-11-27,10
aacaac,2024-11-27 10:21:46.572,2024-11-27 10:24:22.168,2024-11-27 10:26:33.451,286.879,Heavy (larger than 136000 kg),-3.572913083163175,40.49184637554621,-3.573552911931818,40.491834737486755,Z3,True,18R/36L,2024-11-27,10
aacaac,2024-11-27 07:50:20.762,2024-11-27 07:50:30.199,2024-11-27 10:26:33.451,9372.689,Heavy (larger than 136000 kg),-3.5751446810635654,40.48544544284626,-3.5746002197265625,40.485774993896484,LE,False,18R/36L,2024-11-27,10
0d0ed6,2024-11-27 10:24:01.252,2024-11-27 10:26:41.507,2024-11-27 10:28:44.468,283.216,Heavy (larger than 136000 kg),-3.5761871337890625,40.491817474365234,-3.57562255859375,40.49198913574219,Z2,True,18R/36L,2024-11-27,10
aa6c50,2024-11-27 10:27:14.682,2024-11-27 10:29:27.342,2024-11-27 10:30:52.844,218.162,Heavy (larger than 136000 kg),-3.576143438165838,40.49177654718948,-3.5756378173828125,40.49197769165039,Z2,True,18R/36L,2024-11-27,10
3451d9,2024-11-27 10:31:03.212,2024-11-27 10:31:09.463,2024-11-27 10:31:46.345,43.133,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5602569580078125,40.499542236328125,Y1,False,18L/36R,2024-11-27,10
493298,2024-11-27 10:30:11.116,2024-11-27 10:31:30.467,2024-11-27 10:33:50.500,219.384,Medium 1 (between 7000 kg and 34000 kg),-3.5761278325861148,40.49177654718948,-3.5756440596147017,40.49197439420021,Z2,True,18R/36L,2024-11-27,10
347555,2024-11-27 10:31:13.700,2024-11-27 10:31:34.057,2024-11-27 10:35:37.642,263.942,Heavy (larger than 136000 kg),-3.5728302001953125,40.49058151245117,-3.573333740234375,40.49079895019531,Z1,False,18R/36L,2024-11-27,10
34758c,2024-11-27 10:36:42.989,2024-11-27 10:36:50.387,2024-11-27 10:37:42.429,59.44,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5603485107421875,40.49948501586914,Y1,False,18L/36R,2024-11-27,10
344417,2024-11-27 10:34:38.605,2024-11-27 10:36:49.660,2024-11-27 10:38:33.330,234.725,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49249810687566,-3.575722087513317,40.49267267776748,Z4,True,18R/36L,2024-11-27,10
343694,2024-11-27 10:38:34.048,2024-11-27 10:38:46.513,2024-11-27 10:39:53.575,79.527,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,10
344481,2024-11-27 10:40:12.627,2024-11-27 10:40:22.439,2024-11-27 10:42:13.186,120.559,Medium 2 (between 34000 kg to 136000 kg),-3.576263427734375,40.49252700805664,-3.5757376930930396,40.49267267776748,Z4,False,18R/36L,2024-11-27,10
346458,2024-11-27 10:44:47.285,2024-11-27 10:44:53.474,2024-11-27 10:45:23.251,35.966,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943439031051,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,10
4d247c,2024-11-27 10:43:45.279,2024-11-27 10:43:56.891,2024-11-27 10:46:38.464,173.185,Medium 1 (between 7000 kg and 34000 kg),-3.5609283447265625,40.500308990478516,-3.560333251953125,40.5003776550293,Y2,False,18L/36R,2024-11-27,10
4911f7,2024-11-27 10:43:09.894,2024-11-27 10:43:19.198,2024-11-27 10:47:02.529,232.635,Medium 1 (between 7000 kg and 34000 kg),-3.576141357421875,40.491737365722656,-3.575592041015625,40.49198913574219,Z2,False,18R/36L,2024-11-27,10
342090,2024-11-27 10:43:36.052,2024-11-27 10:44:03.989,2024-11-27 10:48:27.706,291.654,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.492515563964844,-3.575775146484375,40.49267578125,Z4,True,18R/36L,2024-11-27,10
347553,2024-11-27 10:49:06.862,2024-11-27 10:49:13.721,2024-11-27 10:50:16.836,69.974,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603349859064273,40.49950421866724,Y1,False,18L/36R,2024-11-27,10
34368c,2024-11-27 10:47:31.776,2024-11-27 10:48:26.679,2024-11-27 10:51:17.389,225.613,Medium 2 (between 34000 kg to 136000 kg),-3.576263427734375,40.49252700805664,-3.5757598876953125,40.4926643371582,Z4,False,18R/36L,2024-11-27,10
34644c,2024-11-27 10:49:57.629,2024-11-27 10:50:14.101,2024-11-27 10:51:34.093,96.464,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49942275225106,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-11-27,10
34604b,2024-11-27 10:50:37.164,2024-11-27 10:51:30.719,2024-11-27 10:52:50.413,133.249,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5602881691672583,40.49952749478615,Y1,True,18L/36R,2024-11-27,10
345543,2024-11-27 10:48:54.952,2024-11-27 10:49:17.109,2024-11-27 10:52:51.000,236.048,Medium 2 (between 34000 kg to 136000 kg),-3.5762939453125,40.49250411987305,-3.575768904252486,40.492661039708025,Z4,True,18R/36L,2024-11-27,10
344344,2024-11-27 10:48:34.114,2024-11-27 10:49:27.972,2024-11-27 10:55:51.682,437.568,Heavy (larger than 136000 kg),-3.572906494140625,40.49184036254883,-3.5734904896129263,40.49184637554621,Z3,False,18R/36L,2024-11-27,10
342211,2024-11-27 10:56:03.176,2024-11-27 10:56:09.143,2024-11-27 10:56:52.487,49.311,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.500308990478516,-3.5603505914861504,40.50037707312632,Y2,False,18L/36R,2024-11-27,10
3445d4,2024-11-27 10:51:25.801,2024-11-27 10:55:57.433,2024-11-27 10:58:06.160,400.359,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49250974493511,-3.57574462890625,40.49267578125,Z4,True,18R/36L,2024-11-27,10
342188,2024-11-27 10:54:39.652,2024-11-27 10:56:36.529,2024-11-27 10:58:09.681,210.029,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5603661970658735,40.499492580607786,Y1,True,18L/36R,2024-11-27,10
344487,2024-11-27 10:56:24.818,2024-11-27 10:57:56.607,2024-11-27 11:00:03.392,218.574,Medium 2 (between 34000 kg to 136000 kg),-3.5761260986328125,40.49179458618164,-3.5756440596147017,40.49198603225967,Z2,True,18R/36L,2024-11-27,11
