day,hour,ICAO,OnGround
01/12/2024,6,34644e,0.0
01/12/2024,6,346458,0.0
01/12/2024,6,34660e,0.0
01/12/2024,6,346611,0.0
01/12/2024,6,346612,0.0
01/12/2024,6,346613,0.0
01/12/2024,6,346644,0.0
01/12/2024,6,34714d,0.0
01/12/2024,6,34714e,0.0
01/12/2024,6,347219,0.0
01/12/2024,6,347259,0.0
01/12/2024,6,347307,0.0
01/12/2024,6,347309,0.0
01/12/2024,6,347311,0.0
01/12/2024,6,347312,0.0
01/12/2024,6,34745a,0.0
01/12/2024,6,3474da,0.0
01/12/2024,6,34750a,0.0
01/12/2024,6,34750b,0.0
01/12/2024,6,34750f,0.0
01/12/2024,6,34754c,0.0
01/12/2024,6,3475da,0.0
01/12/2024,6,347658,0.0
01/12/2024,6,347691,1.0
01/12/2024,6,347691,0.0
01/12/2024,6,348212,0.0
01/12/2024,6,348213,0.0
01/12/2024,6,392aee,0.0
01/12/2024,6,392af0,0.0
01/12/2024,6,392af5,0.0
01/12/2024,6,39348e,0.0
01/12/2024,6,3944f3,0.0
01/12/2024,6,3964e1,0.0
01/12/2024,6,3964e8,0.0
01/12/2024,6,3991e4,0.0
01/12/2024,6,39cea3,0.0
01/12/2024,6,39ceaf,0.0
01/12/2024,6,39cf11,0.0
01/12/2024,6,39d303,0.0
01/12/2024,6,39de48,0.0
01/12/2024,6,3c496a,0.0
01/12/2024,6,3c4b2b,0.0
01/12/2024,6,3c6472,0.0
01/12/2024,6,3c6487,0.0
01/12/2024,6,3c6668,0.0
01/12/2024,6,3c7428,0.0
01/12/2024,6,440018,0.0
01/12/2024,6,440072,0.0
01/12/2024,6,440095,0.0
01/12/2024,6,440195,0.0
01/12/2024,6,440198,0.0
01/12/2024,6,4401c3,0.0
01/12/2024,6,4404a4,0.0
01/12/2024,6,44a826,0.0
01/12/2024,6,44a8a6,0.0
01/12/2024,6,44cc44,0.0
01/12/2024,6,44ce4f,0.0
01/12/2024,6,44d076,0.0
01/12/2024,6,44d1a1,0.0
01/12/2024,6,44d1b3,0.0
01/12/2024,6,45210d,0.0
01/12/2024,6,47bfb3,0.0
01/12/2024,6,47c0fd,0.0
01/12/2024,6,485789,0.0
01/12/2024,6,49514a,0.0
01/12/2024,6,4951d9,0.0
01/12/2024,6,495214,0.0
01/12/2024,6,495215,0.0
01/12/2024,6,495217,0.0
01/12/2024,6,495292,0.0
01/12/2024,6,4952c1,0.0
01/12/2024,6,4952ce,0.0
01/12/2024,6,4b0280,0.0
01/12/2024,6,4b0281,0.0
01/12/2024,6,4b161f,0.0
01/12/2024,6,4b18ba,0.0
01/12/2024,6,4b18f5,0.0
01/12/2024,6,4ca24c,0.0
01/12/2024,6,4ca4f2,0.0
01/12/2024,6,4ca566,0.0
01/12/2024,6,4ca569,0.0
01/12/2024,6,4ca56a,0.0
01/12/2024,6,4ca703,0.0
01/12/2024,6,4ca73b,0.0
01/12/2024,6,4ca760,0.0
01/12/2024,6,4ca766,0.0
01/12/2024,6,4ca84d,0.0
01/12/2024,6,4ca852,0.0
01/12/2024,6,4ca891,0.0
01/12/2024,6,4ca894,0.0
01/12/2024,6,4ca92b,0.0
01/12/2024,6,4ca9d3,0.0
01/12/2024,6,4cac1e,0.0
01/12/2024,6,4cac55,0.0
01/12/2024,6,4cac88,0.0
01/12/2024,6,4cad28,0.0
01/12/2024,6,4cad3b,0.0
01/12/2024,6,4cad54,0.0
01/12/2024,6,4cadbf,0.0
01/12/2024,6,4cade6,0.0
01/12/2024,6,4cae4c,0.0
01/12/2024,6,4cae59,0.0
01/12/2024,6,4cafd0,0.0
01/12/2024,6,4d00ed,0.0
01/12/2024,6,4d00f3,0.0
01/12/2024,6,77d88e,1.0
01/12/2024,6,78100a,0.0
01/12/2024,6,7816b3,0.0
01/12/2024,6,8964c1,0.0
01/12/2024,6,8964ff,0.0
01/12/2024,6,a04b07,0.0
01/12/2024,6,a1ede9,0.0
01/12/2024,6,a5237f,0.0
01/12/2024,6,a7615f,0.0
01/12/2024,6,aa44cd,1.0
01/12/2024,6,aa5928,0.0
01/12/2024,6,aa944a,0.0
01/12/2024,6,aaa6e4,0.0
01/12/2024,6,aaed0d,0.0
01/12/2024,6,ab10cb,0.0
01/12/2024,6,ab4fae,0.0
01/12/2024,6,e20094,0.0
01/12/2024,6,e494f9,0.0
01/12/2024,6,e80468,0.0
01/12/2024,6,e80475,0.0
01/12/2024,7,020058,0.0
01/12/2024,7,02005b,0.0
01/12/2024,7,020095,0.0
01/12/2024,7,0200af,0.0
01/12/2024,7,020104,0.0
01/12/2024,7,020110,0.0
01/12/2024,7,02012b,0.0
01/12/2024,7,02012c,0.0
01/12/2024,7,020175,0.0
01/12/2024,7,020176,0.0
01/12/2024,7,02019c,0.0
01/12/2024,7,02019d,0.0
01/12/2024,7,34134d,0.0
01/12/2024,7,3415ce,0.0
01/12/2024,7,341646,0.0
01/12/2024,7,342090,0.0
01/12/2024,7,3420ca,0.0
01/12/2024,7,342107,0.0
01/12/2024,7,342189,0.0
01/12/2024,7,342211,1.0
01/12/2024,7,342352,1.0
01/12/2024,7,342353,1.0
01/12/2024,7,342397,0.0
01/12/2024,7,3430cd,0.0
01/12/2024,7,343194,0.0
01/12/2024,7,34324e,0.0
01/12/2024,7,34368c,0.0
01/12/2024,7,343694,0.0
01/12/2024,7,344115,1.0
01/12/2024,7,344195,0.0
01/12/2024,7,344197,0.0
01/12/2024,7,344216,0.0
01/12/2024,7,344218,0.0
01/12/2024,7,344297,0.0
01/12/2024,7,344304,0.0
01/12/2024,7,344305,0.0
01/12/2024,7,344307,0.0
01/12/2024,7,344455,0.0
01/12/2024,7,344481,0.0
01/12/2024,7,344498,0.0
01/12/2024,7,3444da,0.0
01/12/2024,7,344501,0.0
01/12/2024,7,344648,1.0
01/12/2024,7,344694,0.0
01/12/2024,7,3451d8,0.0
01/12/2024,7,34520d,0.0
01/12/2024,7,34530e,0.0
01/12/2024,7,345388,1.0
01/12/2024,7,345388,0.0
01/12/2024,7,34538c,0.0
01/12/2024,7,34538e,0.0
01/12/2024,7,345398,0.0
01/12/2024,7,345543,0.0
01/12/2024,7,345583,0.0
01/12/2024,7,345583,1.0
01/12/2024,7,345597,0.0
01/12/2024,7,34560d,0.0
01/12/2024,7,345615,1.0
01/12/2024,7,345615,0.0
01/12/2024,7,345686,0.0
01/12/2024,7,345692,0.0
01/12/2024,7,345698,0.0
01/12/2024,7,34604b,0.0
01/12/2024,7,34604d,0.0
01/12/2024,7,346083,0.0
01/12/2024,7,346147,0.0
01/12/2024,7,346155,0.0
01/12/2024,7,346185,0.0
01/12/2024,7,346188,0.0
01/12/2024,7,346204,0.0
01/12/2024,7,34635a,0.0
01/12/2024,7,34635a,1.0
01/12/2024,7,34644c,0.0
01/12/2024,7,34660b,0.0
01/12/2024,7,346612,0.0
01/12/2024,7,346613,0.0
01/12/2024,7,346644,0.0
01/12/2024,7,34714e,0.0
01/12/2024,7,347259,0.0
01/12/2024,7,3472cc,0.0
01/12/2024,7,347311,0.0
01/12/2024,7,347312,0.0
01/12/2024,7,347344,0.0
01/12/2024,7,347481,0.0
01/12/2024,7,34754c,0.0
01/12/2024,7,3475c9,0.0
01/12/2024,7,3475d5,0.0
01/12/2024,7,3475d8,0.0
01/12/2024,7,3475da,0.0
01/12/2024,7,34761a,0.0
01/12/2024,7,347658,0.0
01/12/2024,7,34768d,0.0
01/12/2024,7,39348e,0.0
01/12/2024,7,3944f3,0.0
01/12/2024,7,3944fb,0.0
01/12/2024,7,3964e1,0.0
01/12/2024,7,3964e8,0.0
01/12/2024,7,39cea3,0.0
01/12/2024,7,39cea9,0.0
01/12/2024,7,39ceb0,0.0
01/12/2024,7,39ceb7,0.0
01/12/2024,7,39ceb8,0.0
01/12/2024,7,39d30e,0.0
01/12/2024,7,39de43,0.0
01/12/2024,7,39de46,0.0
01/12/2024,7,39de48,0.0
01/12/2024,7,3c4906,0.0
01/12/2024,7,3c49ce,0.0
01/12/2024,7,3c4b2b,0.0
01/12/2024,7,3c4b31,0.0
01/12/2024,7,3c56e9,0.0
01/12/2024,7,3c56eb,0.0
01/12/2024,7,3c56f1,0.0
01/12/2024,7,3c56f2,0.0
01/12/2024,7,3c56f7,0.0
01/12/2024,7,3c6472,0.0
01/12/2024,7,3c6485,0.0
01/12/2024,7,3c6487,0.0
01/12/2024,7,3c6495,0.0
01/12/2024,7,3c7421,0.0
01/12/2024,7,3c7428,0.0
01/12/2024,7,40622f,0.0
01/12/2024,7,4075af,0.0
01/12/2024,7,407b8b,0.0
01/12/2024,7,407f96,0.0
01/12/2024,7,407fc9,0.0
01/12/2024,7,408134,0.0
01/12/2024,7,440018,0.0
01/12/2024,7,440062,0.0
01/12/2024,7,440072,0.0
01/12/2024,7,440195,0.0
01/12/2024,7,440198,0.0
01/12/2024,7,4401c3,0.0
01/12/2024,7,4401f7,0.0
01/12/2024,7,440219,0.0
01/12/2024,7,4402ac,0.0
01/12/2024,7,4402f1,0.0
01/12/2024,7,440611,0.0
01/12/2024,7,44061b,0.0
01/12/2024,7,440c33,0.0
01/12/2024,7,440c6f,0.0
01/12/2024,7,440cb1,0.0
01/12/2024,7,44a826,0.0
01/12/2024,7,44a831,0.0
01/12/2024,7,44a8a6,0.0
01/12/2024,7,44cc42,0.0
01/12/2024,7,44cc44,0.0
01/12/2024,7,44ce4f,0.0
01/12/2024,7,44d068,0.0
01/12/2024,7,44d1a1,0.0
01/12/2024,7,44d1b3,0.0
01/12/2024,7,471db7,0.0
01/12/2024,7,471f69,0.0
01/12/2024,7,479aca,1.0
01/12/2024,7,4841a8,0.0
01/12/2024,7,484c5a,0.0
01/12/2024,7,485009,0.0
01/12/2024,7,4853d1,0.0
01/12/2024,7,4853d2,0.0
01/12/2024,7,4853d4,0.0
01/12/2024,7,485a84,0.0
01/12/2024,7,4866df,0.0
01/12/2024,7,4866e0,0.0
01/12/2024,7,4866ed,0.0
01/12/2024,7,48c223,0.0
01/12/2024,7,48c227,0.0
01/12/2024,7,48c2ae,0.0
01/12/2024,7,48e9d7,0.0
01/12/2024,7,4911f7,0.0
01/12/2024,7,495146,0.0
01/12/2024,7,49514a,0.0
01/12/2024,7,49514d,0.0
01/12/2024,7,49514e,0.0
01/12/2024,7,495152,0.0
01/12/2024,7,4951ca,0.0
01/12/2024,7,4951d1,0.0
01/12/2024,7,4951d5,0.0
01/12/2024,7,4951d9,0.0
01/12/2024,7,495211,0.0
01/12/2024,7,495290,0.0
01/12/2024,7,495292,0.0
01/12/2024,7,495293,0.0
01/12/2024,7,495297,0.0
01/12/2024,7,4952c1,0.0
01/12/2024,7,4952c3,0.0
01/12/2024,7,4952c5,0.0
01/12/2024,7,4952cc,0.0
01/12/2024,7,4952ce,0.0
01/12/2024,7,4ac9d2,0.0
01/12/2024,7,4b027e,0.0
01/12/2024,7,4b027f,0.0
01/12/2024,7,4b0281,0.0
01/12/2024,7,4b161f,0.0
01/12/2024,7,4b18b9,0.0
01/12/2024,7,4b18ba,0.0
01/12/2024,7,4b18f5,0.0
01/12/2024,7,4b1920,0.0
01/12/2024,7,4b19ff,0.0
01/12/2024,7,4b1a67,0.0
01/12/2024,7,4ca245,0.0
01/12/2024,7,4ca24c,0.0
01/12/2024,7,4ca569,0.0
01/12/2024,7,4ca6a6,0.0
01/12/2024,7,4ca703,0.0
01/12/2024,7,4ca738,0.0
01/12/2024,7,4ca73b,0.0
01/12/2024,7,4ca73e,0.0
01/12/2024,7,4ca766,0.0
01/12/2024,7,4ca80b,0.0
01/12/2024,7,4ca80e,0.0
01/12/2024,7,4ca84b,0.0
01/12/2024,7,4ca84e,0.0
01/12/2024,7,4ca891,0.0
01/12/2024,7,4ca894,0.0
01/12/2024,7,4ca910,0.0
01/12/2024,7,4ca911,0.0
01/12/2024,7,4ca912,0.0
01/12/2024,7,4ca92b,0.0
01/12/2024,7,4ca9a9,0.0
01/12/2024,7,4cac55,0.0
01/12/2024,7,4cac64,0.0
01/12/2024,7,4cac84,0.0
01/12/2024,7,4cac89,0.0
01/12/2024,7,4cad3c,0.0
01/12/2024,7,4cadc3,0.0
01/12/2024,7,4cade2,0.0
01/12/2024,7,4cade5,0.0
01/12/2024,7,4cade6,0.0
01/12/2024,7,4cadf0,0.0
01/12/2024,7,4cadf2,0.0
01/12/2024,7,4cadf7,0.0
01/12/2024,7,4cadf8,0.0
01/12/2024,7,4cadfd,0.0
01/12/2024,7,4cae4c,0.0
01/12/2024,7,4cae59,0.0
01/12/2024,7,4cae5a,0.0
01/12/2024,7,4cae8f,0.0
01/12/2024,7,4cafb4,0.0
01/12/2024,7,4cafb5,0.0
01/12/2024,7,4cafc0,0.0
01/12/2024,7,4d00ed,0.0
01/12/2024,7,4d00f3,0.0
01/12/2024,7,4d00f4,0.0
01/12/2024,7,4d2229,0.0
01/12/2024,7,4d2244,0.0
01/12/2024,7,4d2251,0.0
01/12/2024,7,4d22bf,0.0
01/12/2024,7,4d234a,0.0
01/12/2024,7,4d2412,0.0
01/12/2024,7,4d248f,0.0
01/12/2024,7,4d24ad,0.0
01/12/2024,7,4d24ca,0.0
01/12/2024,7,4d24d4,0.0
01/12/2024,7,4d250f,0.0
01/12/2024,7,501c16,0.0
01/12/2024,7,511170,0.0
01/12/2024,7,710064,0.0
01/12/2024,7,780ab8,0.0
01/12/2024,7,780c5b,0.0
01/12/2024,7,7816b3,0.0
01/12/2024,7,a04b07,0.0
01/12/2024,7,a1ede9,0.0
01/12/2024,7,a9067b,0.0
01/12/2024,7,aa6ccb,0.0
01/12/2024,7,aa944a,0.0
01/12/2024,7,aabf87,0.0
01/12/2024,7,ab10cb,0.0
01/12/2024,7,ab4840,0.0
01/12/2024,7,e06588,0.0
01/12/2024,7,e48ba7,0.0
01/12/2024,7,f9293e,0.0
01/12/2024,8,01007d,0.0
01/12/2024,8,012345,0.0
01/12/2024,8,020058,0.0
01/12/2024,8,02005b,0.0
01/12/2024,8,020095,0.0
01/12/2024,8,0200af,0.0
01/12/2024,8,020104,0.0
01/12/2024,8,02010d,0.0
01/12/2024,8,020110,0.0
01/12/2024,8,020123,0.0
01/12/2024,8,020176,0.0
01/12/2024,8,06a0c0,0.0
01/12/2024,8,06a1cf,0.0
01/12/2024,8,34134e,0.0
01/12/2024,8,34150e,0.0
01/12/2024,8,3415cf,0.0
01/12/2024,8,341646,0.0
01/12/2024,8,342091,0.0
01/12/2024,8,3420cb,0.0
01/12/2024,8,342104,0.0
01/12/2024,8,342107,0.0
01/12/2024,8,342188,0.0
01/12/2024,8,342211,0.0
01/12/2024,8,34224e,0.0
01/12/2024,8,342352,1.0
01/12/2024,8,342353,1.0
01/12/2024,8,342396,0.0
01/12/2024,8,3423c3,0.0
01/12/2024,8,3423c4,0.0
01/12/2024,8,3424d2,0.0
01/12/2024,8,3424d4,0.0
01/12/2024,8,34250a,0.0
01/12/2024,8,343141,0.0
01/12/2024,8,343194,0.0
01/12/2024,8,34324e,0.0
01/12/2024,8,34324f,0.0
01/12/2024,8,34330a,0.0
01/12/2024,8,343385,0.0
01/12/2024,8,343650,1.0
01/12/2024,8,344115,1.0
01/12/2024,8,344156,0.0
01/12/2024,8,344158,0.0
01/12/2024,8,344195,0.0
01/12/2024,8,344297,0.0
01/12/2024,8,344305,0.0
01/12/2024,8,344416,0.0
01/12/2024,8,344417,0.0
01/12/2024,8,344449,0.0
01/12/2024,8,34444b,0.0
01/12/2024,8,344481,0.0
01/12/2024,8,344487,0.0
01/12/2024,8,344498,0.0
01/12/2024,8,344501,0.0
01/12/2024,8,344648,0.0
01/12/2024,8,344694,0.0
01/12/2024,8,344698,0.0
01/12/2024,8,3451cd,0.0
01/12/2024,8,3451d3,0.0
01/12/2024,8,34520f,0.0
01/12/2024,8,3452c3,0.0
01/12/2024,8,3452c7,0.0
01/12/2024,8,34530e,0.0
01/12/2024,8,345313,0.0
01/12/2024,8,345356,0.0
01/12/2024,8,345398,0.0
01/12/2024,8,345543,0.0
01/12/2024,8,345597,0.0
01/12/2024,8,345597,1.0
01/12/2024,8,345646,0.0
01/12/2024,8,345686,0.0
01/12/2024,8,345691,0.0
01/12/2024,8,345692,0.0
01/12/2024,8,34604b,0.0
01/12/2024,8,34604c,0.0
01/12/2024,8,34604d,0.0
01/12/2024,8,34604e,0.0
01/12/2024,8,346083,0.0
01/12/2024,8,346111,0.0
01/12/2024,8,346147,0.0
01/12/2024,8,34614f,0.0
01/12/2024,8,346155,0.0
01/12/2024,8,346185,0.0
01/12/2024,8,346204,0.0
01/12/2024,8,3462c8,0.0
01/12/2024,8,346303,0.0
01/12/2024,8,346316,0.0
01/12/2024,8,34644b,0.0
01/12/2024,8,346499,0.0
01/12/2024,8,34654b,0.0
01/12/2024,8,346555,0.0
01/12/2024,8,34660b,0.0
01/12/2024,8,347247,0.0
01/12/2024,8,347287,0.0
01/12/2024,8,3472cc,0.0
01/12/2024,8,347306,0.0
01/12/2024,8,347307,0.0
01/12/2024,8,347313,0.0
01/12/2024,8,347343,0.0
01/12/2024,8,347388,0.0
01/12/2024,8,3473cb,0.0
01/12/2024,8,347453,0.0
01/12/2024,8,347454,0.0
01/12/2024,8,34745a,0.0
01/12/2024,8,347501,0.0
01/12/2024,8,34750a,0.0
01/12/2024,8,34750f,0.0
01/12/2024,8,34751a,0.0
01/12/2024,8,347553,0.0
01/12/2024,8,347588,0.0
01/12/2024,8,34758c,0.0
01/12/2024,8,3475d7,0.0
01/12/2024,8,3475da,0.0
01/12/2024,8,34761a,0.0
01/12/2024,8,3480d0,0.0
01/12/2024,8,348211,0.0
01/12/2024,8,392ae9,0.0
01/12/2024,8,39348e,0.0
01/12/2024,8,3964f0,0.0
01/12/2024,8,3964f9,0.0
01/12/2024,8,39990c,0.0
01/12/2024,8,39cea9,0.0
01/12/2024,8,39ceb7,0.0
01/12/2024,8,39ceb8,0.0
01/12/2024,8,39d308,0.0
01/12/2024,8,39de40,0.0
01/12/2024,8,39de41,0.0
01/12/2024,8,39de46,0.0
01/12/2024,8,39de48,0.0
01/12/2024,8,39e4ac,0.0
01/12/2024,8,3c0ac5,0.0
01/12/2024,8,3c4906,0.0
01/12/2024,8,3c496a,0.0
01/12/2024,8,3c49ce,0.0
01/12/2024,8,3c49d4,0.0
01/12/2024,8,3c54a2,0.0
01/12/2024,8,3c54a4,0.0
01/12/2024,8,3c55c9,0.0
01/12/2024,8,3c56e6,0.0
01/12/2024,8,3c56eb,0.0
01/12/2024,8,3c56f0,0.0
01/12/2024,8,3c56f1,0.0
01/12/2024,8,3c56f2,0.0
01/12/2024,8,3c56f3,0.0
01/12/2024,8,3c56f7,0.0
01/12/2024,8,3c618b,0.0
01/12/2024,8,3c6424,0.0
01/12/2024,8,3c6495,0.0
01/12/2024,8,3c66ba,0.0
01/12/2024,8,3c7421,0.0
01/12/2024,8,3c7981,0.0
01/12/2024,8,3c79b8,0.0
01/12/2024,8,3cc249,0.0
01/12/2024,8,3d3613,0.0
01/12/2024,8,400afb,0.0
01/12/2024,8,400b00,0.0
01/12/2024,8,405af6,0.0
01/12/2024,8,405b6a,0.0
01/12/2024,8,406135,0.0
01/12/2024,8,40622f,0.0
01/12/2024,8,40624e,0.0
01/12/2024,8,40665f,0.0
