ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,lat,lon,holding_point,fecha_despegue,hora_despegue,runway
3420ca,2024-12-03 15:21:22.843,2024-12-03 15:23:03.503,100.66,Medium 2 (between 34000 kg to 136000 kg),40.50596237182617,-3.559234619140625,Y2,2024-12-03,15,18L/36R
3420ca,2024-12-04 09:24:55.891,2024-12-04 09:26:36.177,100.286,Medium 2 (between 34000 kg to 136000 kg),40.504462031994834,-3.5592113841663706,Y1,2024-12-04,9,18L/36R
3420ca,2024-12-04 16:16:10.860,2024-12-04 16:17:46.200,95.34,Medium 2 (between 34000 kg to 136000 kg),40.49863815307617,-3.57464599609375,Z4,2024-12-04,16,18R/36L
3420ca,2024-12-07 20:14:55.509,2024-12-07 20:16:48.101,112.592,Medium 2 (between 34000 kg to 136000 kg),40.50461332676774,-3.5592113841663706,Y1,2024-12-07,20,18L/36R
3444c3,2024-12-02 14:42:10.407,2024-12-02 14:43:51.726,101.319,Medium 2 (between 34000 kg to 136000 kg),40.505823684951004,-3.5592269897460938,Y1,2024-12-02,14,18L/36R
3444c3,2024-12-03 14:23:19.228,2024-12-03 14:26:00.753,161.525,Medium 2 (between 34000 kg to 136000 kg),40.4980843754138,-3.574676513671875,Z2,2024-12-03,14,18R/36L
3444c3,2024-12-04 14:42:42.270,2024-12-04 14:44:49.467,127.197,Medium 2 (between 34000 kg to 136000 kg),40.49787489034362,-3.574660908092152,Z2,2024-12-04,14,18R/36L
3444c3,2024-12-05 12:22:49.610,2024-12-05 12:24:23.116,93.506,Medium 2 (between 34000 kg to 136000 kg),40.50736999511719,-3.5592041015625,Y2,2024-12-05,12,18L/36R
346188,2024-12-01 09:04:54.066,2024-12-01 09:06:10.519,76.453,Medium 2 (between 34000 kg to 136000 kg),40.50552749633789,-3.55938720703125,Y1,2024-12-01,9,18L/36R
346188,2024-12-07 22:02:14.048,2024-12-07 22:04:48.160,154.112,Medium 2 (between 34000 kg to 136000 kg),40.49652099609375,-3.5748138427734375,Z4,2024-12-07,22,18R/36L
347297,2024-12-03 12:24:17.333,2024-12-03 12:25:54.622,97.289,Heavy (larger than 136000 kg),40.498363688840705,-3.574614091352983,Z3,2024-12-03,12,18R/36L
34754d,2024-12-01 16:15:18.840,2024-12-01 16:17:00.380,101.54,Heavy (larger than 136000 kg),40.497825622558594,-3.57464599609375,Z1,2024-12-01,16,18R/36L
34754d,2024-12-02 17:21:59.621,2024-12-05 00:11:10.309,197350.688,Heavy (larger than 136000 kg),40.497013092041016,-3.5746307373046875,KA6,2024-12-05,0,18R/36L
344487,2024-12-04 14:17:15.057,2024-12-04 14:20:47.616,212.559,Medium 2 (between 34000 kg to 136000 kg),40.498409271240234,-3.5746612548828125,Z2,2024-12-04,14,18R/36L
344487,2024-12-05 05:46:24.087,2024-12-05 05:47:57.540,93.453,Medium 2 (between 34000 kg to 136000 kg),40.4980843754138,-3.574629696932706,Z2,2024-12-05,5,18R/36L
4ca75f,2024-12-01 05:00:43.211,2024-12-01 05:02:49.620,126.409,Medium 2 (between 34000 kg to 136000 kg),40.49853825973252,-3.5746453025124287,Z4,2024-12-01,5,18R/36L
4ca75f,2024-12-02 05:19:36.004,2024-12-02 05:21:14.017,98.013,Medium 2 (between 34000 kg to 136000 kg),40.49794006347656,-3.57464599609375,Z4,2024-12-02,5,18R/36L
344346,2024-12-03 11:07:58.924,2024-12-03 11:10:20.235,141.311,Heavy (larger than 136000 kg),40.49860808808925,-3.5746453025124287,Z1,2024-12-03,11,18R/36L
344346,2024-12-05 23:24:34.919,2024-12-05 23:27:19.986,165.067,Heavy (larger than 136000 kg),40.498043060302734,-3.5746307373046875,Z1,2024-12-05,23,18R/36L
346390,2024-12-05 21:22:10.028,2024-12-05 21:24:37.160,147.132,Heavy (larger than 136000 kg),40.50608825683594,-3.5592193603515625,Y2,2024-12-05,21,18L/36R
347306,2024-12-01 10:58:33.183,2024-12-01 11:00:19.254,106.071,Medium 2 (between 34000 kg to 136000 kg),40.49788284301758,-3.57464599609375,Z2,2024-12-01,11,18R/36L
347306,2024-12-02 11:30:57.844,2024-12-02 11:32:40.742,102.898,Medium 2 (between 34000 kg to 136000 kg),40.480751037597656,-3.57177734375,LB,2024-12-02,11,14R/32L
347306,2024-12-02 18:57:15.438,2024-12-02 18:58:53.399,97.961,Medium 2 (between 34000 kg to 136000 kg),40.497779846191406,-3.5746612548828125,Z4,2024-12-02,18,18R/36L
347306,2024-12-05 14:49:40.420,2024-12-05 14:52:38.523,178.103,Medium 2 (between 34000 kg to 136000 kg),40.50655746459961,-3.559234619140625,Y1,2024-12-05,14,18L/36R
347306,2024-12-06 14:38:50.942,2024-12-06 14:40:47.217,116.275,Medium 2 (between 34000 kg to 136000 kg),40.50640869140625,-3.5592498779296875,Y1,2024-12-06,14,18L/36R
39de48,2024-12-01 08:35:53.801,2024-12-01 08:37:55.362,121.561,Medium 2 (between 34000 kg to 136000 kg),40.505521095405186,-3.5592269897460938,Y2,2024-12-01,8,18L/36R
407534,2024-12-03 12:15:09.458,2024-12-03 12:17:55.389,165.931,Medium 2 (between 34000 kg to 136000 kg),40.49767704333289,-3.5746453025124287,Z3,2024-12-03,12,18R/36L
345615,2024-12-01 11:41:00.494,2024-12-01 11:43:17.055,136.561,Medium 2 (between 34000 kg to 136000 kg),40.49850082397461,-3.57464599609375,Z4,2024-12-01,11,18R/36L
345615,2024-12-02 15:12:33.227,2024-12-02 15:14:00.261,87.034,Medium 2 (between 34000 kg to 136000 kg),40.50612258911133,-3.559234619140625,Y1,2024-12-02,15,18L/36R
345615,2024-12-02 18:55:59.730,2024-12-02 18:57:30.146,90.416,Medium 2 (between 34000 kg to 136000 kg),40.49877102092161,-3.5746453025124287,Z4,2024-12-02,18,18R/36L
345615,2024-12-04 10:52:29.244,2024-12-04 10:55:14.371,165.127,Medium 2 (between 34000 kg to 136000 kg),40.49785161422471,-3.5746453025124287,Z4,2024-12-04,10,18R/36L
347307,2024-12-02 06:25:47.918,2024-12-02 06:27:40.599,112.681,Medium 2 (between 34000 kg to 136000 kg),40.49801454705707,-3.574629696932706,Z2,2024-12-02,6,18R/36L
347307,2024-12-03 05:49:22.140,2024-12-03 05:51:30.709,128.569,Medium 2 (between 34000 kg to 136000 kg),40.498643002267606,-3.574660908092152,Z4,2024-12-03,5,18R/36L
347307,2024-12-03 14:13:31.714,2024-12-03 14:15:09.145,97.431,Medium 2 (between 34000 kg to 136000 kg),40.4997951701536,-3.574676513671875,Z4,2024-12-03,14,18R/36L
347307,2024-12-03 18:14:45.846,2024-12-03 18:17:01.969,136.123,Medium 2 (between 34000 kg to 136000 kg),40.498363688840705,-3.57459848577326,Z2,2024-12-03,18,18R/36L
347307,2024-12-04 05:42:35.052,2024-12-04 05:44:55.484,140.432,Medium 2 (between 34000 kg to 136000 kg),40.49811928959216,-3.5746453025124287,Z2,2024-12-04,5,18R/36L
347307,2024-12-05 06:32:43.704,2024-12-05 06:34:17.475,93.771,Medium 2 (between 34000 kg to 136000 kg),40.50563049316406,-3.559234619140625,Y1,2024-12-05,6,18L/36R
347307,2024-12-06 06:26:24.076,2024-12-06 06:27:46.594,82.518,Medium 2 (between 34000 kg to 136000 kg),40.50571894241592,-3.5592269897460938,Y1,2024-12-06,6,18L/36R
347307,2024-12-07 14:39:55.801,2024-12-07 14:41:47.136,111.335,Medium 2 (between 34000 kg to 136000 kg),40.505859375,-3.559234619140625,Y1,2024-12-07,14,18L/36R
34764a,2024-12-03 12:06:43.502,2024-12-03 12:09:06.051,142.549,Heavy (larger than 136000 kg),40.49765396118164,-3.57464599609375,Z1,2024-12-03,12,18R/36L
34764a,2024-12-05 23:23:00.940,2024-12-05 23:24:37.350,96.41,Heavy (larger than 136000 kg),40.49795635675979,-3.5746453025124287,Z3,2024-12-05,23,18R/36L
34764a,2024-12-07 08:14:41.918,2024-12-07 08:16:16.356,94.438,Heavy (larger than 136000 kg),40.497537386619435,-3.5746453025124287,Z3,2024-12-07,8,18R/36L
344345,2024-12-05 11:23:14.763,2024-12-05 11:24:52.156,97.393,Heavy (larger than 136000 kg),40.49831771850586,-3.5746612548828125,Z3,2024-12-05,11,18R/36L
344345,2024-12-06 15:52:20.155,2024-12-06 15:53:51.311,91.156,Heavy (larger than 136000 kg),40.498775482177734,-3.57464599609375,Z3,2024-12-06,15,18R/36L
345109,2024-12-04 11:55:43.944,2024-12-04 11:57:20.288,96.344,Heavy (larger than 136000 kg),40.49763049109507,-3.574629696932706,Z3,2024-12-04,11,18R/36L
345109,2024-12-05 15:54:19.801,2024-12-05 15:56:17.618,117.817,Heavy (larger than 136000 kg),40.498945591813424,-3.574660908092152,Z3,2024-12-05,15,18R/36L
347312,2024-12-02 15:41:17.667,2024-12-02 15:42:54.335,96.668,Medium 2 (between 34000 kg to 136000 kg),40.506207740913,-3.5592269897460938,Y1,2024-12-02,15,18L/36R
347312,2024-12-03 14:17:12.661,2024-12-03 14:18:43.988,91.327,Medium 2 (between 34000 kg to 136000 kg),40.506351470947266,-3.5592498779296875,Y1,2024-12-03,14,18L/36R
347312,2024-12-05 06:20:17.444,2024-12-05 06:22:08.095,110.651,Medium 2 (between 34000 kg to 136000 kg),40.498107651532706,-3.5746453025124287,Z2,2024-12-05,6,18R/36L
347312,2024-12-06 15:40:05.822,2024-12-06 15:42:46.219,160.397,Medium 2 (between 34000 kg to 136000 kg),40.49934128583487,-3.574660908092152,Z4,2024-12-06,15,18R/36L
347312,2024-12-07 14:26:20.764,2024-12-07 14:28:49.253,148.489,Medium 2 (between 34000 kg to 136000 kg),40.496612548828125,-3.57464599609375,Z2,2024-12-07,14,18R/36L
484160,2024-12-04 10:07:44.465,2024-12-04 10:09:41.338,116.873,Medium 2 (between 34000 kg to 136000 kg),40.50557928570246,-3.5592113841663706,Y1,2024-12-04,10,18L/36R
343650,2024-12-01 15:37:30.689,2024-12-01 15:41:10.273,219.584,Medium 2 (between 34000 kg to 136000 kg),40.49882125854492,-3.57464599609375,Z4,2024-12-01,15,18R/36L
343650,2024-12-02 08:32:51.337,2024-12-02 08:35:52.038,180.701,Medium 2 (between 34000 kg to 136000 kg),40.50639724731445,-3.5592193603515625,Y1,2024-12-02,8,18L/36R
343650,2024-12-02 11:59:14.107,2024-12-02 12:00:18.891,64.784,Medium 2 (between 34000 kg to 136000 kg),40.491188049316406,-3.5540618896484375,K2,2024-12-02,12,14L/32R
343650,2024-12-02 15:12:50.261,2024-12-02 15:15:46.111,175.85,Medium 2 (between 34000 kg to 136000 kg),40.49872446868379,-3.5746453025124287,Z4,2024-12-02,15,18R/36L
343650,2024-12-03 11:22:46.754,2024-12-03 11:24:37.311,110.557,Medium 2 (between 34000 kg to 136000 kg),40.50581359863281,-3.559234619140625,Y1,2024-12-03,11,18L/36R
343650,2024-12-03 15:20:09.286,2024-12-03 15:21:31.791,82.505,Medium 2 (between 34000 kg to 136000 kg),40.50566482543945,-3.5592193603515625,Y1,2024-12-03,15,18L/36R
343650,2024-12-04 15:19:48.395,2024-12-04 15:21:43.796,115.401,Medium 2 (between 34000 kg to 136000 kg),40.49879837036133,-3.5746612548828125,Z4,2024-12-04,15,18R/36L
343650,2024-12-05 15:23:30.955,2024-12-05 15:26:13.295,162.34,Medium 2 (between 34000 kg to 136000 kg),40.5003547668457,-3.57464599609375,Z4,2024-12-05,15,18R/36L
343650,2024-12-06 15:27:37.341,2024-12-06 15:29:08.320,90.979,Medium 2 (between 34000 kg to 136000 kg),40.505916595458984,-3.5592193603515625,Y1,2024-12-06,15,18L/36R
343650,2024-12-07 13:40:17.500,2024-12-07 13:42:01.469,103.969,Medium 2 (between 34000 kg to 136000 kg),40.49853515625,-3.57464599609375,Z4,2024-12-07,13,18R/36L
3c6668,2024-12-02 14:02:40.569,2024-12-02 14:04:15.432,94.863,Medium 2 (between 34000 kg to 136000 kg),40.505195229740465,-3.5592269897460938,Y1,2024-12-02,14,18L/36R
4ba934,2024-12-03 11:27:21.768,2024-12-03 11:29:11.535,109.767,Heavy (larger than 136000 kg),40.506766367766815,-3.559242595325817,Y1,2024-12-03,11,18L/36R
4ca2c0,2024-12-01 05:26:45.264,2024-12-01 05:28:43.020,117.756,Medium 2 (between 34000 kg to 136000 kg),40.497825622558594,-3.57464599609375,Z2,2024-12-01,5,18R/36L
471f37,2024-12-02 19:34:34.988,2024-12-02 19:35:23.530,48.542,Medium 2 (between 34000 kg to 136000 kg),40.50516128540039,-3.559234619140625,Y1,2024-12-02,19,18L/36R
506ca5,2024-12-02 06:47:23.861,2024-12-02 06:49:20.262,116.401,Medium 1 (between 7000 kg and 34000 kg),40.49838638305664,-3.5746307373046875,Z4,2024-12-02,6,18R/36L
78100b,2024-12-05 12:08:13.759,2024-12-05 12:09:41.364,87.605,Heavy (larger than 136000 kg),40.507371546858444,-3.5592113841663706,Y1,2024-12-05,12,18L/36R
e072d0,2024-12-03 18:18:35.709,2024-12-03 18:20:14.117,98.408,Heavy (larger than 136000 kg),40.49808883666992,-3.57464599609375,Z2,2024-12-03,18,18R/36L
4ca4f2,2024-12-07 05:31:34.711,2024-12-07 05:34:29.270,174.559,Medium 2 (between 34000 kg to 136000 kg),40.498177479889435,-3.574629696932706,Z2,2024-12-07,5,18R/36L
4cadbc,2024-12-02 13:08:57.578,2024-12-02 13:10:55.259,117.681,Medium 2 (between 34000 kg to 136000 kg),40.50531005859375,-3.5592193603515625,Y1,2024-12-02,13,18L/36R
4cadbc,2024-12-03 11:54:52.211,2024-12-03 11:55:50.392,58.181,Medium 2 (between 34000 kg to 136000 kg),40.49921326718088,-3.574660908092152,Z4,2024-12-03,11,18R/36L
4ca849,2024-12-06 22:18:56.162,2024-12-06 22:20:18.926,82.764,Medium 2 (between 34000 kg to 136000 kg),40.49856153585143,-3.5746453025124287,Z2,2024-12-06,22,18R/36L
4ca84f,2024-12-05 09:46:07.465,2024-12-05 09:49:06.006,178.541,Medium 2 (between 34000 kg to 136000 kg),40.4979796328787,-3.574629696932706,Z2,2024-12-05,9,18R/36L
ac17e6,2024-12-07 12:33:38.181,2024-12-07 12:37:30.963,232.782,Heavy (larger than 136000 kg),40.497095140360166,-3.5746453025124287,Z3,2024-12-07,12,18R/36L
342104,2024-12-01 15:27:21.079,2024-12-01 15:29:55.304,154.225,Medium 2 (between 34000 kg to 136000 kg),40.49818911794888,-3.5746453025124287,Z4,2024-12-01,15,18R/36L
342104,2024-12-01 19:06:04.171,2024-12-01 19:07:32.005,87.834,Medium 2 (between 34000 kg to 136000 kg),40.49800290899761,-3.5746453025124287,Z4,2024-12-01,19,18R/36L
342104,2024-12-03 15:04:50.635,2024-12-03 15:06:00.601,69.966,Medium 2 (between 34000 kg to 136000 kg),40.49843215942383,-3.5746612548828125,Z4,2024-12-03,15,18R/36L
342104,2024-12-05 11:11:01.866,2024-12-05 11:14:15.824,193.958,Medium 2 (between 34000 kg to 136000 kg),40.4970588684082,-3.5746307373046875,Z1,2024-12-05,11,18R/36L
342104,2024-12-06 06:30:00.379,2024-12-06 06:31:30.260,89.881,Medium 2 (between 34000 kg to 136000 kg),40.504438755875924,-3.5592269897460938,Y1,2024-12-06,6,18L/36R
342104,2024-12-07 08:12:46.871,2024-12-07 08:14:12.309,85.438,Medium 2 (between 34000 kg to 136000 kg),40.505516052246094,-3.5592041015625,Y2,2024-12-07,8,18L/36R
46b82d,2024-12-02 12:55:09.721,2024-12-02 12:56:39.634,89.913,Medium 2 (between 34000 kg to 136000 kg),40.50550945734573,-3.5592269897460938,Y1,2024-12-02,12,18L/36R
440179,2024-12-03 19:46:00.242,2024-12-03 19:47:41.496,101.254,Medium 2 (between 34000 kg to 136000 kg),40.50578877077264,-3.559242595325817,Y1,2024-12-03,19,18L/36R
3c6659,2024-12-04 07:37:20.907,2024-12-04 07:38:59.254,98.347,Medium 2 (between 34000 kg to 136000 kg),40.50563049316406,-3.5592193603515625,Y1,2024-12-04,7,18L/36R
471f72,2024-12-04 09:35:05.777,2024-12-04 09:36:55.218,109.441,Medium 2 (between 34000 kg to 136000 kg),40.50492755437301,-3.5592269897460938,Y1,2024-12-04,9,18L/36R
345251,2024-12-02 15:01:04.881,2024-12-02 15:03:04.075,119.194,Heavy (larger than 136000 kg),40.4982356701867,-3.574660908092152,Z2,2024-12-02,15,18R/36L
345251,2024-12-04 14:59:06.030,2024-12-04 15:01:05.835,119.805,Heavy (larger than 136000 kg),40.49846843137579,-3.574629696932706,Z2,2024-12-04,15,18R/36L
345251,2024-12-05 15:34:09.733,2024-12-05 15:36:31.054,141.321,Heavy (larger than 136000 kg),40.49934768676758,-3.5746612548828125,Z4,2024-12-05,15,18R/36L
345251,2024-12-07 15:28:13.079,2024-12-07 15:29:55.791,102.712,Heavy (larger than 136000 kg),40.49927145747815,-3.574660908092152,Z2,2024-12-07,15,18R/36L
34754c,2024-12-01 15:45:52.969,2024-12-01 15:47:31.998,99.029,Medium 2 (between 34000 kg to 136000 kg),40.49803161621094,-3.57464599609375,Z3,2024-12-01,15,18R/36L
34754c,2024-12-02 11:35:35.633,2024-12-02 11:40:04.614,268.981,Medium 2 (between 34000 kg to 136000 kg),40.48060401011321,-3.5716646367853335,LC,2024-12-02,11,14R/32L
34754c,2024-12-03 15:00:15.548,2024-12-03 15:02:01.555,106.007,Medium 2 (between 34000 kg to 136000 kg),40.50599825584282,-3.559242595325817,Y1,2024-12-03,15,18L/36R
34754c,2024-12-05 14:58:02.400,2024-12-05 15:01:20.544,198.144,Medium 2 (between 34000 kg to 136000 kg),40.4981689453125,-3.57464599609375,Z3,2024-12-05,15,18R/36L
407600,2024-12-01 17:59:34.768,2024-12-01 18:02:43.219,188.451,Medium 2 (between 34000 kg to 136000 kg),40.497351177668165,-3.574614091352983,Z3,2024-12-01,18,18R/36L
4cae19,2024-12-03 04:59:01.131,2024-12-03 05:00:10.190,69.059,Medium 2 (between 34000 kg to 136000 kg),40.49825894630561,-3.574660908092152,Z2,2024-12-03,5,18R/36L
3445d4,2024-12-01 15:21:22.027,2024-12-01 15:23:11.731,109.704,Medium 2 (between 34000 kg to 136000 kg),40.49796799481925,-3.574629696932706,Z4,2024-12-01,15,18R/36L
3445d4,2024-12-02 10:50:45.264,2024-12-02 10:52:10.079,84.815,Medium 2 (between 34000 kg to 136000 kg),40.49190902709961,-3.5547943115234375,K2,2024-12-02,10,14L/32R
3445d4,2024-12-02 15:19:30.741,2024-12-02 15:21:33.964,123.223,Medium 2 (between 34000 kg to 136000 kg),40.50520686779992,-3.5592269897460938,Y1,2024-12-02,15,18L/36R
3445d4,2024-12-04 15:08:33.668,2024-12-04 15:11:53.049,199.381,Medium 2 (between 34000 kg to 136000 kg),40.49771195751126,-3.5746453025124287,Z4,2024-12-04,15,18R/36L
3445d4,2024-12-06 15:30:20.629,2024-12-06 15:32:06.723,106.094,Medium 2 (between 34000 kg to 136000 kg),40.50537872314453,-3.5592041015625,Y1,2024-12-06,15,18L/36R
3445d4,2024-12-07 08:14:33.560,2024-12-07 08:16:03.682,90.122,Medium 2 (between 34000 kg to 136000 kg),40.50463660288665,-3.5592113841663706,Y1,2024-12-07,8,18L/36R
3445d4,2024-12-07 15:17:45.063,2024-12-07 15:19:55.342,130.279,Medium 2 (between 34000 kg to 136000 kg),40.506134033203125,-3.5592193603515625,Y1,2024-12-07,15,18L/36R
347555,2024-12-02 14:33:35.467,2024-12-02 14:35:01.841,86.374,Heavy (larger than 136000 kg),40.49809601347325,-3.574676513671875,Z3,2024-12-02,14,18R/36L
347555,2024-12-04 14:24:53.896,2024-12-04 14:26:20.718,86.822,Heavy (larger than 136000 kg),40.49805450439453,-3.57464599609375,Z3,2024-12-04,14,18R/36L
347555,2024-12-06 11:22:45.545,2024-12-06 11:24:44.674,119.129,Heavy (larger than 136000 kg),40.49780506198689,-3.5746453025124287,Z1,2024-12-06,11,18R/36L
8960ec,2024-12-03 13:43:53.339,2024-12-03 13:47:16.680,203.341,Heavy (larger than 136000 kg),40.49996974104542,-3.574707724831321,Z3,2024-12-03,13,18R/36L
8960ec,2024-12-05 13:46:04.313,2024-12-05 13:47:31.795,87.482,Heavy (larger than 136000 kg),40.49981689453125,-3.5746612548828125,Z3,2024-12-05,13,18R/36L
aa9808,2024-12-04 15:13:31.756,2024-12-04 15:16:04.005,152.249,Heavy (larger than 136000 kg),40.49800290899761,-3.5746453025124287,Z3,2024-12-04,15,18R/36L
aa9808,2024-12-05 15:41:29.112,2024-12-05 15:43:22.183,113.071,Heavy (larger than 136000 kg),40.498270584365066,-3.574660908092152,Z1,2024-12-05,15,18R/36L
484161,2024-12-03 10:24:23.669,2024-12-03 10:26:01.292,97.623,Medium 2 (between 34000 kg to 136000 kg),40.50642013549805,-3.559234619140625,Y1,2024-12-03,10,18L/36R
06a069,2024-12-06 14:45:51.362,2024-12-06 14:47:26.320,94.958,Heavy (larger than 136000 kg),40.50670623779297,-3.5592193603515625,Y2,2024-12-06,14,18L/36R
3474cd,2024-12-01 15:54:47.644,2024-12-01 15:56:33.983,106.339,Heavy (larger than 136000 kg),40.498992919921875,-3.57464599609375,Z3,2024-12-01,15,18R/36L
471f71,2024-12-02 11:48:18.969,2024-12-02 11:50:27.877,128.908,Medium 2 (between 34000 kg to 136000 kg),40.49142837524414,-3.554290771484375,K2,2024-12-02,11,14L/32R
aac6f5,2024-12-02 15:39:23.132,2024-12-02 15:41:50.170,147.038,Heavy (larger than 136000 kg),40.498661041259766,-3.57464599609375,Z1,2024-12-02,15,18R/36L
aac6f5,2024-12-06 14:55:33.769,2024-12-06 14:58:20.359,166.59,Heavy (larger than 136000 kg),40.498695373535156,-3.57464599609375,Z1,2024-12-06,14,18R/36L
344307,2024-12-01 06:58:28.308,2024-12-01 07:00:19.044,110.736,Medium 1 (between 7000 kg and 34000 kg),40.49806594848633,-3.5746307373046875,Z4,2024-12-01,7,18R/36L
344307,2024-12-01 12:33:34.435,2024-12-01 12:35:15.165,100.73,Medium 1 (between 7000 kg and 34000 kg),40.498736106743245,-3.574629696932706,Z4,2024-12-01,12,18R/36L
344307,2024-12-02 07:03:43.840,2024-12-02 07:12:17.605,513.765,Medium 1 (between 7000 kg and 34000 kg),40.49856948852539,-3.57464599609375,Z6,2024-12-02,7,18R/36L
344307,2024-12-03 08:28:48.736,2024-12-03 08:31:13.402,144.666,Medium 1 (between 7000 kg and 34000 kg),40.49799127093816,-3.574676513671875,Z4,2024-12-03,8,18R/36L
344307,2024-12-04 06:57:29.975,2024-12-04 06:58:59.202,89.227,Medium 1 (between 7000 kg and 34000 kg),40.497493743896484,-3.5746307373046875,Z4,2024-12-04,6,18R/36L
344307,2024-12-05 06:51:37.667,2024-12-05 06:52:58.384,80.717,Medium 1 (between 7000 kg and 34000 kg),40.49886412539725,-3.574660908092152,Z4,2024-12-05,6,18R/36L
344307,2024-12-06 14:03:30.279,2024-12-06 14:04:44.784,74.505,Medium 1 (between 7000 kg and 34000 kg),40.50544738769531,-3.559234619140625,Y1,2024-12-06,14,18L/36R
344307,2024-12-07 06:57:40.018,2024-12-07 07:00:29.061,169.043,Medium 1 (between 7000 kg and 34000 kg),40.49747919632217,-3.574629696932706,Z4,2024-12-07,7,18R/36L
4cadc4,2024-12-02 19:56:58.423,2024-12-02 19:57:56.568,58.145,Medium 2 (between 34000 kg to 136000 kg),40.50572204589844,-3.559234619140625,Y1,2024-12-02,19,18L/36R
4d02d7,2024-12-03 15:46:27.446,2024-12-03 15:47:54.976,87.53,Medium 1 (between 7000 kg and 34000 kg),40.498363688840705,-3.5746453025124287,Z2,2024-12-03,15,18R/36L
4d2300,2024-12-04 12:57:28.944,2024-12-04 12:58:46.431,77.487,Medium 2 (between 34000 kg to 136000 kg),40.49757385253906,-3.57464599609375,Z2,2024-12-04,12,18R/36L
4d2300,2024-12-04 20:11:22.391,2024-12-04 20:14:31.160,188.769,Medium 2 (between 34000 kg to 136000 kg),40.49660110473633,-3.57464599609375,Z2,2024-12-04,20,18R/36L
346303,2024-12-01 06:29:27.839,2024-12-01 06:31:03.915,96.076,Medium 2 (between 34000 kg to 136000 kg),40.497118416479076,-3.5746453025124287,Z4,2024-12-01,6,18R/36L
346303,2024-12-03 15:28:32.646,2024-12-03 15:30:08.605,95.959,Medium 2 (between 34000 kg to 136000 kg),40.50570730435646,-3.5592269897460938,Y1,2024-12-03,15,18L/36R
346303,2024-12-04 06:42:10.661,2024-12-04 06:43:24.057,73.396,Medium 2 (between 34000 kg to 136000 kg),40.50534439086914,-3.559234619140625,Y1,2024-12-04,6,18L/36R
346303,2024-12-04 14:10:56.940,2024-12-04 14:12:32.943,96.003,Medium 2 (between 34000 kg to 136000 kg),40.505802154541016,-3.5592498779296875,Y1,2024-12-04,14,18L/36R
346303,2024-12-05 19:23:29.591,2024-12-05 19:24:26.738,57.147,Medium 2 (between 34000 kg to 136000 kg),40.49940490722656,-3.574676513671875,Z4,2024-12-05,19,18R/36L
346303,2024-12-06 06:27:21.884,2024-12-06 06:28:56.887,95.003,Medium 2 (between 34000 kg to 136000 kg),40.49760818481445,-3.57464599609375,Z4,2024-12-06,6,18R/36L
39bda0,2024-12-02 19:37:09.024,2024-12-02 19:39:49.192,160.168,Medium 2 (between 34000 kg to 136000 kg),40.50698749089645,-3.5592269897460938,Y1,2024-12-02,19,18L/36R
4bb28f,2024-12-05 11:21:05.290,2024-12-05 11:22:22.638,77.348,Medium 2 (between 34000 kg to 136000 kg),40.50571060180664,-3.559234619140625,Y1,2024-12-05,11,18L/36R
4d222c,2024-12-07 13:21:59.480,2024-12-07 13:24:34.451,154.971,Medium 2 (between 34000 kg to 136000 kg),40.4973162634898,-3.574660908092152,Z2,2024-12-07,13,18R/36L
342090,2024-12-01 09:05:22.532,2024-12-01 09:07:59.546,157.014,Medium 2 (between 34000 kg to 136000 kg),40.497770147808524,-3.574660908092152,Z4,2024-12-01,9,18R/36L
342090,2024-12-02 15:10:52.231,2024-12-02 15:13:21.291,149.06,Medium 2 (between 34000 kg to 136000 kg),40.4966528941009,-3.5746453025124287,Z3,2024-12-02,15,18R/36L
342090,2024-12-03 15:43:18.044,2024-12-03 15:44:14.297,56.253,Medium 2 (between 34000 kg to 136000 kg),40.50576549465373,-3.5592269897460938,Y1,2024-12-03,15,18L/36R
342090,2024-12-05 12:40:19.323,2024-12-05 12:41:08.196,48.873,Medium 2 (between 34000 kg to 136000 kg),40.499210357666016,-3.57464599609375,Z4,2024-12-05,12,18R/36L
342090,2024-12-06 08:00:19.614,2024-12-06 08:02:45.111,145.497,Medium 2 (between 34000 kg to 136000 kg),40.49757385253906,-3.5746307373046875,Z3,2024-12-06,8,18R/36L
342090,2024-12-06 22:17:53.155,2024-12-06 22:19:05.705,72.55,Medium 2 (between 34000 kg to 136000 kg),40.498712830624335,-3.574660908092152,Z4,2024-12-06,22,18R/36L
4cae67,2024-12-01 11:19:44.306,2024-12-01 11:22:29.987,165.681,Medium 2 (between 34000 kg to 136000 kg),40.49733953960871,-3.5746453025124287,Z2,2024-12-01,11,18R/36L
4cae67,2024-12-02 15:48:20.589,2024-12-02 15:50:42.078,141.489,Medium 2 (between 34000 kg to 136000 kg),40.496726989746094,-3.57464599609375,Z2,2024-12-02,15,18R/36L
4cae67,2024-12-03 05:33:38.003,2024-12-03 05:35:23.716,105.713,Medium 2 (between 34000 kg to 136000 kg),40.49901542017015,-3.574660908092152,Z4,2024-12-03,5,18R/36L
4cae67,2024-12-05 10:03:34.819,2024-12-05 10:05:13.699,98.88,Medium 2 (between 34000 kg to 136000 kg),40.49729919433594,-3.5746307373046875,Z2,2024-12-05,10,18R/36L
010236,2024-12-06 12:27:24.182,2024-12-06 12:28:23.023,58.841,Medium 2 (between 34000 kg to 136000 kg),40.50611463643737,-3.5592113841663706,Y1,2024-12-06,12,18L/36R
