icao,hour,day,on_ground_min,on_ground_max,ground,flying
3C56A3,16,7,0.0,0.0,1.0,0.0
4CAC86,16,7,0.0,0.0,1.0,0.0
503D78,16,7,0.0,0.0,1.0,0.0
3991E4,16,7,0.0,0.0,1.0,0.0
344297,16,7,0.0,0.0,1.0,0.0
406319,17,7,0.0,0.0,1.0,0.0
4ACA8C,17,7,0.0,0.0,1.0,0.0
342090,17,7,0.0,0.0,1.0,0.0
345698,17,7,0.0,0.0,1.0,0.0
347645,17,7,0.0,0.0,1.0,0.0
48AF01,17,7,0.0,0.0,1.0,0.0
06A2DE,17,7,0.0,0.0,1.0,0.0
0200EC,17,7,0.0,0.0,1.0,0.0
4D227A,17,7,0.0,0.0,1.0,0.0
3C6490,18,7,0.0,0.0,1.0,0.0
345205,18,7,0.0,0.0,1.0,0.0
344155,9,6,0.0,0.0,1.0,0.0
407796,9,6,0.0,0.0,1.0,0.0
4B1A37,9,6,0.0,0.0,1.0,0.0
3C6472,9,6,0.0,0.0,1.0,0.0
3C6427,9,6,0.0,0.0,1.0,0.0
343499,9,6,0.0,0.0,1.0,0.0
AA104E,9,6,0.0,0.0,1.0,0.0
3964E8,9,6,0.0,0.0,1.0,0.0
3465C5,9,6,0.0,0.0,1.0,0.0
89648A,10,6,0.0,0.0,1.0,0.0
4CAD10,10,6,0.0,0.0,1.0,0.0
34440B,10,6,0.0,0.0,1.0,0.0
4D23C3,10,6,0.0,0.0,1.0,0.0
4B027F,10,6,0.0,0.0,1.0,0.0
4CADBA,10,6,0.0,0.0,1.0,0.0
4CA813,10,6,0.0,0.0,1.0,0.0
3453C5,10,6,0.0,0.0,1.0,0.0
01025B,10,6,0.0,0.0,1.0,0.0
392AEC,10,6,0.0,0.0,1.0,0.0
345385,10,6,0.0,0.0,1.0,0.0
4B027C,11,6,0.0,0.0,1.0,0.0
49526B,11,6,0.0,0.0,1.0,0.0
4CAA5A,11,6,0.0,0.0,1.0,0.0
344115,11,6,1.0,1.0,0.0,1.0
34604B,11,6,0.0,1.0,1.0,1.0
34604D,11,6,0.0,0.0,1.0,0.0
347247,11,6,0.0,0.0,1.0,0.0
495151,11,6,0.0,0.0,1.0,0.0
346146,11,6,0.0,0.0,1.0,0.0
34520B,11,6,0.0,0.0,1.0,0.0
4CAA57,11,6,0.0,0.0,1.0,0.0
34758C,11,6,0.0,0.0,1.0,0.0
45D970,11,6,0.0,0.0,1.0,0.0
407796,11,6,0.0,0.0,1.0,0.0
400960,11,6,0.0,0.0,1.0,0.0
4B1882,11,6,0.0,0.0,1.0,0.0
342211,12,6,0.0,0.0,1.0,0.0
342353,12,6,1.0,1.0,0.0,1.0
347646,12,6,0.0,0.0,1.0,0.0
34324E,12,6,0.0,0.0,1.0,0.0
4070E2,12,6,0.0,0.0,1.0,0.0
34750F,12,6,0.0,0.0,1.0,0.0
39DE45,12,6,0.0,0.0,1.0,0.0
3C7428,12,6,0.0,0.0,1.0,0.0
3475D5,12,6,0.0,0.0,1.0,0.0
4CA849,12,6,0.0,0.0,1.0,0.0
AC142E,12,6,0.0,0.0,1.0,0.0
347206,12,6,0.0,0.0,1.0,0.0
020139,13,6,0.0,0.0,1.0,0.0
34309A,13,6,0.0,0.0,1.0,0.0
4951D5,20,4,0.0,0.0,1.0,0.0
495039,20,4,0.0,0.0,1.0,0.0
4D2288,21,4,0.0,0.0,1.0,0.0
346147,21,4,0.0,0.0,1.0,0.0
495297,21,4,0.0,0.0,1.0,0.0
AABBD0,0,5,0.0,0.0,1.0,0.0
48AE06,3,5,0.0,0.0,1.0,0.0
342090,5,5,0.0,0.0,1.0,0.0
44B438,6,5,0.0,0.0,1.0,0.0
345359,6,5,0.0,0.0,1.0,0.0
3452C6,7,5,0.0,1.0,1.0,1.0
3C5424,7,5,0.0,0.0,1.0,0.0
4CA27B,15,5,0.0,0.0,1.0,0.0
4CA8D6,15,5,0.0,0.0,1.0,0.0
344344,15,5,0.0,0.0,1.0,0.0
020118,15,5,0.0,0.0,1.0,0.0
39D319,15,5,0.0,0.0,1.0,0.0
345292,15,5,0.0,0.0,1.0,0.0
40717C,15,5,0.0,0.0,1.0,0.0
3462C8,15,5,0.0,0.0,1.0,0.0
3420CB,15,5,0.0,0.0,1.0,0.0
4D2248,15,5,0.0,0.0,1.0,0.0
4070E9,15,5,0.0,0.0,1.0,0.0
4854C7,16,5,0.0,0.0,1.0,0.0
4952CC,16,5,0.0,0.0,1.0,0.0
469999,16,5,0.0,0.0,1.0,0.0
4D2261,16,5,0.0,0.0,1.0,0.0
405A48,16,5,0.0,0.0,1.0,0.0
4401E9,16,5,0.0,0.0,1.0,0.0
484C9B,16,5,0.0,0.0,1.0,0.0
3424D2,16,5,0.0,0.0,1.0,0.0
3475C7,16,5,0.0,0.0,1.0,0.0
4D2367,17,5,0.0,0.0,1.0,0.0
34324F,17,5,0.0,0.0,1.0,0.0
49D1CB,17,5,0.0,0.0,1.0,0.0
39856F,17,5,0.0,0.0,1.0,0.0
344217,17,5,0.0,0.0,1.0,0.0
394C14,17,5,0.0,0.0,1.0,0.0
45210D,17,5,0.0,0.0,1.0,0.0
44015A,17,5,0.0,0.0,1.0,0.0
39CEAB,18,5,0.0,0.0,1.0,0.0
4D2255,18,5,0.0,0.0,1.0,0.0
342211,18,5,0.0,0.0,1.0,0.0
471E16,18,5,0.0,0.0,1.0,0.0
347307,18,5,0.0,0.0,1.0,0.0
348212,18,5,0.0,0.0,1.0,0.0
495213,18,5,0.0,0.0,1.0,0.0
4400DC,18,5,0.0,0.0,1.0,0.0
3432C2,9,4,0.0,0.0,1.0,0.0
34604B,9,4,0.0,1.0,1.0,1.0
4D2208,9,4,0.0,0.0,1.0,0.0
4B1617,9,4,0.0,0.0,1.0,0.0
4B18F3,9,4,0.0,0.0,1.0,0.0
34750B,10,4,0.0,0.0,1.0,0.0
4951D7,10,4,0.0,0.0,1.0,0.0
4D223A,10,4,0.0,0.0,1.0,0.0
493296,10,4,0.0,0.0,1.0,0.0
344417,10,4,0.0,0.0,1.0,0.0
440452,10,4,0.0,0.0,1.0,0.0
7811A4,10,4,0.0,0.0,1.0,0.0
342189,10,4,0.0,0.0,1.0,0.0
345543,10,4,0.0,1.0,1.0,1.0
501C1C,10,4,0.0,0.0,1.0,0.0
3F6219,10,4,0.0,0.0,1.0,0.0
44CC43,10,4,0.0,0.0,1.0,0.0
E4950B,10,4,0.0,0.0,1.0,0.0
345353,10,4,0.0,0.0,1.0,0.0
40688A,10,4,0.0,0.0,1.0,0.0
346291,11,4,0.0,0.0,1.0,0.0
3C54A1,11,4,0.0,0.0,1.0,0.0
40688A,11,4,0.0,0.0,1.0,0.0
3F6219,11,4,0.0,0.0,1.0,0.0
4402AE,11,4,0.0,0.0,1.0,0.0
344345,11,4,0.0,0.0,1.0,0.0
344213,11,4,0.0,0.0,1.0,0.0
40804D,11,4,0.0,0.0,1.0,0.0
40804F,11,4,0.0,0.0,1.0,0.0
347349,11,4,0.0,0.0,1.0,0.0
4ACA15,12,4,0.0,0.0,1.0,0.0
4D24B4,12,4,0.0,0.0,1.0,0.0
3444CE,12,4,0.0,0.0,1.0,0.0
3964EC,12,4,0.0,0.0,1.0,0.0
E8021C,12,4,0.0,0.0,1.0,0.0
345692,12,4,0.0,0.0,1.0,0.0
44CCC2,12,4,0.0,0.0,1.0,0.0
343499,12,4,1.0,1.0,0.0,1.0
484130,12,4,0.0,0.0,1.0,0.0
4D227A,14,3,0.0,0.0,1.0,0.0
34520C,14,3,0.0,0.0,1.0,0.0
39D310,14,3,0.0,0.0,1.0,0.0
3455C1,15,3,0.0,0.0,1.0,0.0
3C666C,15,3,0.0,0.0,1.0,0.0
39CEA5,15,3,0.0,0.0,1.0,0.0
020175,15,3,0.0,0.0,1.0,0.0
408133,15,3,0.0,0.0,1.0,0.0
4D2214,15,3,0.0,0.0,1.0,0.0
343159,15,3,0.0,0.0,1.0,0.0
47BFB3,15,3,0.0,0.0,1.0,0.0
34659A,15,3,0.0,0.0,1.0,0.0
5083C0,15,3,0.0,0.0,1.0,0.0
45D068,15,3,0.0,0.0,1.0,0.0
347281,16,3,0.0,0.0,1.0,0.0
342352,16,3,1.0,1.0,0.0,1.0
51116F,16,3,0.0,0.0,1.0,0.0
440CBF,16,3,0.0,0.0,1.0,0.0
440282,16,3,0.0,0.0,1.0,0.0
4080DB,16,3,0.0,0.0,1.0,0.0
34750A,16,3,0.0,0.0,1.0,0.0
4D224C,16,3,0.0,0.0,1.0,0.0
406909,16,3,0.0,0.0,1.0,0.0
44D071,16,3,0.0,0.0,1.0,0.0
34660E,17,3,0.0,0.0,1.0,0.0
4B161E,17,3,0.0,0.0,1.0,0.0
4CA56A,17,3,0.0,0.0,1.0,0.0
39D300,17,3,0.0,0.0,1.0,0.0
495217,17,3,0.0,0.0,1.0,0.0
3C56EB,18,3,0.0,0.0,1.0,0.0
485A85,18,3,0.0,0.0,1.0,0.0
3424D2,8,2,0.0,0.0,1.0,0.0
49520F,8,2,0.0,0.0,1.0,0.0
344345,8,2,0.0,0.0,1.0,0.0
4CA9A1,8,2,0.0,0.0,1.0,0.0
485785,9,2,0.0,0.0,1.0,0.0
48455F,9,2,0.0,0.0,1.0,0.0
34614F,9,2,0.0,0.0,1.0,0.0
4D2280,9,2,0.0,0.0,1.0,0.0
40643B,9,2,0.0,0.0,1.0,0.0
3451D8,9,2,0.0,0.0,1.0,0.0
4CADB9,9,2,0.0,0.0,1.0,0.0
4CA9D0,9,2,0.0,0.0,1.0,0.0
4D251C,10,2,0.0,0.0,1.0,0.0
A57374,10,2,0.0,0.0,1.0,0.0
342352,10,2,1.0,1.0,0.0,1.0
34754C,10,2,0.0,0.0,1.0,0.0
345646,10,2,0.0,0.0,1.0,0.0
440191,10,2,0.0,0.0,1.0,0.0
34448D,10,2,0.0,0.0,1.0,0.0
AA6C50,10,2,0.0,0.0,1.0,0.0
000000,10,2,1.0,1.0,0.0,1.0
AA441C,10,2,0.0,0.0,1.0,0.0
406A3E,10,2,0.0,0.0,1.0,0.0
AA7439,10,2,0.0,0.0,1.0,0.0
3451CF,10,2,0.0,0.0,1.0,0.0
346303,11,2,0.0,0.0,1.0,0.0
34250A,11,2,0.0,0.0,1.0,0.0
34819A,11,2,0.0,0.0,1.0,0.0
34645A,11,2,0.0,0.0,1.0,0.0
347553,11,2,0.0,0.0,1.0,0.0
347306,11,2,0.0,0.0,1.0,0.0
4787A0,11,2,0.0,0.0,1.0,0.0
4CADBE,11,2,0.0,0.0,1.0,0.0
347553,12,2,0.0,0.0,1.0,0.0
34150E,19,2,0.0,0.0,1.0,0.0
39BDA0,19,2,0.0,0.0,1.0,0.0
49D328,19,2,0.0,0.0,1.0,0.0
3C49B1,20,2,0.0,0.0,1.0,0.0
4CADF8,20,2,0.0,0.0,1.0,0.0
4B1A2A,20,2,0.0,0.0,1.0,0.0
347454,20,2,0.0,0.0,1.0,0.0
3C70B1,20,2,0.0,0.0,1.0,0.0
405D11,20,2,0.0,0.0,1.0,0.0
4CC56E,20,2,0.0,0.0,1.0,0.0
347219,20,2,0.0,0.0,1.0,0.0
4CA708,20,2,0.0,0.0,1.0,0.0
4CAE60,20,2,0.0,0.0,1.0,0.0
4CAE4A,20,2,0.0,0.0,1.0,0.0
345615,20,2,0.0,0.0,1.0,0.0
34134E,21,2,0.0,0.0,1.0,0.0
4CAC1F,21,2,0.0,0.0,1.0,0.0
4951CC,21,2,0.0,0.0,1.0,0.0
89630F,21,2,0.0,0.0,1.0,0.0
AAC33E,21,2,0.0,0.0,1.0,0.0
34758C,21,2,0.0,0.0,1.0,0.0
4D2279,21,2,0.0,0.0,1.0,0.0
407D4C,22,2,0.0,0.0,1.0,0.0
3420D5,22,2,0.0,1.0,1.0,1.0
345686,22,2,0.0,0.0,1.0,0.0
4CA264,22,2,0.0,0.0,1.0,0.0
4CAD11,23,2,0.0,0.0,1.0,0.0
407B8B,23,2,0.0,0.0,1.0,0.0
4CAD3B,23,2,0.0,0.0,1.0,0.0
4D2279,23,2,0.0,0.0,1.0,0.0
7810B8,1,3,0.0,1.0,1.0,1.0
345299,3,3,0.0,0.0,1.0,0.0
346181,3,3,0.0,0.0,1.0,0.0
407930,4,3,1.0,1.0,0.0,1.0
3C5434,5,3,0.0,0.0,1.0,0.0
346146,5,3,0.0,0.0,1.0,0.0
347307,5,3,0.0,0.0,1.0,0.0
4BAA6F,5,3,0.0,0.0,1.0,0.0
3475D9,11,1,0.0,0.0,1.0,0.0
495290,12,1,0.0,0.0,1.0,0.0
3C666C,12,1,0.0,0.0,1.0,0.0
40804D,12,1,0.0,0.0,1.0,0.0
3C94B2,12,1,0.0,0.0,1.0,0.0
3451CD,12,1,0.0,0.0,1.0,0.0
4ACAA2,13,1,0.0,0.0,1.0,0.0
4952CB,13,1,0.0,0.0,1.0,0.0
4B1618,13,1,0.0,0.0,1.0,0.0
345686,13,1,0.0,0.0,1.0,0.0
3452C9,13,1,0.0,0.0,1.0,0.0
3444CE,13,1,0.0,0.0,1.0,0.0
39CEB9,13,1,0.0,0.0,1.0,0.0
4400DC,13,1,0.0,0.0,1.0,0.0
4951CE,13,1,0.0,0.0,1.0,0.0
345698,13,1,0.0,0.0,1.0,0.0
405B64,13,1,0.0,0.0,1.0,0.0
345356,13,1,0.0,0.0,1.0,0.0
4080C1,13,1,0.0,0.0,1.0,0.0
345204,14,1,0.0,0.0,1.0,0.0
4CA801,14,1,0.0,0.0,1.0,0.0
407F61,14,1,0.0,0.0,1.0,0.0
4B1A1E,14,1,0.0,0.0,1.0,0.0
3986E3,14,1,0.0,0.0,1.0,0.0
344115,14,1,1.0,1.0,0.0,1.0
4CAC1E,14,1,0.0,0.0,1.0,0.0
347313,14,1,0.0,0.0,1.0,0.0
346083,14,1,0.0,0.0,1.0,0.0
440CA9,14,1,0.0,0.0,1.0,0.0
44A831,11,7,0.0,0.0,1.0,0.0
344648,11,7,0.0,0.0,1.0,0.0
020111,11,7,0.0,0.0,1.0,0.0
3965B0,11,7,0.0,0.0,1.0,0.0
3C7879,11,7,0.0,0.0,1.0,0.0
020177,11,7,0.0,0.0,1.0,0.0
348212,11,7,0.0,0.0,1.0,0.0
3C061D,12,7,0.0,0.0,1.0,0.0
34738C,12,7,0.0,0.0,1.0,0.0
511170,12,7,0.0,0.0,1.0,0.0
3C6490,12,7,0.0,0.0,1.0,0.0
344115,12,7,1.0,1.0,0.0,1.0
3C66A6,12,7,0.0,0.0,1.0,0.0
347481,12,7,0.0,0.0,1.0,0.0
E4910E,12,7,0.0,0.0,1.0,0.0
345695,12,7,0.0,0.0,1.0,0.0
AC17E6,12,7,0.0,1.0,1.0,1.0
AC17E6,13,7,0.0,0.0,1.0,0.0
4CADF2,13,7,0.0,0.0,1.0,0.0
344218,13,7,0.0,0.0,1.0,0.0
AD6B0E,13,7,0.0,0.0,1.0,0.0
4952C4,13,7,0.0,0.0,1.0,0.0
39CEB4,13,7,0.0,0.0,1.0,0.0
3C64AD,13,7,0.0,0.0,1.0,0.0
503D78,13,7,0.0,0.0,1.0,0.0
345543,13,7,0.0,0.0,1.0,0.0
48C222,13,7,0.0,0.0,1.0,0.0
E06588,13,7,0.0,0.0,1.0,0.0
3008D2,13,7,0.0,0.0,1.0,0.0
345248,14,7,0.0,0.0,1.0,0.0
3008D2,14,7,0.0,0.0,1.0,0.0
3E4719,14,7,0.0,0.0,1.0,0.0
406BBB,14,7,0.0,0.0,1.0,0.0
3420CB,14,7,0.0,0.0,1.0,0.0
347481,14,7,0.0,0.0,1.0,0.0
45210D,14,7,0.0,0.0,1.0,0.0
A82D54,14,7,0.0,0.0,1.0,0.0
4BB28A,14,7,0.0,0.0,1.0,0.0
3C6648,14,7,0.0,0.0,1.0,0.0
484134,13,6,0.0,0.0,1.0,0.0
3473D9,13,6,0.0,0.0,1.0,0.0
347247,13,6,0.0,0.0,1.0,0.0
4ACA86,13,6,0.0,0.0,1.0,0.0
400960,13,6,0.0,0.0,1.0,0.0
3452C7,13,6,0.0,0.0,1.0,0.0
4CAE97,13,6,0.0,0.0,1.0,0.0
4D20E9,14,6,0.0,0.0,1.0,0.0
484CC2,14,6,0.0,0.0,1.0,0.0
896318,14,6,0.0,0.0,1.0,0.0
39D319,14,6,0.0,0.0,1.0,0.0
34758C,14,6,0.0,0.0,1.0,0.0
347309,14,6,0.0,0.0,1.0,0.0
34469A,14,6,0.0,0.0,1.0,0.0
39DE41,14,6,0.0,0.0,1.0,0.0
3C496A,14,6,0.0,0.0,1.0,0.0
39DE41,15,6,0.0,0.0,1.0,0.0
4D2501,15,6,0.0,0.0,1.0,0.0
503EAA,15,6,0.0,0.0,1.0,0.0
345686,15,6,0.0,0.0,1.0,0.0
45210D,15,6,0.0,0.0,1.0,0.0
344691,15,6,0.0,0.0,1.0,0.0
4D226C,15,6,0.0,0.0,1.0,0.0
3445D4,15,6,0.0,0.0,1.0,0.0
51116F,15,6,0.0,0.0,1.0,0.0
4B1A1B,15,6,0.0,0.0,1.0,0.0
34660B,16,6,0.0,0.0,1.0,0.0
347312,16,6,0.0,0.0,1.0,0.0
4AB5AE,16,6,0.0,0.0,1.0,0.0
3C66E2,16,6,0.0,0.0,1.0,0.0
39CEB8,16,6,0.0,0.0,1.0,0.0
44014A,17,6,0.0,0.0,1.0,0.0
4CA264,17,6,0.0,0.0,1.0,0.0
440080,17,6,0.0,0.0,1.0,0.0
407FEA,17,6,0.0,0.0,1.0,0.0
39D301,17,6,0.0,0.0,1.0,0.0
344699,17,6,0.0,0.0,1.0,0.0
495211,17,6,0.0,0.0,1.0,0.0
39CEA0,17,6,0.0,0.0,1.0,0.0
3C6648,17,6,0.0,0.0,1.0,0.0
440D6F,17,6,0.0,0.0,1.0,0.0
347501,17,6,0.0,0.0,1.0,0.0
3C7424,18,6,0.0,0.0,1.0,0.0
3C0AC7,18,6,0.0,0.0,1.0,0.0
343141,18,6,0.0,0.0,1.0,0.0
4CA303,18,6,0.0,0.0,1.0,0.0
346316,18,6,0.0,0.0,1.0,0.0
440614,18,6,0.0,0.0,1.0,0.0
344445,18,6,0.0,0.0,1.0,0.0
4853D4,18,6,0.0,0.0,1.0,0.0
4952C6,18,6,0.0,0.0,1.0,0.0
4D2279,18,6,0.0,0.0,1.0,0.0
4D2244,18,6,0.0,0.0,1.0,0.0
4D2244,19,6,0.0,0.0,1.0,0.0
3964F4,19,6,0.0,0.0,1.0,0.0
406531,19,6,0.0,0.0,1.0,0.0
4B027E,19,6,0.0,0.0,1.0,0.0
4951D3,19,6,0.0,0.0,1.0,0.0
471F41,19,6,0.0,0.0,1.0,0.0
440C6F,19,6,0.0,0.0,1.0,0.0
4CAE4C,19,6,0.0,0.0,1.0,0.0
40756F,19,6,0.0,0.0,1.0,0.0
347349,20,6,0.0,0.0,1.0,0.0
4CA8E6,20,6,0.0,0.0,1.0,0.0
347288,20,6,0.0,0.0,1.0,0.0
343650,20,6,0.0,0.0,1.0,0.0
3443D3,20,6,0.0,0.0,1.0,0.0
4CA4F4,20,6,0.0,0.0,1.0,0.0
4B1A25,20,6,0.0,0.0,1.0,0.0
4866DF,20,6,0.0,0.0,1.0,0.0
344217,20,6,0.0,0.0,1.0,0.0
471DB0,20,6,0.0,0.0,1.0,0.0
0200F8,20,6,0.0,0.0,1.0,0.0
342211,11,5,0.0,0.0,1.0,0.0
AA253B,11,5,0.0,0.0,1.0,0.0
392AF8,11,5,0.0,0.0,1.0,0.0
3444C4,11,5,0.0,0.0,1.0,0.0
3C6654,11,5,0.0,0.0,1.0,0.0
4D02DF,11,5,0.0,0.0,1.0,0.0
4CADBD,12,5,0.0,0.0,1.0,0.0
3C66B4,12,5,0.0,0.0,1.0,0.0
4D221A,12,5,0.0,0.0,1.0,0.0
012345,12,5,0.0,0.0,1.0,0.0
39BDAB,12,5,0.0,0.0,1.0,0.0
4D217A,12,5,0.0,0.0,1.0,0.0
4D22FF,12,5,0.0,0.0,1.0,0.0
347297,12,5,0.0,0.0,1.0,0.0
346385,12,5,0.0,0.0,1.0,0.0
3964F1,12,5,0.0,0.0,1.0,0.0
4CADE6,12,5,0.0,0.0,1.0,0.0
39348E,12,5,0.0,0.0,1.0,0.0
3C6464,12,5,0.0,0.0,1.0,0.0
3991E8,13,5,0.0,0.0,1.0,0.0
34324F,13,5,0.0,0.0,1.0,0.0
345614,13,5,0.0,0.0,1.0,0.0
44B438,13,5,0.0,0.0,1.0,0.0
34554F,13,5,0.0,0.0,1.0,0.0
495217,13,5,0.0,0.0,1.0,0.0
49D328,13,5,0.0,0.0,1.0,0.0
406F87,13,5,0.0,0.0,1.0,0.0
4401E9,13,5,0.0,0.0,1.0,0.0
4B1902,13,5,0.0,0.0,1.0,0.0
458666,13,5,0.0,0.0,1.0,0.0
020073,14,5,0.0,0.0,1.0,0.0
3445D8,14,5,0.0,0.0,1.0,0.0
4B027F,14,5,0.0,0.0,1.0,0.0
495301,14,5,0.0,0.0,1.0,0.0
4D2503,14,5,0.0,0.0,1.0,0.0
347309,14,5,0.0,0.0,1.0,0.0
502D43,14,5,0.0,0.0,1.0,0.0
495145,14,5,0.0,0.0,1.0,0.0
485A35,14,5,0.0,0.0,1.0,0.0
34604D,14,5,0.0,0.0,1.0,0.0
34218A,15,5,0.0,0.0,1.0,0.0
40762C,4,6,0.0,0.0,1.0,0.0
347386,4,6,0.0,0.0,1.0,0.0
39C958,5,6,0.0,0.0,1.0,0.0
440D4C,5,6,0.0,0.0,1.0,0.0
4401FA,5,6,0.0,0.0,1.0,0.0
3453CC,6,6,0.0,0.0,1.0,0.0
4CADBF,6,6,0.0,0.0,1.0,0.0
3C66A9,6,6,0.0,0.0,1.0,0.0
02019C,6,6,0.0,0.0,1.0,0.0
346147,6,6,0.0,0.0,1.0,0.0
3415CF,7,6,0.0,0.0,1.0,0.0
34604D,7,6,0.0,0.0,1.0,0.0
342188,7,6,0.0,0.0,1.0,0.0
4951D6,7,6,0.0,0.0,1.0,0.0
348101,7,6,1.0,1.0,0.0,1.0
4CA80B,7,6,0.0,0.0,1.0,0.0
4D227D,7,6,0.0,0.0,1.0,0.0
780ABA,8,6,1.0,1.0,0.0,1.0
344449,8,6,0.0,0.0,1.0,0.0
4952C2,8,6,0.0,0.0,1.0,0.0
AA7F5E,8,6,0.0,0.0,1.0,0.0
3991E9,8,6,0.0,0.0,1.0,0.0
39DE41,8,6,0.0,0.0,1.0,0.0
342352,8,6,1.0,1.0,0.0,1.0
34134D,8,6,0.0,0.0,1.0,0.0
346499,8,6,0.0,0.0,1.0,0.0
020057,8,6,0.0,0.0,1.0,0.0
484134,8,6,0.0,0.0,1.0,0.0
4400DC,8,6,0.0,0.0,1.0,0.0
3472CC,8,6,0.0,0.0,1.0,0.0
4CAFCF,8,6,0.0,0.0,1.0,0.0
346183,8,6,0.0,0.0,1.0,0.0
346316,8,6,0.0,0.0,1.0,0.0
780ABA,9,6,1.0,1.0,0.0,1.0
347313,9,6,0.0,0.0,1.0,0.0
3444D0,9,6,0.0,0.0,1.0,0.0
344218,9,6,0.0,0.0,1.0,0.0
3475D8,17,4,0.0,0.0,1.0,0.0
4CA814,17,4,0.0,0.0,1.0,0.0
4D2255,17,4,0.0,0.0,1.0,0.0
896211,17,4,0.0,0.0,1.0,0.0
344450,17,4,0.0,0.0,1.0,0.0
343046,18,4,0.0,0.0,1.0,0.0
4D00ED,18,4,0.0,0.0,1.0,0.0
48C22D,19,4,0.0,0.0,1.0,0.0
4B194D,19,4,0.0,0.0,1.0,0.0
45210D,19,4,0.0,0.0,1.0,0.0
484C59,19,4,0.0,0.0,1.0,0.0
3C496A,19,4,0.0,0.0,1.0,0.0
4952C1,19,4,0.0,0.0,1.0,0.0
34568A,19,4,0.0,0.0,1.0,0.0
4CAC24,19,4,0.0,0.0,1.0,0.0
344216,19,4,0.0,0.0,1.0,0.0
39CA28,19,4,0.0,0.0,1.0,0.0
347481,20,4,0.0,0.0,1.0,0.0
440080,20,4,0.0,0.0,1.0,0.0
347501,20,4,0.0,0.0,1.0,0.0
4CAC86,20,4,0.0,0.0,1.0,0.0
347306,20,4,0.0,0.0,1.0,0.0
44A826,20,4,0.0,0.0,1.0,0.0
3474DA,2,4,0.0,0.0,1.0,0.0
344115,3,4,1.0,1.0,0.0,1.0
396440,4,4,0.0,0.0,1.0,0.0
781161,6,4,0.0,0.0,1.0,0.0
3452C7,6,4,0.0,0.0,1.0,0.0
4D21FD,6,4,0.0,0.0,1.0,0.0
E48BA7,7,4,0.0,0.0,1.0,0.0
34324E,7,4,0.0,0.0,1.0,0.0
34250A,7,4,0.0,0.0,1.0,0.0
407B8B,7,4,0.0,0.0,1.0,0.0
020044,7,4,0.0,0.0,1.0,0.0
4CA853,7,4,0.0,0.0,1.0,0.0
4CAC64,8,4,0.0,0.0,1.0,0.0
407CB1,8,4,0.0,0.0,1.0,0.0
347297,8,4,0.0,0.0,1.0,0.0
461F9D,8,4,0.0,0.0,1.0,0.0
3C6461,8,4,0.0,0.0,1.0,0.0
347659,9,4,0.0,0.0,1.0,0.0
4BB069,9,4,0.0,0.0,1.0,0.0
503EB3,16,2,0.0,0.0,1.0,0.0
4D2239,16,2,0.0,0.0,1.0,0.0
4CA88F,16,2,0.0,0.0,1.0,0.0
345318,16,2,0.0,0.0,1.0,0.0
48520C,16,2,0.0,0.0,1.0,0.0
45AB4F,16,2,0.0,0.0,1.0,0.0
407CAF,16,2,0.0,0.0,1.0,0.0
4AC9C5,16,2,0.0,0.0,1.0,0.0
4CAD3D,17,2,0.0,0.0,1.0,0.0
40773B,17,2,0.0,0.0,1.0,0.0
4D2228,17,2,0.0,0.0,1.0,0.0
34628D,17,2,0.0,0.0,1.0,0.0
4CA9CC,17,2,0.0,0.0,1.0,0.0
34134D,17,2,0.0,0.0,1.0,0.0
34754C,17,2,0.0,0.0,1.0,0.0
471F37,18,2,0.0,0.0,1.0,0.0
471DB0,18,2,0.0,0.0,1.0,0.0
4951CC,18,2,0.0,0.0,1.0,0.0
4401E4,18,2,0.0,0.0,1.0,0.0
343194,18,2,0.0,0.0,1.0,0.0
471F6F,18,2,0.0,0.0,1.0,0.0
39CEB8,18,2,0.0,0.0,1.0,0.0
344557,18,2,0.0,0.0,1.0,0.0
4D244A,18,2,0.0,0.0,1.0,0.0
347255,18,2,0.0,0.0,1.0,0.0
4866DF,18,2,0.0,0.0,1.0,0.0
347288,18,2,0.0,0.0,1.0,0.0
3C0CA3,19,2,0.0,0.0,1.0,0.0
3415CF,19,2,0.0,0.0,1.0,0.0
346316,19,2,0.0,0.0,1.0,0.0
4CA56A,19,2,0.0,0.0,1.0,0.0
4D21EA,19,2,0.0,0.0,1.0,0.0
4CA6A6,19,2,0.0,0.0,1.0,0.0
34134F,19,2,0.0,0.0,1.0,0.0
A8B75A,10,3,0.0,0.0,1.0,0.0
3C79B7,11,3,0.0,0.0,1.0,0.0
343194,11,3,0.0,0.0,1.0,0.0
407F1F,11,3,0.0,0.0,1.0,0.0
344197,11,3,0.0,0.0,1.0,0.0
4245E8,11,3,0.0,0.0,1.0,0.0
39DE46,11,3,0.0,0.0,1.0,0.0
4CAC89,11,3,0.0,0.0,1.0,0.0
346111,11,3,0.0,0.0,1.0,0.0
3453CC,11,3,0.0,0.0,1.0,0.0
34745A,12,3,0.0,0.0,1.0,0.0
346082,12,3,0.0,0.0,1.0,0.0
E4818A,12,3,0.0,0.0,1.0,0.0
3461CB,12,3,0.0,0.0,1.0,0.0
4080C1,12,3,0.0,0.0,1.0,0.0
45210D,12,3,0.0,0.0,1.0,0.0
502D88,12,3,0.0,0.0,1.0,0.0
4CAD2B,12,3,0.0,0.0,1.0,0.0
000000,12,3,1.0,1.0,0.0,1.0
3444CE,12,3,0.0,0.0,1.0,0.0
