icao,hour,day,on_ground_min,on_ground_max,ground,flying
34654B,5,4,1.0,1.0,0.0,1.0
4CAE6C,6,4,0.0,0.0,1.0,0.0
345692,6,4,0.0,0.0,1.0,0.0
34738C,6,4,0.0,0.0,1.0,0.0
346458,6,4,0.0,0.0,1.0,0.0
344455,6,4,0.0,0.0,1.0,0.0
44D1A1,6,4,0.0,0.0,1.0,0.0
4951CD,6,4,0.0,0.0,1.0,0.0
48C1A6,7,4,0.0,0.0,1.0,0.0
06A126,7,4,0.0,0.0,1.0,0.0
505DC2,7,4,0.0,0.0,1.0,0.0
AACAAC,7,4,0.0,1.0,1.0,1.0
AACAAC,8,4,0.0,0.0,1.0,0.0
3434CE,8,4,0.0,0.0,1.0,0.0
4CAD10,8,4,0.0,0.0,1.0,0.0
3C743A,8,4,0.0,0.0,1.0,0.0
34224E,8,4,0.0,0.0,1.0,0.0
342091,8,4,0.0,0.0,1.0,0.0
346111,8,4,0.0,0.0,1.0,0.0
020104,9,4,0.0,0.0,1.0,0.0
34768D,16,2,0.0,0.0,1.0,0.0
45AB4E,16,2,0.0,0.0,1.0,0.0
45AB22,16,2,0.0,0.0,1.0,0.0
346291,16,2,0.0,0.0,1.0,0.0
484CB4,16,2,0.0,0.0,1.0,0.0
344115,16,2,1.0,1.0,0.0,1.0
4866ED,16,2,0.0,0.0,1.0,0.0
408026,16,2,0.0,0.0,1.0,0.0
4CADF0,16,2,0.0,0.0,1.0,0.0
3C64A8,16,2,0.0,0.0,1.0,0.0
39CEAE,16,2,0.0,0.0,1.0,0.0
4D2216,16,2,0.0,0.0,1.0,0.0
3452C7,17,2,0.0,0.0,1.0,0.0
342189,17,2,0.0,0.0,1.0,0.0
347306,17,2,0.0,0.0,1.0,0.0
4CA80B,17,2,0.0,0.0,1.0,0.0
3C6470,17,2,0.0,0.0,1.0,0.0
344197,18,2,0.0,0.0,1.0,0.0
3480C3,18,2,0.0,0.0,1.0,0.0
345595,18,2,0.0,0.0,1.0,0.0
495299,18,2,0.0,0.0,1.0,0.0
4CADE0,18,2,0.0,0.0,1.0,0.0
345107,18,2,0.0,0.0,1.0,0.0
3C54A5,19,2,0.0,0.0,1.0,0.0
44009E,19,2,0.0,0.0,1.0,0.0
346419,19,2,1.0,1.0,0.0,1.0
39D30A,19,2,0.0,0.0,1.0,0.0
344644,19,2,0.0,0.0,1.0,0.0
392AF0,10,3,0.0,0.0,1.0,0.0
347501,10,3,0.0,0.0,1.0,0.0
02012B,10,3,0.0,0.0,1.0,0.0
A1F557,10,3,0.0,0.0,1.0,0.0
3C0AC5,11,3,0.0,0.0,1.0,0.0
3C6742,11,3,0.0,0.0,1.0,0.0
44A831,11,3,0.0,0.0,1.0,0.0
4CAFC0,11,3,0.0,0.0,1.0,0.0
3442C4,11,3,0.0,0.0,1.0,0.0
4ACA8D,11,3,0.0,0.0,1.0,0.0
34368C,11,3,0.0,0.0,1.0,0.0
4CA243,11,3,0.0,0.0,1.0,0.0
4400B2,11,3,0.0,0.0,1.0,0.0
39348E,11,3,0.0,0.0,1.0,0.0
495215,11,3,0.0,0.0,1.0,0.0
4CAC54,11,3,0.0,0.0,1.0,0.0
3444C3,11,3,0.0,0.0,1.0,0.0
485A85,11,3,0.0,0.0,1.0,0.0
34750B,11,3,0.0,0.0,1.0,0.0
4CA9D4,12,3,0.0,0.0,1.0,0.0
4CA814,12,3,0.0,0.0,1.0,0.0
4A2AAC,12,3,0.0,0.0,1.0,0.0
4B17FE,12,3,0.0,0.0,1.0,0.0
342397,12,3,0.0,0.0,1.0,0.0
440090,12,3,0.0,0.0,1.0,0.0
346204,12,3,0.0,0.0,1.0,0.0
7811A3,12,3,0.0,0.0,1.0,0.0
486649,12,3,0.0,0.0,1.0,0.0
4CADC1,12,3,0.0,0.0,1.0,0.0
440047,12,3,0.0,0.0,1.0,0.0
39C421,12,3,0.0,0.0,1.0,0.0
406B5B,12,3,0.0,0.0,1.0,0.0
3C0AC7,12,3,0.0,0.0,1.0,0.0
4CA88F,12,3,0.0,0.0,1.0,0.0
49D365,13,3,0.0,0.0,1.0,0.0
345692,13,3,0.0,0.0,1.0,0.0
39C421,13,3,0.0,0.0,1.0,0.0
4951D8,13,3,0.0,0.0,1.0,0.0
4CAD3D,13,3,0.0,0.0,1.0,0.0
4952C5,13,3,0.0,0.0,1.0,0.0
347343,13,3,0.0,0.0,1.0,0.0
4951D6,13,3,0.0,0.0,1.0,0.0
8960EC,13,3,0.0,0.0,1.0,0.0
354555,13,3,0.0,0.0,1.0,0.0
4CA4F2,13,3,0.0,0.0,1.0,0.0
34520C,13,3,0.0,0.0,1.0,0.0
345250,14,3,0.0,0.0,1.0,0.0
346082,6,3,0.0,0.0,1.0,0.0
344156,7,3,0.0,0.0,1.0,0.0
4CA816,7,3,0.0,0.0,1.0,0.0
346499,7,3,0.0,0.0,1.0,0.0
4B17FD,7,3,0.0,0.0,1.0,0.0
34645A,8,3,0.0,1.0,1.0,1.0
4ACA85,8,3,0.0,0.0,1.0,0.0
4D2248,8,3,0.0,0.0,1.0,0.0
4073A1,8,3,0.0,0.0,1.0,0.0
347501,8,3,0.0,0.0,1.0,0.0
4952CC,9,3,0.0,0.0,1.0,0.0
4D2248,9,3,0.0,0.0,1.0,0.0
4D2504,9,3,0.0,0.0,1.0,0.0
4CA947,9,3,0.0,0.0,1.0,0.0
48E9D7,9,3,0.0,0.0,1.0,0.0
4CA4F2,9,3,0.0,0.0,1.0,0.0
39E688,9,3,0.0,0.0,1.0,0.0
44CDCE,9,3,0.0,0.0,1.0,0.0
4CA61C,9,3,0.0,0.0,1.0,0.0
345681,10,3,0.0,0.0,1.0,0.0
3C7421,10,3,0.0,0.0,1.0,0.0
4B18F2,10,3,0.0,0.0,1.0,0.0
4D2492,10,3,0.0,0.0,1.0,0.0
344445,10,3,0.0,0.0,1.0,0.0
4B18F3,10,3,0.0,0.0,1.0,0.0
4952C3,18,1,0.0,0.0,1.0,0.0
4CA9EC,18,1,0.0,0.0,1.0,0.0
0200EF,18,1,0.0,0.0,1.0,0.0
484C5A,19,1,0.0,0.0,1.0,0.0
4D2270,19,1,0.0,0.0,1.0,0.0
4952C3,19,1,0.0,0.0,1.0,0.0
4CA95E,19,1,0.0,0.0,1.0,0.0
392AE2,19,1,0.0,0.0,1.0,0.0
48C12D,19,1,0.0,0.0,1.0,0.0
4CAA60,19,1,0.0,0.0,1.0,0.0
484131,19,1,0.0,0.0,1.0,0.0
4CAFD0,20,1,0.0,0.0,1.0,0.0
347453,20,1,0.0,0.0,1.0,0.0
4D24A1,20,1,0.0,0.0,1.0,0.0
4CA9ED,20,1,0.0,0.0,1.0,0.0
34659A,4,2,0.0,0.0,1.0,0.0
34750A,6,2,0.0,0.0,1.0,0.0
345108,6,2,0.0,0.0,1.0,0.0
4CAFC2,6,2,0.0,0.0,1.0,0.0
AC1DF7,6,2,0.0,0.0,1.0,0.0
346611,6,2,0.0,0.0,1.0,0.0
341395,6,2,0.0,0.0,1.0,0.0
347605,7,2,0.0,0.0,1.0,0.0
4952C3,7,2,0.0,0.0,1.0,0.0
3532CD,7,2,0.0,0.0,1.0,0.0
406A3E,7,2,0.0,0.0,1.0,0.0
4072C7,8,2,0.0,0.0,1.0,0.0
34604B,8,2,0.0,0.0,1.0,0.0
4892C2,8,2,0.0,0.0,1.0,0.0
4CA892,8,2,0.0,0.0,1.0,0.0
4CAE90,8,2,0.0,0.0,1.0,0.0
4952C9,8,2,0.0,0.0,1.0,0.0
495146,18,7,0.0,0.0,1.0,0.0
495148,18,7,0.0,0.0,1.0,0.0
347481,18,7,0.0,0.0,1.0,0.0
407031,18,7,0.0,0.0,1.0,0.0
3C6467,18,7,0.0,0.0,1.0,0.0
020057,18,7,0.0,0.0,1.0,0.0
471F6B,19,7,0.0,0.0,1.0,0.0
39CEB0,19,7,0.0,0.0,1.0,0.0
406B84,19,7,0.0,0.0,1.0,0.0
4952CC,19,7,0.0,0.0,1.0,0.0
4B8DF2,19,7,0.0,0.0,1.0,0.0
345698,19,7,0.0,0.0,1.0,0.0
344481,19,7,0.0,0.0,1.0,0.0
3E4601,19,7,0.0,0.0,1.0,0.0
4D2216,19,7,0.0,0.0,1.0,0.0
347453,19,7,0.0,0.0,1.0,0.0
4951CC,19,7,0.0,0.0,1.0,0.0
020044,19,7,0.0,0.0,1.0,0.0
4B027F,19,7,0.0,0.0,1.0,0.0
3451D4,19,7,0.0,0.0,1.0,0.0
345218,20,7,0.0,0.0,1.0,0.0
347601,20,7,0.0,0.0,1.0,0.0
A5950A,20,7,0.0,0.0,1.0,0.0
4D00C3,20,7,0.0,0.0,1.0,0.0
34448D,20,7,0.0,0.0,1.0,0.0
347588,20,7,0.0,0.0,1.0,0.0
4CA92B,20,7,0.0,0.0,1.0,0.0
44015A,21,7,0.0,0.0,1.0,0.0
4CADC1,21,7,0.0,0.0,1.0,0.0
345250,21,7,0.0,0.0,1.0,0.0
4CAE92,21,7,0.0,0.0,1.0,0.0
4D2535,22,7,0.0,0.0,1.0,0.0
4AC8F6,23,7,0.0,0.0,1.0,0.0
4BB1E7,8,1,0.0,0.0,1.0,0.0
4B1A24,8,1,0.0,0.0,1.0,0.0
408134,8,1,0.0,0.0,1.0,0.0
346555,8,1,0.0,0.0,1.0,0.0
4CA910,8,1,0.0,0.0,1.0,0.0
3C66BA,8,1,0.0,0.0,1.0,0.0
4CAE4B,8,1,0.0,0.0,1.0,0.0
39E4AC,8,1,0.0,0.0,1.0,0.0
4ACA88,8,1,0.0,0.0,1.0,0.0
347553,8,1,0.0,0.0,1.0,0.0
3452C3,8,1,0.0,0.0,1.0,0.0
408051,8,1,0.0,0.0,1.0,0.0
494116,9,1,0.0,0.0,1.0,0.0
345356,9,1,0.0,0.0,1.0,0.0
344218,9,1,0.0,0.0,1.0,0.0
AB4FAE,9,1,0.0,0.0,1.0,0.0
8964C1,9,1,0.0,0.0,1.0,0.0
4B161F,9,1,0.0,0.0,1.0,0.0
45D064,9,1,0.0,0.0,1.0,0.0
4D221E,9,1,0.0,0.0,1.0,0.0
4C01E0,9,1,0.0,0.0,1.0,0.0
4400B2,9,1,0.0,0.0,1.0,0.0
4B1613,10,1,0.0,0.0,1.0,0.0
34768D,10,1,0.0,0.0,1.0,0.0
34750A,10,1,0.0,0.0,1.0,0.0
3C6743,10,1,0.0,0.0,1.0,0.0
44A8A6,10,1,0.0,0.0,1.0,0.0
46B8A2,10,1,0.0,0.0,1.0,0.0
40751C,10,1,0.0,0.0,1.0,0.0
347647,10,1,0.0,0.0,1.0,0.0
344416,10,1,0.0,0.0,1.0,0.0
3D592E,10,1,0.0,0.0,1.0,0.0
34604D,10,1,0.0,0.0,1.0,0.0
4D2103,10,1,0.0,0.0,1.0,0.0
44065C,11,1,0.0,0.0,1.0,0.0
3C66B6,11,1,0.0,0.0,1.0,0.0
4866DF,7,7,0.0,0.0,1.0,0.0
44023F,7,7,0.0,0.0,1.0,0.0
34644B,7,7,0.0,1.0,1.0,1.0
3991E0,8,7,0.0,0.0,1.0,0.0
34614F,8,7,0.0,0.0,1.0,0.0
4CA910,8,7,0.0,0.0,1.0,0.0
461FA5,8,7,0.0,0.0,1.0,0.0
4952C3,8,7,0.0,0.0,1.0,0.0
3420CC,9,7,0.0,0.0,1.0,0.0
4CA75F,9,7,0.0,0.0,1.0,0.0
020111,9,7,0.0,0.0,1.0,0.0
34659A,9,7,0.0,0.0,1.0,0.0
342353,10,7,1.0,1.0,0.0,1.0
344216,10,7,0.0,0.0,1.0,0.0
4D2503,10,7,0.0,0.0,1.0,0.0
440631,10,7,0.0,0.0,1.0,0.0
346310,10,7,0.0,0.0,1.0,0.0
45D064,10,7,0.0,0.0,1.0,0.0
4BC84F,10,7,0.0,0.0,1.0,0.0
49D4FF,10,7,0.0,0.0,1.0,0.0
0A0048,10,7,0.0,0.0,1.0,0.0
346303,10,7,0.0,0.0,1.0,0.0
4D253B,10,7,0.0,0.0,1.0,0.0
4407C4,10,7,0.0,0.0,1.0,0.0
44CDC5,11,7,0.0,0.0,1.0,0.0
4D24CA,11,7,0.0,0.0,1.0,0.0
346047,11,7,0.0,0.0,1.0,0.0
400AFE,11,7,0.0,0.0,1.0,0.0
440668,11,7,0.0,0.0,1.0,0.0
34604B,19,5,0.0,1.0,1.0,1.0
484555,19,5,0.0,0.0,1.0,0.0
440452,19,5,0.0,0.0,1.0,0.0
4BB843,19,5,0.0,0.0,1.0,0.0
345615,19,5,0.0,1.0,1.0,1.0
4D2425,19,5,0.0,0.0,1.0,0.0
49D369,19,5,0.0,0.0,1.0,0.0
400AFB,19,5,0.0,0.0,1.0,0.0
347501,20,5,0.0,0.0,1.0,0.0
49529A,20,5,0.0,0.0,1.0,0.0
4D24C2,20,5,0.0,0.0,1.0,0.0
4D2449,21,5,0.0,0.0,1.0,0.0
4074B6,21,5,0.0,0.0,1.0,0.0
E80475,21,5,0.0,0.0,1.0,0.0
344485,22,5,0.0,0.0,1.0,0.0
345042,22,5,0.0,0.0,1.0,0.0
440198,22,5,0.0,0.0,1.0,0.0
440072,23,5,0.0,0.0,1.0,0.0
407AC1,23,5,0.0,0.0,1.0,0.0
3445D4,23,5,0.0,0.0,1.0,0.0
344455,0,6,0.0,0.0,1.0,0.0
3C65CD,2,6,0.0,0.0,1.0,0.0
AE145E,3,6,0.0,0.0,1.0,0.0
49514B,3,6,0.0,0.0,1.0,0.0
3474CE,7,5,0.0,0.0,1.0,0.0
4CA84F,7,5,0.0,0.0,1.0,0.0
345084,7,5,0.0,0.0,1.0,0.0
4D2056,7,5,0.0,0.0,1.0,0.0
3453CC,7,5,0.0,0.0,1.0,0.0
020110,8,5,0.0,0.0,1.0,0.0
4CAE93,8,5,0.0,0.0,1.0,0.0
48C2AB,8,5,0.0,0.0,1.0,0.0
495148,8,5,0.0,0.0,1.0,0.0
3445D4,8,5,0.0,0.0,1.0,0.0
406AC4,8,5,0.0,0.0,1.0,0.0
8964BE,8,5,0.0,0.0,1.0,0.0
342105,8,5,0.0,0.0,1.0,0.0
342353,9,5,1.0,1.0,0.0,1.0
3420CB,9,5,0.0,0.0,1.0,0.0
347501,9,5,0.0,0.0,1.0,0.0
346419,9,5,0.0,1.0,1.0,1.0
471F41,9,5,0.0,0.0,1.0,0.0
896537,9,5,0.0,1.0,1.0,1.0
3465D8,9,5,0.0,0.0,1.0,0.0
4CAD28,9,5,0.0,0.0,1.0,0.0
4952C5,9,5,0.0,0.0,1.0,0.0
4D23B6,9,5,0.0,0.0,1.0,0.0
4BB28F,9,5,0.0,0.0,1.0,0.0
344446,9,5,0.0,0.0,1.0,0.0
4CA910,9,5,0.0,0.0,1.0,0.0
0A0028,9,5,0.0,0.0,1.0,0.0
896168,9,5,0.0,0.0,1.0,0.0
4B18F3,9,5,0.0,0.0,1.0,0.0
39D319,10,5,0.0,0.0,1.0,0.0
3480C3,10,5,0.0,0.0,1.0,0.0
344213,10,5,0.0,0.0,1.0,0.0
494105,10,5,0.0,0.0,1.0,0.0
495CD0,10,5,0.0,0.0,1.0,0.0
40772E,10,5,0.0,0.0,1.0,0.0
495298,10,5,0.0,0.0,1.0,0.0
408086,10,5,0.0,0.0,1.0,0.0
407E69,10,5,0.0,0.0,1.0,0.0
3444C9,11,5,0.0,0.0,1.0,0.0
347454,11,5,0.0,0.0,1.0,0.0
503E36,11,5,0.0,0.0,1.0,0.0
29CBB8,11,5,0.0,0.0,1.0,0.0
406A63,11,5,0.0,0.0,1.0,0.0
8960EC,11,5,0.0,0.0,1.0,0.0
407687,11,5,0.0,0.0,1.0,0.0
345686,18,3,0.0,0.0,1.0,0.0
3475D4,18,3,0.0,0.0,1.0,0.0
3451D4,18,3,0.0,0.0,1.0,0.0
342091,19,3,0.0,0.0,1.0,0.0
346391,19,3,0.0,0.0,1.0,0.0
4ACA86,19,3,0.0,0.0,1.0,0.0
39D301,19,3,0.0,0.0,1.0,0.0
440181,19,3,0.0,0.0,1.0,0.0
440179,19,3,0.0,0.0,1.0,0.0
738055,20,3,0.0,0.0,1.0,0.0
347309,20,3,0.0,0.0,1.0,0.0
39DE40,20,3,0.0,0.0,1.0,0.0
4D245C,20,3,0.0,0.0,1.0,0.0
347344,20,3,0.0,0.0,1.0,0.0
4CA622,20,3,0.0,0.0,1.0,0.0
495211,20,3,0.0,0.0,1.0,0.0
44CE4F,21,3,0.0,0.0,1.0,0.0
AAC33E,21,3,0.0,0.0,1.0,0.0
4CA7B6,22,3,0.0,0.0,1.0,0.0
440CF8,22,3,0.0,0.0,1.0,0.0
45D969,22,3,0.0,0.0,1.0,0.0
342353,23,3,1.0,1.0,0.0,1.0
E8045B,23,3,0.0,1.0,1.0,1.0
345688,0,4,0.0,0.0,1.0,0.0
39C40F,0,4,0.0,0.0,1.0,0.0
344115,1,4,1.0,1.0,0.0,1.0
4CADB7,13,4,0.0,0.0,1.0,0.0
740743,13,4,0.0,0.0,1.0,0.0
346391,13,4,0.0,0.0,1.0,0.0
345681,13,4,0.0,0.0,1.0,0.0
E8021C,13,4,0.0,0.0,1.0,0.0
489223,13,4,0.0,0.0,1.0,0.0
394A61,13,4,0.0,0.0,1.0,0.0
347312,14,4,0.0,0.0,1.0,0.0
34538E,14,4,0.0,0.0,1.0,0.0
495150,14,4,0.0,0.0,1.0,0.0
346547,14,4,0.0,0.0,1.0,0.0
495039,14,4,0.0,0.0,1.0,0.0
4074B8,14,4,0.0,0.0,1.0,0.0
347604,14,4,0.0,1.0,1.0,1.0
346384,15,4,0.0,0.0,1.0,0.0
34750A,15,4,0.0,0.0,1.0,0.0
4D212F,15,4,0.0,0.0,1.0,0.0
3423C4,15,4,0.0,0.0,1.0,0.0
511171,15,4,0.0,0.0,1.0,0.0
344213,15,4,0.0,0.0,1.0,0.0
4CAE48,15,4,0.0,0.0,1.0,0.0
34568C,15,4,0.0,0.0,1.0,0.0
02010D,15,4,0.0,0.0,1.0,0.0
341119,15,4,0.0,0.0,1.0,0.0
48C1A9,16,4,0.0,0.0,1.0,0.0
406544,16,4,0.0,0.0,1.0,0.0
440CA9,16,4,0.0,0.0,1.0,0.0
3946EA,16,4,0.0,0.0,1.0,0.0
4951CB,16,4,0.0,0.0,1.0,0.0
406229,16,4,0.0,0.0,1.0,0.0
39CEAF,12,2,0.0,0.0,1.0,0.0
E48DF6,12,2,0.0,0.0,1.0,0.0
347311,12,2,0.0,0.0,1.0,0.0
4CA73B,12,2,0.0,0.0,1.0,0.0
3964EE,12,2,0.0,0.0,1.0,0.0
40775C,12,2,0.0,0.0,1.0,0.0
3C6470,12,2,0.0,0.0,1.0,0.0
34535A,12,2,0.0,0.0,1.0,0.0
4D23A8,12,2,0.0,0.0,1.0,0.0
343385,13,2,0.0,0.0,1.0,0.0
4951D8,13,2,0.0,0.0,1.0,0.0
343650,13,2,0.0,0.0,1.0,0.0
4CAC24,13,2,0.0,0.0,1.0,0.0
4CAD11,13,2,0.0,0.0,1.0,0.0
484559,14,2,0.0,0.0,1.0,0.0
4CA814,14,2,0.0,0.0,1.0,0.0
3453CC,14,2,0.0,0.0,1.0,0.0
3475C9,14,2,0.0,0.0,1.0,0.0
4CA9D3,14,2,0.0,0.0,1.0,0.0
4CA766,14,2,0.0,0.0,1.0,0.0
34604D,14,2,0.0,0.0,1.0,0.0
740744,14,2,0.0,0.0,1.0,0.0
3424D5,14,2,0.0,0.0,1.0,0.0
4D2464,15,2,0.0,0.0,1.0,0.0
4D242E,15,2,0.0,0.0,1.0,0.0
407F60,15,2,0.0,0.0,1.0,0.0
3C64AE,15,2,0.0,0.0,1.0,0.0
020176,15,2,0.0,0.0,1.0,0.0
3C0AC5,15,2,0.0,0.0,1.0,0.0
E8044D,0,1,0.0,0.0,1.0,0.0
0A0045,2,1,0.0,0.0,1.0,0.0
0701A1,3,1,0.0,0.0,1.0,0.0
AAD981,4,1,0.0,0.0,1.0,0.0
394C0C,5,1,0.0,0.0,1.0,0.0
E494F9,6,1,0.0,0.0,1.0,0.0
4CA760,6,1,0.0,0.0,1.0,0.0
4CA56A,6,1,0.0,0.0,1.0,0.0
A04B07,7,1,0.0,0.0,1.0,0.0
345597,7,1,0.0,0.0,1.0,0.0
4951D9,7,1,0.0,0.0,1.0,0.0
020175,7,1,0.0,0.0,1.0,0.0
4CAE5A,7,1,0.0,0.0,1.0,0.0
4911F7,7,1,0.0,0.0,1.0,0.0
344305,7,1,0.0,0.0,1.0,0.0
020095,7,1,0.0,0.0,1.0,0.0
3420CB,21,6,0.0,0.0,1.0,0.0
495216,21,6,0.0,0.0,1.0,0.0
406A95,21,6,0.0,0.0,1.0,0.0
3453CC,21,6,0.0,0.0,1.0,0.0
344694,21,6,0.0,0.0,1.0,0.0
4CA6A6,21,6,0.0,0.0,1.0,0.0
44CDCC,21,6,0.0,0.0,1.0,0.0
E8046D,22,6,0.0,0.0,1.0,0.0
7810B8,22,6,0.0,0.0,1.0,0.0
44CDCC,22,6,0.0,0.0,1.0,0.0
343385,22,6,0.0,0.0,1.0,0.0
346155,22,6,0.0,0.0,1.0,0.0
34628D,23,6,0.0,0.0,1.0,0.0
4CADBB,23,6,0.0,0.0,1.0,0.0
344218,23,6,0.0,0.0,1.0,0.0
347518,0,7,0.0,0.0,1.0,0.0
396445,2,7,0.0,0.0,1.0,0.0
342353,3,7,1.0,1.0,0.0,1.0
34764A,3,7,0.0,0.0,1.0,0.0
4CAE8C,5,7,0.0,0.0,1.0,0.0
4D2259,5,7,0.0,0.0,1.0,0.0
4CA264,5,7,0.0,0.0,1.0,0.0
347303,6,7,0.0,0.0,1.0,0.0
4CADBB,6,7,0.0,0.0,1.0,0.0
4B027E,6,7,0.0,0.0,1.0,0.0
AD6EC5,6,7,0.0,0.0,1.0,0.0
3C618B,15,1,0.0,0.0,1.0,0.0
491D9A,15,1,0.0,0.0,1.0,0.0
4B1699,15,1,0.0,0.0,1.0,0.0
4400B2,15,1,0.0,0.0,1.0,0.0
34534B,15,1,0.0,0.0,1.0,0.0
48AF08,15,1,0.0,0.0,1.0,0.0
4AC9E3,16,1,0.0,0.0,1.0,0.0
347454,16,1,0.0,0.0,1.0,0.0
4CADBF,16,1,0.0,0.0,1.0,0.0
34520A,16,1,0.0,0.0,1.0,0.0
4CAE96,16,1,0.0,0.0,1.0,0.0
3965B2,16,1,0.0,0.0,1.0,0.0
0200ED,16,1,0.0,0.0,1.0,0.0
34644C,17,1,0.0,0.0,1.0,0.0
4CAC1E,17,1,0.0,0.0,1.0,0.0
3CE3B3,17,1,0.0,0.0,1.0,0.0
511171,17,1,0.0,0.0,1.0,0.0
5083C0,17,1,0.0,0.0,1.0,0.0
4D2103,17,1,0.0,0.0,1.0,0.0
4CA621,17,1,0.0,0.0,1.0,0.0
4CA4ED,17,1,0.0,0.0,1.0,0.0
3C6470,17,1,0.0,0.0,1.0,0.0
3452C7,17,1,0.0,0.0,1.0,0.0
407F1E,17,1,0.0,0.0,1.0,0.0
346613,18,1,0.0,0.0,1.0,0.0
4CA808,18,1,0.0,0.0,1.0,0.0
44D1A1,18,1,0.0,0.0,1.0,0.0
342396,18,1,0.0,0.0,1.0,0.0
3C7421,18,1,0.0,0.0,1.0,0.0
34750A,14,7,0.0,0.0,1.0,0.0
342105,15,7,0.0,0.0,1.0,0.0
3451CF,15,7,0.0,1.0,1.0,1.0
4D2271,15,7,0.0,0.0,1.0,0.0
4CADE7,15,7,0.0,0.0,1.0,0.0
348212,15,7,0.0,0.0,1.0,0.0
4B1804,15,7,0.0,0.0,1.0,0.0
3420CB,15,7,0.0,0.0,1.0,0.0
484C59,16,7,0.0,0.0,1.0,0.0
45AB21,16,7,0.0,0.0,1.0,0.0
02013A,16,7,0.0,0.0,1.0,0.0
342353,16,7,1.0,1.0,0.0,1.0
461F9E,16,7,0.0,0.0,1.0,0.0
4951CE,16,7,0.0,0.0,1.0,0.0
347501,16,7,0.0,0.0,1.0,0.0
45D969,16,7,0.0,0.0,1.0,0.0
34604B,16,7,0.0,0.0,1.0,0.0
4951CE,17,7,0.0,0.0,1.0,0.0
3C7982,17,7,0.0,0.0,1.0,0.0
408067,17,7,0.0,0.0,1.0,0.0
44D1B3,17,7,0.0,0.0,1.0,0.0
3C7981,17,7,0.0,0.0,1.0,0.0
4AC8F6,17,7,0.0,0.0,1.0,0.0
342352,17,7,1.0,1.0,0.0,1.0
502CCF,17,7,0.0,0.0,1.0,0.0
3415CF,17,7,0.0,0.0,1.0,0.0
4CAE56,17,7,0.0,0.0,1.0,0.0
45AB50,17,7,0.0,0.0,1.0,0.0
494142,17,7,0.0,0.0,1.0,0.0
347645,18,7,0.0,0.0,1.0,0.0
485A85,18,7,0.0,0.0,1.0,0.0
3451DA,18,7,0.0,0.0,1.0,0.0
3965A8,18,7,0.0,0.0,1.0,0.0
392AE9,18,7,0.0,0.0,1.0,0.0
4D2304,18,7,0.0,0.0,1.0,0.0
4CA9D1,18,7,0.0,0.0,1.0,0.0
407F7A,18,7,0.0,0.0,1.0,0.0
345543,18,7,0.0,0.0,1.0,0.0
4CAE96,18,7,0.0,0.0,1.0,0.0
3C6473,9,6,0.0,0.0,1.0,0.0
3474CC,9,6,0.0,0.0,1.0,0.0
3480C3,9,6,0.0,0.0,1.0,0.0
34718D,9,6,0.0,0.0,1.0,0.0
AAE958,9,6,0.0,1.0,1.0,1.0
34718D,10,6,0.0,0.0,1.0,0.0
34728A,10,6,0.0,0.0,1.0,0.0
502CD0,10,6,0.0,0.0,1.0,0.0
3473CB,10,6,0.0,0.0,1.0,0.0
44083B,10,6,0.0,0.0,1.0,0.0
4D2286,10,6,0.0,0.0,1.0,0.0
A51601,10,6,0.0,0.0,1.0,0.0
A8B760,10,6,0.0,0.0,1.0,0.0
4631CD,10,6,0.0,0.0,1.0,0.0
44015A,10,6,0.0,0.0,1.0,0.0
3C6675,11,6,0.0,0.0,1.0,0.0
34250A,11,6,0.0,0.0,1.0,0.0
440CBD,11,6,0.0,0.0,1.0,0.0
495293,11,6,0.0,0.0,1.0,0.0
4CA802,11,6,0.0,0.0,1.0,0.0
471F66,11,6,0.0,0.0,1.0,0.0
407739,11,6,0.0,0.0,1.0,0.0
781161,12,6,0.0,0.0,1.0,0.0
4D233D,12,6,0.0,0.0,1.0,0.0
34745A,12,6,0.0,0.0,1.0,0.0
39DE43,12,6,0.0,0.0,1.0,0.0
3C7981,12,6,0.0,0.0,1.0,0.0
440452,12,6,0.0,0.0,1.0,0.0
4952C4,12,6,0.0,0.0,1.0,0.0
4D237F,12,6,0.0,0.0,1.0,0.0
E80215,12,6,0.0,0.0,1.0,0.0
3C65C4,12,6,0.0,0.0,1.0,0.0
485209,12,6,0.0,0.0,1.0,0.0
02006F,12,6,0.0,0.0,1.0,0.0
0200EB,12,6,0.0,0.0,1.0,0.0
4CA264,13,6,0.0,0.0,1.0,0.0
342352,13,6,1.0,1.0,0.0,1.0
3452C6,13,6,0.0,1.0,1.0,1.0
345692,20,4,0.0,0.0,1.0,0.0
8963D5,21,4,0.0,0.0,1.0,0.0
3C666A,21,4,0.0,0.0,1.0,0.0
392AF0,21,4,0.0,0.0,1.0,0.0
44A82C,22,4,0.0,0.0,1.0,0.0
A4972C,22,4,0.0,0.0,1.0,0.0
345685,22,4,0.0,0.0,1.0,0.0
344197,1,5,0.0,0.0,1.0,0.0
AAC33E,4,5,0.0,0.0,1.0,0.0
34750B,5,5,0.0,0.0,1.0,0.0
A89234,6,5,0.0,0.0,1.0,0.0
3C70B1,6,5,0.0,0.0,1.0,0.0
4D2272,6,5,0.0,0.0,1.0,0.0
346111,6,5,0.0,0.0,1.0,0.0
345698,7,5,0.0,0.0,1.0,0.0
347247,7,5,0.0,0.0,1.0,0.0
344449,7,5,0.0,0.0,1.0,0.0
