ts_kafka,velocity,lat,lon,icao,ground
1733027440886.0,456.0,41.811492919921875,-2.974922873757102,34134E,0.0
1733027740934.0,471.0,42.416769771252646,-2.6481521961300873,34134E,0.0
1733033349314.0,,,,34138B,
1733033650817.0,,,,34138B,
1733033985244.0,,,,34138B,
1733034289180.0,,,,34138B,
1733034589191.0,,,,34138B,
1733034889298.0,,,,34138B,
1733035195281.0,,,,34138B,
1733035760115.0,,,,34138B,
1733036062591.0,,,,34138B,
1733036363829.0,,,,34138B,
1733036663832.0,,,,34138B,
1733036965911.0,,,,34138B,
1733037269453.0,,,,34138B,
1733035059901.0,,,,3415CE,
1733035616982.0,,,,3415CE,
1733030785071.0,,,,341682,
1733031247748.0,,,,341682,
1733031549859.0,225.0,40.62003960043697,-3.5477724942294033,341682,0.0
1733031849928.0,350.0,40.646392822265625,-3.94256591796875,341682,0.0
1733032150131.0,407.0,40.500493453720864,-4.603271484375,341682,0.0
1733032450170.0,426.0,40.21806335449219,-5.26031494140625,341682,0.0
1733032750390.0,424.0,39.860595703125,-5.871057925016983,341682,0.0
1733033050960.0,421.0,39.45721435546875,-6.416672416355299,341682,0.0
1733033351051.0,417.0,39.01460266113281,-6.900249978770381,341682,0.0
1733032129764.0,0.0,40.49125671386719,-3.5899658203125,342091,
1733033424860.0,,,,342091,
1733033735158.0,,,,342091,
1733034035661.0,160.0,40.51972961425781,-3.5748291015625,342091,0.0
1733034335919.0,297.0,40.79996399960275,-3.7016435102982954,342091,0.0
1733034635970.0,385.0,41.03411865234375,-4.268798828125,342091,0.0
1733034936117.0,399.0,41.280289989406775,-4.9420998313210225,342091,0.0
1733035236314.0,399.0,41.52044677734375,-5.6108925559303975,342091,0.0
1733035224954.0,,,,3420CA,
1733035525317.0,,,,3420CA,
1733035826732.0,166.0,40.51827640856727,-3.5593206232244317,3420CA,0.0
1733036126801.0,297.0,40.769239522643005,-3.3362856778231533,3420CA,0.0
1733036427192.0,412.0,40.94069141452595,-2.6978302001953125,3420CA,0.0
1733036727259.0,459.0,41.341278076171875,-2.12158203125,3420CA,0.0
1733037027812.0,455.0,41.807680291644594,-1.5545654296875002,3420CA,0.0
1733026012379.0,,,,3420CC,1.0
1733026313180.0,,,,3420CC,1.0
1733026614385.0,,,,3420CC,
1733026915619.0,,,,3420CC,
1733027217256.0,,,,3420CC,
1733027517418.0,,,,3420CC,
1733027817536.0,,,,3420CC,
1733028121132.0,,,,3420CC,
1733028422460.0,,,,3420CC,
1733028725331.0,,,,3420CC,
1733029025435.0,,,,3420CC,
1733031711109.0,,,,3420CC,
1733032013505.0,,,,3420CC,
1733032314871.0,,,,3420CC,
1733032617066.0,,,,3420CC,
1733032918329.0,,,,3420CC,
1733033219135.0,,,,3420CC,
1733033519254.0,,,,3420CC,
1733033820576.0,,,,3420CC,
1733034120996.0,,,,3420CC,
1733034421155.0,197.0,40.58051675052966,-3.613378351384943,3420CC,0.0
1733034721291.0,356.0,40.85051972987288,-3.9447160200639204,3420CC,0.0
1733035021303.0,421.0,41.17713023040254,-4.526804143732244,3420CC,0.0
1733035321687.0,409.0,41.53816223144531,-5.102275501598012,3420CC,0.0
1733033405727.0,,,,342104,
1733033733118.0,,,,342104,
1733034033417.0,,,,342104,
1733034335080.0,282.0,40.72687698622881,-3.3872222900390625,342104,0.0
1733034635210.0,408.0,40.433737544690146,-2.9802287708629263,342104,0.0
1733034935285.0,426.0,40.089935302734375,-2.35791015625,342104,0.0
1733011201940.0,,,,342107,
1733011503401.0,,,,342107,
1733011803703.0,,,,342107,
1733012105638.0,,,,342107,
1733012405722.0,,,,342107,
1733012706794.0,,,,342107,
1733013007015.0,,,,342107,
1733013307052.0,,,,342107,
1733013607088.0,,,,342107,
1733013907349.0,,,,342107,
1733014208182.0,,,,342107,
1733014509311.0,,,,342107,
1733032510038.0,,,,342107,
1733033822293.0,,,,342107,
1733034124078.0,,,,342107,
1733034424367.0,,,,342107,
1733034746365.0,,,,342107,
1733035046544.0,,,,342107,
1733035347920.0,115.0,40.50801086425781,-3.55926513671875,342107,0.0
1733035647924.0,307.0,40.75456237792969,-3.35791015625,342107,0.0
1733035948169.0,428.0,41.252218990002646,-3.157320889559659,342107,0.0
1733036248754.0,444.0,41.85288251456568,-3.0204098723655526,342107,0.0
1733033846644.0,,,,342188,
1733034147461.0,,,,342188,
1733034449331.0,236.0,40.647216796875,-3.732421875,342188,0.0
1733034749551.0,385.0,40.24195861816406,-3.67657470703125,342188,0.0
1733035049796.0,421.0,39.683780993445446,-3.770751953125,342188,0.0
1733035349971.0,416.0,39.2197265625,-4.209435504415761,342188,0.0
1733035650290.0,419.0,38.67448192531779,-4.43585205078125,342188,0.0
1733025587780.0,,,,342211,1.0
1733025889146.0,,,,342211,
1733026190572.0,,,,342211,
1733026490743.0,,,,342211,
1733026790818.0,,,,342211,
1733027093165.0,,,,342211,
1733027393645.0,,,,342211,
1733027696555.0,,,,342211,
1733027996801.0,,,,342211,
1733028301326.0,,,,342211,
1733028601874.0,,,,342211,
1733028902206.0,,,,342211,
1733029203946.0,,,,342211,
1733037263550.0,,,,342211,1.0
1733019757122.0,464.0,38.7877435199285,-4.9461669921875,34224E,0.0
1733020057852.0,415.0,39.30281066894531,-4.48283983313519,34224E,0.0
1733020358264.0,383.0,39.72400212692002,-4.02886962890625,34224E,0.0
1733020658510.0,299.0,40.08883201469809,-3.632229891690341,34224E,0.0
1733020958948.0,163.0,40.392242431640625,-3.453857421875,34224E,0.0
1733021258993.0,106.0,40.483245849609375,-3.54595947265625,34224E,0.0
1733021559372.0,,,,34224E,
1733021867452.0,,,,34224E,
1733026429508.0,,,,34224E,
1733026729963.0,,,,34224E,
1733011200319.0,,,,342344,
1733011501275.0,,,,342344,
1733011801276.0,,,,342344,
1733012101483.0,,,,342344,
1733012402477.0,,,,342344,
1733012702534.0,,,,342344,
1733013003275.0,,,,342344,
1733013304122.0,,,,342344,
1733013604353.0,,,,342344,
1733013905218.0,,,,342344,
1733014205252.0,,,,342344,
1733014505465.0,,,,342344,
1733014806242.0,,,,342344,
1733015107456.0,,,,342344,
1733015408427.0,,,,342344,
1733015708472.0,,,,342344,
1733016009258.0,,,,342344,
1733016309584.0,,,,342344,
1733016610146.0,,,,342344,
1733016910472.0,,,,342344,
1733017210526.0,,,,342344,
1733017511409.0,,,,342344,
1733017812248.0,,,,342344,
1733018113254.0,,,,342344,
1733018414093.0,,,,342344,
1733018714465.0,,,,342344,
1733019015381.0,,,,342344,
1733019316123.0,,,,342344,
1733019616217.0,,,,342344,
1733019916395.0,,,,342344,
1733020217280.0,,,,342344,
1733020518473.0,,,,342344,
1733020819336.0,,,,342344,
1733021119443.0,,,,342344,
1733021420339.0,,,,342344,
1733021720377.0,,,,342344,
1733022021299.0,,,,342344,
1733022322202.0,,,,342344,
1733022623394.0,,,,342344,
1733022923484.0,,,,342344,
1733023224122.0,,,,342344,
1733023524438.0,,,,342344,
1733023825426.0,,,,342344,
1733024125541.0,,,,342344,
1733024425600.0,,,,342344,
1733024726245.0,,,,342344,
1733025026311.0,,,,342344,
1733025327180.0,,,,342344,
1733025627190.0,,,,342344,
1733025927357.0,,,,342344,
1733026228288.0,,,,342344,
1733026528349.0,,,,342344,
1733026829158.0,,,,342344,
1733027130163.0,,,,342344,
1733027430344.0,,,,342344,
1733027731312.0,,,,342344,
1733028032213.0,,,,342344,
1733028332422.0,,,,342344,
1733028633192.0,,,,342344,
1733028933199.0,,,,342344,
1733029234398.0,,,,342344,
1733029534419.0,,,,342344,
1733029835155.0,,,,342344,
1733030135257.0,,,,342344,
1733030436227.0,,,,342344,
1733030736230.0,,,,342344,
1733031037188.0,,,,342344,
1733031337227.0,,,,342344,
1733031638247.0,,,,342344,
1733031938272.0,,,,342344,
1733032239141.0,,,,342344,
1733032539214.0,,,,342344,
1733032839238.0,,,,342344,
1733033140192.0,,,,342344,
1733033440193.0,,,,342344,
1733033740276.0,,,,342344,
1733034041191.0,,,,342344,
1733034342206.0,,,,342344,
1733034643226.0,,,,342344,
1733034944147.0,,,,342344,
1733035244160.0,,,,342344,
1733035545177.0,,,,342344,
1733035846194.0,,,,342344,
1733036146204.0,,,,342344,
1733036447267.0,,,,342344,
1733036748144.0,,,,342344,
1733037048147.0,,,,342344,
1733011200320.0,,,,342345,
1733011501275.0,,,,342345,
1733011801277.0,,,,342345,
1733012101483.0,,,,342345,
1733012402477.0,,,,342345,
1733012702534.0,,,,342345,
1733013003275.0,,,,342345,
1733013304522.0,,,,342345,
1733013605363.0,,,,342345,
1733013906428.0,,,,342345,
1733014207273.0,,,,342345,
1733014507487.0,,,,342345,
1733014808471.0,,,,342345,
1733015109381.0,,,,342345,
1733015409539.0,,,,342345,
1733015710492.0,,,,342345,
1733016011305.0,,,,342345,
1733016311608.0,,,,342345,
1733016611661.0,,,,342345,
1733016912492.0,,,,342345,
1733017212547.0,,,,342345,
1733017513434.0,,,,342345,
1733017814267.0,,,,342345,
1733018115271.0,,,,342345,
1733018415609.0,,,,342345,
1733018716486.0,,,,342345,
1733019017401.0,,,,342345,
1733019317640.0,,,,342345,
1733019618240.0,,,,342345,
1733019918422.0,,,,342345,
1733020219303.0,,,,342345,
1733020519483.0,,,,342345,
1733020820251.0,,,,342345,
1733021120261.0,,,,342345,
1733021420339.0,,,,342345,
1733021720377.0,,,,342345,
1733022021299.0,,,,342345,
1733022322202.0,,,,342345,
1733022623395.0,,,,342345,
1733022923484.0,,,,342345,
1733023223613.0,,,,342345,
1733023524438.0,,,,342345,
1733023825426.0,,,,342345,
1733024125541.0,,,,342345,
1733024425600.0,,,,342345,
1733024726245.0,,,,342345,
1733025026311.0,,,,342345,
1733025327386.0,,,,342345,
1733025627394.0,,,,342345,
1733025928372.0,,,,342345,
1733026229201.0,,,,342345,
1733026529458.0,,,,342345,
1733026830169.0,,,,342345,
1733027130366.0,,,,342345,
1733027431258.0,,,,342345,
1733027731312.0,,,,342345,
1733028032416.0,,,,342345,
1733028332423.0,,,,342345,
1733028633384.0,,,,342345,
1733028935222.0,,,,342345,
1733029235414.0,,,,342345,
1733029535447.0,,,,342345,
1733029835455.0,,,,342345,
1733030135559.0,,,,342345,
1733030436227.0,,,,342345,
1733030736231.0,,,,342345,
1733031036275.0,,,,342345,
1733031336307.0,,,,342345,
1733031637322.0,,,,342345,
1733031938272.0,,,,342345,
1733032239343.0,,,,342345,
1733032540236.0,,,,342345,
1733032840363.0,,,,342345,
1733033141211.0,,,,342345,
1733033442240.0,,,,342345,
1733033743250.0,,,,342345,
1733034044268.0,,,,342345,
1733034345281.0,,,,342345,
1733034646205.0,,,,342345,
1733034947226.0,,,,342345,
1733035247242.0,,,,342345,
1733035548267.0,,,,342345,
1733035849186.0,,,,342345,
1733036149191.0,,,,342345,
1733036449233.0,,,,342345,
1733036750197.0,,,,342345,
1733037051248.0,,,,342345,
1733011200320.0,,,,342346,
1733011501275.0,,,,342346,
1733011801278.0,,,,342346,
1733012101483.0,,,,342346,
1733012402477.0,,,,342346,
1733012702538.0,,,,342346,
1733013003275.0,,,,342346,
1733013304522.0,,,,342346,
1733013605363.0,,,,342346,
1733013905522.0,,,,342346,
1733014206262.0,,,,342346,
1733014507487.0,,,,342346,
1733014808472.0,,,,342346,
1733015109381.0,,,,342346,
1733015409539.0,,,,342346,
1733015710492.0,,,,342346,
1733016011306.0,,,,342346,
1733016311608.0,,,,342346,
1733016611661.0,,,,342346,
1733016912492.0,,,,342346,
1733017212548.0,,,,342346,
1733017513434.0,,,,342346,
1733017814269.0,,,,342346,
1733018115271.0,,,,342346,
1733018415609.0,,,,342346,
1733018716486.0,,,,342346,
1733019017401.0,,,,342346,
1733019317640.0,,,,342346,
1733019618240.0,,,,342346,
1733019918422.0,,,,342346,
1733020219303.0,,,,342346,
1733020519483.0,,,,342346,
1733020820252.0,,,,342346,
1733021120264.0,,,,342346,
1733021420339.0,,,,342346,
1733021720377.0,,,,342346,
1733022021299.0,,,,342346,
1733022322202.0,,,,342346,
1733022623395.0,,,,342346,
1733022923484.0,,,,342346,
1733023223613.0,,,,342346,
1733023524438.0,,,,342346,
1733023825426.0,,,,342346,
1733024125541.0,,,,342346,
1733024425600.0,,,,342346,
1733024726245.0,,,,342346,
1733025026311.0,,,,342346,
1733025327386.0,,,,342346,
1733025627394.0,,,,342346,
1733025928372.0,,,,342346,
1733026229201.0,,,,342346,
1733026529458.0,,,,342346,
1733026830469.0,,,,342346,
1733027131378.0,,,,342346,
1733027431457.0,,,,342346,
1733027732421.0,,,,342346,
1733028033558.0,,,,342346,
1733028334252.0,,,,342346,
1733028634303.0,,,,342346,
1733028934311.0,,,,342346,
1733029234403.0,,,,342346,
1733029534419.0,,,,342346,
1733029835455.0,,,,342346,
1733030135559.0,,,,342346,
1733030436423.0,,,,342346,
1733030736426.0,,,,342346,
1733031037392.0,,,,342346,
1733031338243.0,,,,342346,
1733031638340.0,,,,342346,
1733031939389.0,,,,342346,
1733032240364.0,,,,342346,
