ts_kafka,velocity,lat,lon,icao,ground
1733032541354.0,,,,342346,
1733032842197.0,,,,342346,
1733033142235.0,,,,342346,
1733033442240.0,,,,342346,
1733033742323.0,,,,342346,
1733034043251.0,,,,342346,
1733034344264.0,,,,342346,
1733034645280.0,,,,342346,
1733034946205.0,,,,342346,
1733035246313.0,,,,342346,
1733035547236.0,,,,342346,
1733035847273.0,,,,342346,
1733036147335.0,,,,342346,
1733036447367.0,,,,342346,
1733036748244.0,,,,342346,
1733037048248.0,,,,342346,
1733011200320.0,,,,342347,
1733011501276.0,,,,342347,
1733011801278.0,,,,342347,
1733012101484.0,,,,342347,
1733012401567.0,,,,342347,
1733012702538.0,,,,342347,
1733013003276.0,,,,342347,
1733013304522.0,,,,342347,
1733013605365.0,,,,342347,
1733013905523.0,,,,342347,
1733014206262.0,,,,342347,
1733014506679.0,,,,342347,
1733014807456.0,,,,342347,
1733015107458.0,,,,342347,
1733015407520.0,,,,342347,
1733015708472.0,,,,342347,
1733016009264.0,,,,342347,
1733016309584.0,,,,342347,
1733016609637.0,,,,342347,
1733016910473.0,,,,342347,
1733017210526.0,,,,342347,
1733017511415.0,,,,342347,
1733017812248.0,,,,342347,
1733018113254.0,,,,342347,
1733018413592.0,,,,342347,
1733018714465.0,,,,342347,
1733019015381.0,,,,342347,
1733019315621.0,,,,342347,
1733019616719.0,,,,342347,
1733019917410.0,,,,342347,
1733020218296.0,,,,342347,
1733020518473.0,,,,342347,
1733020819342.0,,,,342347,
1733021119445.0,,,,342347,
1733021420339.0,,,,342347,
1733021720377.0,,,,342347,
1733022020590.0,,,,342347,
1733022321481.0,,,,342347,
1733022622486.0,,,,342347,
1733022923485.0,,,,342347,
1733023223613.0,,,,342347,
1733023524438.0,,,,342347,
1733023825426.0,,,,342347,
1733024125541.0,,,,342347,
1733024425600.0,,,,342347,
1733024726548.0,,,,342347,
1733025027431.0,,,,342347,
1733025328419.0,,,,342347,
1733025629414.0,,,,342347,
1733025930498.0,,,,342347,
1733026231331.0,,,,342347,
1733026532310.0,,,,342347,
1733026832501.0,,,,342347,
1733027133311.0,,,,342347,
1733027434297.0,,,,342347,
1733027734351.0,,,,342347,
1733028034367.0,,,,342347,
1733028335460.0,,,,342347,
1733028636325.0,,,,342347,
1733028936536.0,,,,342347,
1733029237340.0,,,,342347,
1733029537394.0,,,,342347,
1733029837478.0,,,,342347,
1733030138500.0,,,,342347,
1733030439466.0,,,,342347,
1733030739473.0,,,,342347,
1733031040335.0,,,,342347,
1733031340380.0,,,,342347,
1733031641296.0,,,,342347,
1733031941321.0,,,,342347,
1733032242298.0,,,,342347,
1733032542372.0,,,,342347,
1733032842401.0,,,,342347,
1733033143360.0,,,,342347,
1733033443361.0,,,,342347,
1733033744369.0,,,,342347,
1733034045294.0,,,,342347,
1733034346312.0,,,,342347,
1733034647338.0,,,,342347,
1733034948357.0,,,,342347,
1733035248378.0,,,,342347,
1733035549301.0,,,,342347,
1733035850324.0,,,,342347,
1733036150334.0,,,,342347,
1733036450366.0,,,,342347,
1733036751331.0,,,,342347,
1733037051352.0,,,,342347,
1733011200320.0,,,,342348,
1733011500462.0,,,,342348,
1733011801582.0,,,,342348,
1733012102299.0,,,,342348,
1733012402477.0,,,,342348,
1733012702538.0,,,,342348,
1733013003276.0,,,,342348,
1733013303615.0,,,,342348,
1733013604355.0,,,,342348,
1733013904708.0,,,,342348,
1733014206262.0,,,,342348,
1733014506679.0,,,,342348,
1733014807457.0,,,,342348,
1733015107458.0,,,,342348,
1733015407520.0,,,,342348,
1733015708472.0,,,,342348,
1733016008753.0,,,,342348,
1733016309584.0,,,,342348,
1733016609637.0,,,,342348,
1733016910473.0,,,,342348,
1733017210526.0,,,,342348,
1733017511415.0,,,,342348,
1733017811745.0,,,,342348,
1733018112743.0,,,,342348,
1733018413592.0,,,,342348,
1733018714465.0,,,,342348,
1733019015381.0,,,,342348,
1733019315621.0,,,,342348,
1733019615708.0,,,,342348,
1733019916398.0,,,,342348,
1733020216772.0,,,,342348,
1733020517459.0,,,,342348,
1733020818435.0,,,,342348,
1733021119445.0,,,,342348,
1733021421355.0,,,,342348,
1733021721388.0,,,,342348,
1733022021600.0,,,,342348,
1733022322505.0,,,,342348,
1733022623397.0,,,,342348,
1733022923485.0,,,,342348,
1733023223613.0,,,,342348,
1733023524439.0,,,,342348,
1733023825427.0,,,,342348,
1733024125545.0,,,,342348,
1733024425600.0,,,,342348,
1733024727562.0,,,,342348,
1733025028339.0,,,,342348,
1733025328419.0,,,,342348,
1733025628505.0,,,,342348,
1733025929282.0,,,,342348,
1733026230316.0,,,,342348,
1733026530480.0,,,,342348,
1733026831489.0,,,,342348,
1733027132496.0,,,,342348,
1733027434297.0,,,,342348,
1733027734552.0,,,,342348,
1733028035707.0,,,,342348,
1733028336373.0,,,,342348,
1733028637440.0,,,,342348,
1733028937451.0,,,,342348,
1733029238649.0,,,,342348,
1733029539441.0,,,,342348,
1733029840417.0,,,,342348,
1733030140521.0,,,,342348,
1733030441491.0,,,,342348,
1733030741509.0,,,,342348,
1733031041552.0,,,,342348,
1733031342413.0,,,,342348,
1733031643429.0,,,,342348,
1733031944383.0,,,,342348,
1733032244442.0,,,,342348,
1733032545437.0,,,,342348,
1733032846380.0,,,,342348,
1733033147340.0,,,,342348,
1733033447356.0,,,,342348,
1733033748363.0,,,,342348,
1733034048368.0,,,,342348,
1733034348467.0,,,,342348,
1733034649486.0,,,,342348,
1733034951345.0,,,,342348,
1733035251367.0,,,,342348,
1733035552392.0,,,,342348,
1733035854340.0,,,,342348,
1733036154383.0,,,,342348,
1733036454393.0,,,,342348,
1733036754422.0,,,,342348,
1733037055372.0,,,,342348,
1733011200621.0,,,,342349,
1733011501480.0,,,,342349,
1733011801583.0,,,,342349,
1733012102800.0,,,,342349,
1733012403594.0,,,,342349,
1733012704364.0,,,,342349,
1733013004583.0,,,,342349,
1733013305637.0,,,,342349,
1733013606377.0,,,,342349,
1733013906428.0,,,,342349,
1733014207679.0,,,,342349,
1733014508405.0,,,,342349,
1733014808472.0,,,,342349,
1733015109382.0,,,,342349,
1733015409543.0,,,,342349,
1733015710494.0,,,,342349,
1733016011306.0,,,,342349,
1733016311608.0,,,,342349,
1733016611661.0,,,,342349,
1733016912500.0,,,,342349,
1733017212550.0,,,,342349,
1733017513440.0,,,,342349,
1733017813763.0,,,,342349,
1733018114764.0,,,,342349,
1733018415609.0,,,,342349,
1733018716488.0,,,,342349,
1733019017404.0,,,,342349,
1733019317641.0,,,,342349,
1733019617731.0,,,,342349,
1733019918424.0,,,,342349,
1733020218795.0,,,,342349,
1733020519483.0,,,,342349,
1733020819742.0,,,,342349,
1733021120767.0,,,,342349,
1733021421355.0,,,,342349,
1733021721389.0,,,,342349,
1733022021600.0,,,,342349,
1733022322505.0,,,,342349,
1733022623397.0,,,,342349,
1733022923485.0,,,,342349,
1733023223619.0,,,,342349,
1733023524439.0,,,,342349,
1733023825427.0,,,,342349,
1733024125545.0,,,,342349,
1733024425600.0,,,,342349,
1733024726548.0,,,,342349,
1733025026712.0,,,,342349,
1733025327386.0,,,,342349,
1733025627394.0,,,,342349,
1733025928372.0,,,,342349,
1733026228694.0,,,,342349,
1733026529466.0,,,,342349,
1733026830475.0,,,,342349,
1733027131380.0,,,,342349,
1733027431459.0,,,,342349,
1733027731617.0,,,,342349,
1733028032417.0,,,,342349,
1733028332429.0,,,,342349,
1733028632580.0,,,,342349,
1733028933497.0,,,,342349,
1733029234403.0,,,,342349,
1733029534420.0,,,,342349,
1733029835455.0,,,,342349,
1733030135560.0,,,,342349,
1733030436423.0,,,,342349,
1733030736426.0,,,,342349,
1733031037491.0,,,,342349,
1733031338343.0,,,,342349,
1733031638546.0,,,,342349,
1733031939484.0,,,,342349,
1733032240365.0,,,,342349,
1733032540436.0,,,,342349,
1733032840463.0,,,,342349,
1733033141419.0,,,,342349,
1733033441420.0,,,,342349,
1733033742423.0,,,,342349,
1733034043346.0,,,,342349,
1733034343439.0,,,,342349,
1733034644359.0,,,,342349,
1733034945417.0,,,,342349,
1733035246418.0,,,,342349,
1733035547440.0,,,,342349,
1733035848368.0,,,,342349,
1733036148380.0,,,,342349,
1733036448508.0,,,,342349,
1733036749376.0,,,,342349,
1733037049439.0,,,,342349,
1733011207619.0,,,,34234A,
1733011508571.0,,,,34234A,
1733011817389.0,,,,34234A,
1733012117783.0,,,,34234A,
1733012418477.0,,,,34234A,
1733012718632.0,,,,34234A,
1733013024631.0,,,,34234A,
1733013325580.0,,,,34234A,
1733013629579.0,,,,34234A,
1733013966859.0,,,,34234A,
1733014283479.0,,,,34234A,
1733014585519.0,,,,34234A,
1733014898687.0,,,,34234A,
1733015199552.0,,,,34234A,
1733015521490.0,,,,34234A,
1733015821530.0,,,,34234A,
1733016124445.0,,,,34234A,
1733016424768.0,,,,34234A,
1733016733643.0,,,,34234A,
1733017036745.0,,,,34234A,
1733017337395.0,,,,34234A,
1733017665493.0,,,,34234A,
1733018000495.0,,,,34234A,
1733018307640.0,,,,34234A,
1733018608545.0,,,,34234A,
1733018921569.0,,,,34234A,
1733019280767.0,,,,34234A,
1733019585403.0,,,,34234A,
1733019925500.0,,,,34234A,
1733020255342.0,,,,34234A,
1733020567857.0,,,,34234A,
1733020868743.0,,,,34234A,
1733021169552.0,,,,34234A,
1733021473363.0,,,,34234A,
1733021778515.0,,,,34234A,
1733022079497.0,,,,34234A,
1733022384576.0,,,,34234A,
1733022685421.0,,,,34234A,
1733022985560.0,,,,34234A,
1733023286674.0,,,,34234A,
1733023592839.0,,,,34234A,
1733023906855.0,,,,34234A,
1733024209482.0,,,,34234A,
1733024512343.0,,,,34234A,
1733024815394.0,,,,34234A,
1733025116432.0,,,,34234A,
1733025418450.0,,,,34234A,
1733025720472.0,,,,34234A,
1733026021399.0,,,,34234A,
1733026321491.0,,,,34234A,
1733026622510.0,,,,34234A,
1733026923633.0,,,,34234A,
1733027225566.0,,,,34234A,
1733027527451.0,,,,34234A,
1733027827569.0,,,,34234A,
1733028127615.0,,,,34234A,
1733028427620.0,,,,34234A,
1733028733534.0,,,,34234A,
1733029034859.0,,,,34234A,
1733029335424.0,,,,34234A,
1733029635862.0,,,,34234A,
1733029937735.0,,,,34234A,
1733030239450.0,,,,34234A,
1733030539653.0,,,,34234A,
1733030841516.0,,,,34234A,
1733031142487.0,,,,34234A,
1733031443470.0,,,,34234A,
1733031743487.0,,,,34234A,
1733032044516.0,,,,34234A,
1733032345524.0,,,,34234A,
1733032646460.0,,,,34234A,
1733032949477.0,,,,34234A,
1733033250476.0,,,,34234A,
1733033550544.0,,,,34234A,
1733033855440.0,,,,34234A,
1733034156473.0,,,,34234A,
1733034456517.0,,,,34234A,
1733034756542.0,,,,34234A,
1733035057427.0,,,,34234A,
1733035357431.0,,,,34234A,
1733035658543.0,,,,34234A,
1733035960435.0,,,,34234A,
1733036262479.0,,,,34234A,
1733036562510.0,,,,34234A,
1733036865463.0,,,,34234A,
1733037165480.0,,,,34234A,
1733011200621.0,,,,34234B,
1733011501480.0,,,,34234B,
1733011801584.0,,,,34234B,
1733012102800.0,,,,34234B,
1733012403594.0,,,,34234B,
1733012704764.0,,,,34234B,
1733013005597.0,,,,34234B,
1733013305640.0,,,,34234B,
1733013605664.0,,,,34234B,
1733013907846.0,,,,34234B,
1733014208588.0,,,,34234B,
1733014509514.0,,,,34234B,
1733014809680.0,,,,34234B,
1733015109880.0,,,,34234B,
1733015410460.0,,,,34234B,
1733015710494.0,,,,34234B,
1733016010790.0,,,,34234B,
1733016311608.0,,,,34234B,
1733016611661.0,,,,34234B,
1733016912500.0,,,,34234B,
1733017212550.0,,,,34234B,
1733017513440.0,,,,34234B,
1733017813763.0,,,,34234B,
1733018114764.0,,,,34234B,
1733018415610.0,,,,34234B,
1733018716488.0,,,,34234B,
1733019017404.0,,,,34234B,
1733019317641.0,,,,34234B,
1733019617731.0,,,,34234B,
1733019918424.0,,,,34234B,
1733020218795.0,,,,34234B,
1733020519483.0,,,,34234B,
1733020819742.0,,,,34234B,
1733021120767.0,,,,34234B,
1733021420846.0,,,,34234B,
1733021721390.0,,,,34234B,
1733022021600.0,,,,34234B,
1733022322509.0,,,,34234B,
1733022623799.0,,,,34234B,
1733022924702.0,,,,34234B,
1733023226853.0,,,,34234B,
1733023527480.0,,,,34234B,
1733023827854.0,,,,34234B,
1733024127868.0,,,,34234B,
1733024428632.0,,,,34234B,
1733024728776.0,,,,34234B,
1733025028839.0,,,,34234B,
1733025329653.0,,,,34234B,
1733025630434.0,,,,34234B,
1733025930499.0,,,,34234B,
1733026230515.0,,,,34234B,
1733026531496.0,,,,34234B,
1733026831588.0,,,,34234B,
1733027131681.0,,,,34234B,
1733027432475.0,,,,34234B,
1733027732725.0,,,,34234B,
1733028032831.0,,,,34234B,
1733028333541.0,,,,34234B,
1733028633897.0,,,,34234B,
1733028934715.0,,,,34234B,
1733029235418.0,,,,34234B,
1733029535449.0,,,,34234B,
1733029835659.0,,,,34234B,
1733030136571.0,,,,34234B,
1733030437644.0,,,,34234B,
1733030738359.0,,,,34234B,
1733031039424.0,,,,34234B,
1733031339465.0,,,,34234B,
1733031640586.0,,,,34234B,
1733031941530.0,,,,34234B,
1733032241583.0,,,,34234B,
1733032542577.0,,,,34234B,
1733032844449.0,,,,34234B,
1733033144481.0,,,,34234B,
1733033444492.0,,,,34234B,
1733033744576.0,,,,34234B,
1733034045494.0,,,,34234B,
1733034345588.0,,,,34234B,
1733034646512.0,,,,34234B,
1733034947538.0,,,,34234B,
1733035248579.0,,,,34234B,
1733035549503.0,,,,34234B,
1733035850528.0,,,,34234B,
1733036151494.0,,,,34234B,
1733036451496.0,,,,34234B,
1733036751527.0,,,,34234B,
1733037051548.0,,,,34234B,
1733015158944.0,,,,34234D,
1733015460564.0,,,,34234D,
1733016011816.0,,,,34234D,
1733016844728.0,,,,34234D,
1733017211543.0,,,,34234D,
1733017616687.0,,,,34234D,
1733017970512.0,,,,34234D,
1733018334573.0,,,,34234D,
1733018648457.0,,,,34234D,
1733018962702.0,,,,34234D,
1733019270670.0,,,,34234D,
1733019590453.0,,,,34234D,
1733020207872.0,,,,34234D,
1733020521508.0,,,,34234D,
1733020828848.0,,,,34234D,
1733021386555.0,,,,34234D,
1733021770616.0,,,,34234D,
1733022088619.0,,,,34234D,
1733022394724.0,,,,34234D,
1733022733687.0,,,,34234D,
1733023038731.0,,,,34234D,
1733023339835.0,,,,34234D,
1733023646775.0,,,,34234D,
1733023946850.0,,,,34234D,
1733024251557.0,,,,34234D,
1733024551909.0,,,,34234D,
1733024856855.0,,,,34234D,
1733025158545.0,,,,34234D,
1733025458578.0,,,,34234D,
1733025760729.0,,,,34234D,
1733026064695.0,,,,34234D,
1733026365613.0,,,,34234D,
1733026665616.0,,,,34234D,
1733026965643.0,,,,34234D,
1733027267541.0,,,,34234D,
1733027568507.0,,,,34234D,
1733027869717.0,,,,34234D,
1733028171566.0,,,,34234D,
1733028473527.0,,,,34234D,
1733028774839.0,,,,34234D,
1733029075955.0,,,,34234D,
1733029377915.0,,,,34234D,
1733029677956.0,,,,34234D,
1733029984827.0,,,,34234D,
1733030290595.0,,,,34234D,
1733030593521.0,,,,34234D,
1733030899756.0,,,,34234D,
1733031202590.0,,,,34234D,
1733031502605.0,,,,34234D,
1733031806530.0,,,,34234D,
1733032106609.0,,,,34234D,
1733032410610.0,,,,34234D,
1733032711559.0,,,,34234D,
1733033012665.0,,,,34234D,
1733033314608.0,,,,34234D,
1733033614615.0,,,,34234D,
1733033914633.0,,,,34234D,
1733034215607.0,,,,34234D,
1733034516582.0,,,,34234D,
1733034817618.0,,,,34234D,
1733035119560.0,,,,34234D,
1733035419610.0,,,,34234D,
1733035720630.0,,,,34234D,
1733036021553.0,,,,34234D,
1733036322635.0,,,,34234D,
1733036624545.0,,,,34234D,
1733036928613.0,,,,34234D,
1733037233633.0,,,,34234D,
1733011201540.0,,,,34234E,
1733011502690.0,,,,34234E,
1733011802796.0,,,,34234E,
1733012102807.0,,,,34234E,
1733012402984.0,,,,34234E,
1733012704764.0,,,,34234E,
1733013005599.0,,,,34234E,
1733013305641.0,,,,34234E,
1733013605666.0,,,,34234E,
1733013906937.0,,,,34234E,
1733014207679.0,,,,34234E,
1733014507995.0,,,,34234E,
1733014808473.0,,,,34234E,
1733015108872.0,,,,34234E,
1733015409547.0,,,,34234E,
1733015710496.0,,,,34234E,
1733016010790.0,,,,34234E,
1733016311610.0,,,,34234E,
1733016611667.0,,,,34234E,
1733016912500.0,,,,34234E,
1733017212550.0,,,,34234E,
1733017513440.0,,,,34234E,
1733017814774.0,,,,34234E,
1733018115774.0,,,,34234E,
1733018416623.0,,,,34234E,
1733018717497.0,,,,34234E,
1733019018413.0,,,,34234E,
1733019321682.0,,,,34234E,
1733019623790.0,,,,34234E,
1733019924489.0,,,,34234E,
1733020224896.0,,,,34234E,
1733020526468.0,,,,34234E,
1733020827024.0,,,,34234E,
1733021127834.0,,,,34234E,
1733021429848.0,,,,34234E,
1733021729891.0,,,,34234E,
1733022032744.0,,,,34234E,
1733022332809.0,,,,34234E,
1733022635003.0,,,,34234E,
1733022935649.0,,,,34234E,
1733023235769.0,,,,34234E,
1733023537899.0,,,,34234E,
1733023839692.0,,,,34234E,
1733024139907.0,,,,34234E,
1733024447751.0,,,,34234E,
1733024750945.0,,,,34234E,
1733025051614.0,,,,34234E,
1733025353671.0,,,,34234E,
1733025661581.0,,,,34234E,
1733025961717.0,,,,34234E,
1733026262963.0,,,,34234E,
1733026563559.0,,,,34234E,
1733026868727.0,,,,34234E,
1733027172651.0,,,,34234E,
1733027476577.0,,,,34234E,
1733027776592.0,,,,34234E,
1733028086780.0,,,,34234E,
1733028411625.0,,,,34234E,
1733028908687.0,,,,34234E,
1733029244724.0,,,,34234E,
1733029548878.0,,,,34234E,
1733029855716.0,,,,34234E,
1733030159774.0,,,,34234E,
1733030460661.0,,,,34234E,
1733030761714.0,,,,34234E,
1733031062705.0,,,,34234E,
1733031365622.0,,,,34234E,
1733031666637.0,,,,34234E,
1733031967597.0,,,,34234E,
1733032267790.0,,,,34234E,
1733032569612.0,,,,34234E,
1733032869669.0,,,,34234E,
1733033171632.0,,,,34234E,
1733033490522.0,,,,34234E,
1733033792611.0,,,,34234E,
1733034094553.0,,,,34234E,
1733034394681.0,,,,34234E,
1733034698637.0,,,,34234E,
1733035002629.0,,,,34234E,
1733035302652.0,,,,34234E,
1733035602656.0,,,,34234E,
1733035903578.0,,,,34234E,
1733036203745.0,,,,34234E,
1733036504629.0,,,,34234E,
1733036807679.0,,,,34234E,
1733037109675.0,,,,34234E,
1733011200625.0,,,,34234F,
1733011501481.0,,,,34234F,
1733011802796.0,,,,34234F,
1733012102807.0,,,,34234F,
1733012402984.0,,,,34234F,
1733012704764.0,,,,34234F,
1733013005599.0,,,,34234F,
1733013305641.0,,,,34234F,
1733013605666.0,,,,34234F,
1733013906028.0,,,,34234F,
1733014206764.0,,,,34234F,
1733014507995.0,,,,34234F,
1733014808975.0,,,,34234F,
1733015109880.0,,,,34234F,
1733015410860.0,,,,34234F,
1733015712010.0,,,,34234F,
1733016012824.0,,,,34234F,
1733016313630.0,,,,34234F,
1733016613685.0,,,,34234F,
1733016914516.0,,,,34234F,
1733017214572.0,,,,34234F,
1733017515456.0,,,,34234F,
1733017815786.0,,,,34234F,
1733018116784.0,,,,34234F,
1733018417633.0,,,,34234F,
1733018718512.0,,,,34234F,
1733019018914.0,,,,34234F,
1733019319666.0,,,,34234F,
1733019619749.0,,,,34234F,
1733019919932.0,,,,34234F,
1733020220620.0,,,,34234F,
1733020520999.0,,,,34234F,
1733020821967.0,,,,34234F,
1733021122718.0,,,,34234F,
1733021422866.0,,,,34234F,
1733021723917.0,,,,34234F,
1733022024746.0,,,,34234F,
1733022325699.0,,,,34234F,
1733022625748.0,,,,34234F,
1733022926533.0,,,,34234F,
1733023226858.0,,,,34234F,
1733023526971.0,,,,34234F,
1733023827854.0,,,,34234F,
1733024127868.0,,,,34234F,
1733024428632.0,,,,34234F,
1733024728776.0,,,,34234F,
1733025028839.0,,,,34234F,
1733025329657.0,,,,34234F,
1733025630737.0,,,,34234F,
1733025931615.0,,,,34234F,
1733026231735.0,,,,34234F,
1733026532608.0,,,,34234F,
1733026832808.0,,,,34234F,
1733027134825.0,,,,34234F,
1733027435615.0,,,,34234F,
1733027735668.0,,,,34234F,
1733028035708.0,,,,34234F,
1733028335763.0,,,,34234F,
1733028635919.0,,,,34234F,
1733028936736.0,,,,34234F,
1733029237842.0,,,,34234F,
1733029537900.0,,,,34234F,
1733029837985.0,,,,34234F,
1733030139007.0,,,,34234F,
1733030439666.0,,,,34234F,
1733030739681.0,,,,34234F,
1733031040745.0,,,,34234F,
1733031340785.0,,,,34234F,
1733031641698.0,,,,34234F,
1733031941731.0,,,,34234F,
1733032242705.0,,,,34234F,
1733032543608.0,,,,34234F,
1733032843724.0,,,,34234F,
1733033144686.0,,,,34234F,
1733033445615.0,,,,34234F,
1733033745701.0,,,,34234F,
1733034046725.0,,,,34234F,
1733034347682.0,,,,34234F,
1733034648673.0,,,,34234F,
1733034949698.0,,,,34234F,
1733035250644.0,,,,34234F,
1733035551670.0,,,,34234F,
1733035851758.0,,,,34234F,
1733036153639.0,,,,34234F,
1733036453666.0,,,,34234F,
1733036754627.0,,,,34234F,
1733037054654.0,,,,34234F,
1733011200625.0,,,,342350,
1733011501481.0,,,,342350,
1733011801585.0,,,,342350,
1733012101994.0,,,,342350,
1733012402984.0,,,,342350,
1733012703952.0,,,,342350,
1733013004591.0,,,,342350,
1733013304827.0,,,,342350,
1733013605666.0,,,,342350,
1733013906028.0,,,,342350,
1733014206765.0,,,,342350,
1733014507995.0,,,,342350,
1733014808975.0,,,,342350,
1733015109880.0,,,,342350,
1733015410860.0,,,,342350,
1733015711000.0,,,,342350,
1733016011816.0,,,,342350,
1733016312619.0,,,,342350,
1733016612673.0,,,,342350,
1733016913504.0,,,,342350,
1733017213561.0,,,,342350,
1733017513937.0,,,,342350,
1733017814774.0,,,,342350,
1733018115774.0,,,,342350,
1733018416623.0,,,,342350,
1733018717497.0,,,,342350,
1733019017906.0,,,,342350,
1733019318654.0,,,,342350,
1733019618741.0,,,,342350,
1733019918927.0,,,,342350,
1733020219604.0,,,,342350,
1733020519788.0,,,,342350,
1733020820656.0,,,,342350,
1733021120771.0,,,,342350,
1733021420846.0,,,,342350,
1733021721891.0,,,,342350,
1733022022824.0,,,,342350,
1733022322917.0,,,,342350,
1733022622992.0,,,,342350,
1733022923991.0,,,,342350,
1733023224629.0,,,,342350,
1733023524943.0,,,,342350,
1733023825933.0,,,,342350,
1733024126554.0,,,,342350,
1733024426614.0,,,,342350,
1733024727053.0,,,,342350,
1733025027928.0,,,,342350,
1733025328623.0,,,,342350,
1733025629626.0,,,,342350,
1733025929688.0,,,,342350,
1733026230010.0,,,,342350,
1733026530780.0,,,,342350,
1733026831589.0,,,,342350,
1733027131681.0,,,,342350,
1733027432578.0,,,,342350,
1733027732732.0,,,,342350,
1733028032831.0,,,,342350,
1733028334654.0,,,,342350,
1733028635919.0,,,,342350,
1733028936736.0,,,,342350,
1733029236930.0,,,,342350,
1733029537900.0,,,,342350,
1733029837986.0,,,,342350,
1733030139007.0,,,,342350,
1733030439666.0,,,,342350,
1733030739682.0,,,,342350,
1733031040745.0,,,,342350,
1733031340785.0,,,,342350,
1733031641698.0,,,,342350,
1733031941830.0,,,,342350,
1733032242709.0,,,,342350,
1733032543608.0,,,,342350,
1733032843724.0,,,,342350,
1733033144690.0,,,,342350,
1733033445815.0,,,,342350,
1733033746720.0,,,,342350,
1733034046826.0,,,,342350,
1733034347752.0,,,,342350,
1733034648769.0,,,,342350,
1733034948773.0,,,,342350,
1733035249715.0,,,,342350,
1733035549719.0,,,,342350,
1733035850731.0,,,,342350,
1733036150732.0,,,,342350,
1733036450775.0,,,,342350,
1733036751733.0,,,,342350,
1733037052791.0,,,,342350,
1733011200625.0,,,,342351,
1733011500971.0,,,,342351,
1733011804625.0,,,,342351,
1733012107964.0,,,,342351,
1733012409971.0,,,,342351,
1733012710738.0,,,,342351,
1733013015118.0,,,,342351,
1733013330033.0,,,,342351,
1733013647004.0,,,,342351,
1733013957896.0,,,,342351,
1733014259696.0,,,,342351,
1733014563659.0,,,,342351,
1733014864897.0,,,,342351,
1733015168674.0,,,,342351,
1733015470072.0,,,,342351,
1733015772982.0,,,,342351,
1733016931591.0,,,,342351,
1733017623849.0,,,,342351,
1733017971539.0,,,,342351,
1733018280866.0,,,,342351,
1733018592889.0,,,,342351,
1733018922582.0,,,,342351,
1733019223672.0,,,,342351,
1733019528541.0,,,,342351,
1733019856929.0,,,,342351,
1733020191696.0,,,,342351,
1733020492872.0,,,,342351,
1733020794860.0,,,,342351,
1733021271648.0,,,,342351,
1733021587755.0,,,,342351,
1733021966663.0,,,,342351,
1733022278647.0,,,,342351,
1733022578900.0,,,,342351,
1733023360778.0,,,,342351,
1733023662938.0,,,,342351,
1733023981038.0,,,,342351,
1733024282909.0,,,,342351,
1733024584898.0,,,,342351,
1733024888884.0,,,,342351,
1733025193792.0,,,,342351,
1733026465657.0,,,,342351,
1733026779057.0,,,,342351,
1733027080882.0,,,,342351,
1733027381779.0,,,,342351,
1733027682969.0,,,,342351,
1733027985046.0,,,,342351,
1733028286031.0,,,,342351,
1733028586986.0,,,,342351,
1733028887732.0,,,,342351,
1733029254044.0,,,,342351,
1733029789083.0,,,,342351,
1733030283603.0,,,,342351,
1733030583692.0,,,,342351,
1733030920786.0,,,,342351,
1733031225750.0,,,,342351,
1733031613704.0,,,,342351,
1733031914720.0,,,,342351,
1733032215792.0,,,,342351,
1733032551772.0,,,,342351,
1733032851785.0,,,,342351,
1733033152747.0,,,,342351,
1733033453779.0,,,,342351,
1733033753786.0,,,,342351,
1733034054793.0,,,,342351,
1733034354836.0,,,,342351,
1733034655767.0,,,,342351,
1733034955773.0,,,,342351,
1733035283742.0,,,,342351,
1733035987767.0,,,,342351,
1733036292715.0,,,,342351,
1733036625773.0,,,,342351,
1733011200114.0,,,,342352,1.0
1733011500973.0,,,,342352,1.0
1733011801072.0,,,,342352,1.0
1733012101081.0,,,,342352,1.0
1733012402073.0,,,,342352,1.0
1733012702138.0,,,,342352,1.0
1733013002463.0,,,,342352,1.0
1733013303215.0,,,,342352,1.0
1733013603851.0,,,,342352,1.0
1733013904209.0,,,,342352,1.0
1733014204337.0,,,,342352,1.0
1733014504455.0,,,,342352,1.0
1733014805126.0,,,,342352,1.0
1733015106538.0,,,,342352,1.0
1733015407215.0,,,,342352,1.0
1733015707465.0,,,,342352,1.0
1733016008244.0,,,,342352,1.0
1733016308574.0,,,,342352,1.0
1733016609134.0,,,,342352,1.0
1733016909970.0,,,,342352,1.0
1733017210532.0,,,,342352,1.0
1733017511415.0,,,,342352,1.0
1733017812248.0,,,,342352,1.0
1733018113254.0,,,,342352,1.0
1733018414598.0,,,,342352,1.0
1733018714970.0,,,,342352,1.0
1733019015381.0,,,,342352,1.0
1733019315621.0,,,,342352,1.0
1733019616217.0,,,,342352,1.0
1733019916901.0,,,,342352,1.0
1733020217280.0,,,,342352,1.0
1733020517964.0,,,,342352,1.0
1733020818833.0,,,,342352,1.0
1733021119445.0,,,,342352,1.0
1733021419834.0,,,,342352,1.0
1733021720377.0,,,,342352,1.0
1733022021299.0,,,,342352,1.0
1733022323437.0,,,,342352,1.0
1733022624208.0,,,,342352,1.0
1733022925215.0,,,,342352,1.0
1733023226346.0,,,,342352,1.0
1733023528996.0,,,,342352,1.0
1733023829373.0,,,,342352,1.0
1733024129887.0,,,,342352,1.0
1733024430152.0,,,,342352,1.0
1733024730599.0,,,,342352,1.0
