ts_kafka,velocity,lat,lon,icao,ground,direccion
1733037141936,402.0,41.84678649902344,-4.91669394753196,34560d,0.0,
1733037443532,403.0,41.533905029296875,-5.558645075017756,34560d,0.0,
1733037599668,402.0,41.37469792770127,-5.879995172674006,34560d,0.0,2.6815498899073984
1733033479740,431.0,41.71159647278866,-1.025241585664971,345691,0.0,
1733033779472,439.0,41.255012124271715,-1.5455766157670454,345691,0.0,
1733034080308,438.0,40.84272766113281,-2.14453125,345691,0.0,
1733034376097,380.0,40.50077819824219,-2.7381591796875,345691,0.0,
1733034697407,267.0,40.36175537109375,-3.2896728515625,345691,0.0,
1733034997073,103.0,40.48266394663665,-3.5454004461115054,345691,0.0,
1733035300235,,,,345691,,
1733035501429,,,,345691,,
1733035816472,,,,345698,,
1733036119486,,,,345698,,
1733036419868,0.0,40.49243991657839,-3.5771109841086646,345698,0.0,
1733036721893,163.0,40.519866943359375,-3.57489013671875,345698,0.0,
1733037022031,281.0,40.562347412109375,-3.76806640625,345698,0.0,
1733037321359,368.0,40.08669061175847,-3.758572665127841,345698,0.0,
1733037599469,402.0,39.58671957759534,-3.74932861328125,345698,0.0,1.5523096281340867
1733035105091,,,,34604b,,
1733035406275,,,,34604b,,
1733035707677,193.0,40.582518496755824,-3.6111311479048296,34604b,0.0,
1733036007855,344.0,40.39306640625,-3.683837890625,34604b,0.0,
1733036308212,353.0,39.92906473450741,-3.5166861794211646,34604b,0.0,
1733036596090,362.0,39.46098198324947,-3.363525390625,34604b,0.0,
1733036906946,368.0,38.96152302370233,-3.4156494140625,34604b,0.0,1.6747788067371512
1733033460320,,,,346082,,
1733033763006,,,,346082,,
1733034062415,,,,346082,,
1733034363771,187.0,40.5721435546875,-3.546142578125,346082,0.0,
1733034664180,329.0,40.856897386453916,-3.2282950661399146,346082,0.0,
1733034963811,416.0,40.97712707519531,-2.53765869140625,346082,0.0,
1733035263839,469.0,41.091796875,-1.73748779296875,346082,0.0,
1733035563975,461.0,41.20217533434852,-0.9211037375710227,346082,0.0,
1733035849497,459.0,41.29083251953125,-0.2344970703125,346082,0.0,
1733035868060,459.0,,,346082,,
1733036471544,425.0,40.90037717657574,-0.6851473721590909,346147,0.0,
1733036780851,411.0,40.6966552734375,-1.41851806640625,346147,0.0,
1733037057544,357.0,40.53172302246094,-2.02313232421875,346147,0.0,
1733037545401,284.0,40.33891296386719,-2.95782470703125,346147,0.0,
1733037599817,276.0,40.340865830243644,-3.0534501509232954,346147,0.0,3.116572618396838
1733033482916,403.0,42.06083679199219,-3.6909692937677554,346155,0.0,
1733033773335,406.0,41.66981506347656,-3.1898429177024146,346155,0.0,
1733034083997,400.0,41.244258557335804,-2.654571533203125,346155,0.0,
1733034384620,396.0,40.84254455566406,-2.15826416015625,346155,0.0,
1733034523059,408.0,40.65252685546875,-1.92645263671875,346155,0.0,0.686683568396608
1733037599671,436.0,38.65910339355469,-2.408513608186141,346185,0.0,
1733031506784,414.0,42.23945617675781,-0.898194746537642,3461cf,0.0,
1733031807549,419.0,41.76251220703125,-1.3299075039950283,3461cf,0.0,
1733032107657,417.0,41.277310646186436,-1.7609336159446023,3461cf,0.0,
1733032407758,415.0,40.7962646484375,-2.18060302734375,3461cf,0.0,
1733032708200,413.0,40.35087456137447,-2.646456631747159,3461cf,0.0,
1733033008380,411.0,39.95709228515625,-3.19049072265625,3461cf,0.0,
1733033308274,410.0,39.562591552734375,-3.7266341499660327,3461cf,0.0,
1733033608580,410.0,39.167190810381356,-4.2547607421875,3461cf,0.0,
1733033908998,405.0,38.76832580566406,-4.77230569590693,3461cf,0.0,
1733034138729,405.0,38.46071404925847,-5.14215087890625,3461cf,0.0,2.4477756858065116
1733034565674,,,,346204,,
1733034866139,,,,346204,,
1733035166444,192.0,40.59434276516154,-3.536349209872159,346204,0.0,
1733035466676,377.0,40.87277169954979,-3.151827725497159,346204,0.0,
1733035766411,497.0,41.00843811035156,-2.32073974609375,346204,0.0,
1733036066723,480.0,41.10637082891949,-1.4349642666903408,346204,0.0,
1733036367242,478.0,41.19598388671875,-0.56256103515625,346204,0.0,
1733036420595,478.0,41.20929782673464,-0.42621959339488635,346204,0.0,0.09808746579560883
1733036443002,,,,346253,,
1733036762067,,,,346253,,
1733036951127,,,,346253,,
1733037290130,,,,346253,,
1733037587708,,,,346253,,
1733034167222,,,,346303,,
1733034468540,,,,346303,,
1733034768882,167.0,40.56436312400688,-3.5882221568714487,346303,0.0,
1733035069162,391.0,40.87472689353813,-3.883916681463068,346303,0.0,
1733035369264,449.0,41.0804443359375,-4.6380615234375,346303,0.0,
1733035669598,430.0,41.27074678065413,-5.399655428799716,346303,0.0,
1733035969505,432.0,41.45285913499735,-6.152471498001454,346303,0.0,
1733036119998,419.0,41.480418059785485,-6.5224935842114835,346303,0.0,3.0668898056888736
1733027184717,491.0,39.28482831534693,-4.6268310546875,34635a,0.0,
1733027485091,422.0,39.73135738049523,-4.04437255859375,34635a,0.0,
1733027784495,290.0,40.07765947762182,-3.6305444890802554,34635a,0.0,
1733028085446,203.0,40.36595748642743,-3.426798040216619,34635a,0.0,
1733028385702,107.0,40.483795166015625,-3.54656982421875,34635a,0.0,
1733028687073,,,,34635a,,
1733028986969,,,,34635a,,
1733028992030,,,,34635a,,
1733036346867,,,,34635a,,
1733036797255,,,,34635a,,
1733037096742,,,,34635a,,
1733037398066,194.0,40.601651466498936,-3.529794866388494,34635a,0.0,
1733037599464,316.0,40.79186391022245,-3.309568925337358,34635a,0.0,0.7124424093560869
1733025316188,505.0,38.678857835672666,-5.22900390625,346419,0.0,
1733025621511,473.0,39.23020935058594,-4.607749607252038,346419,0.0,
1733025921781,343.0,39.63974257646981,-4.13818359375,346419,0.0,
1733026221907,284.0,40.024566650390625,-3.9488525390625,346419,0.0,
1733026521852,230.0,40.23565777277542,-3.5538274591619317,346419,0.0,
1733026822161,154.0,40.42021179199219,-3.482177734375,346419,0.0,
1733027122052,101.0,40.48606225999735,-3.54889609596946,346419,0.0,
1733027233276,,,,346419,,
1733033694079,,,,34644e,,
1733034001126,,,,34644e,,
1733034309189,,,,34644e,,
1733034609421,145.0,40.51413325940148,-3.5592582009055396,34644e,0.0,
1733034909269,319.0,40.737816762116,-3.3128773082386362,34644e,0.0,
1733035209185,420.0,40.389419814287606,-2.7736733176491475,34644e,0.0,
1733035510010,467.0,40.02223205566406,-2.1407470703125,34644e,0.0,
1733035689240,469.0,39.815803139896715,-1.7047119140625,34644e,0.0,0.4422043486186589
1733033595910,,,,346458,,
1733033912795,162.0,40.56866455078125,-3.5924072265625,346458,0.0,
1733034213052,379.0,40.93254089355469,-3.566650390625,346458,0.0,
1733034513705,444.0,41.498291015625,-3.4530154141512783,346458,0.0,
1733034814226,447.0,42.13065971762447,-3.3802121184593026,346458,0.0,
1733035113392,463.0,42.73924255371094,-3.3089447021484375,346458,0.0,
1733035154697,467.0,42.845123291015625,-3.2963455555050873,346458,0.0,1.452370636790593
1733033238936,414.0,42.56457312632415,-2.5902823514716573,34660e,0.0,
1733033509747,408.0,42.34149480270127,-3.208518804505814,34660e,0.0,
1733033830775,410.0,42.07982467392743,-3.9612739030704947,34660e,0.0,
1733034169874,402.0,41.6405577578787,-4.559901037881541,34660e,0.0,
1733034469878,404.0,41.21708679199219,-5.04486083984375,34660e,0.0,
1733034770117,406.0,40.78807067871094,-5.52752685546875,34660e,0.0,
1733035069988,404.0,40.367340087890625,-5.99273681640625,34660e,0.0,
1733035371115,405.0,39.95490122649629,-6.5155792236328125,34660e,0.0,
1733035671351,400.0,39.563536563162074,-7.03643798828125,34660e,0.0,
1733035916837,401.0,39.32752990722656,-7.3463307256283965,34660e,0.0,2.4906907089961035
1733035692251,390.0,41.4592833438162,-6.890471702398257,34714e,0.0,
1733035992609,391.0,41.0093994140625,-7.29754638671875,34714e,0.0,
1733036292816,395.0,40.55914927337129,0.4836481267755682,34714e,0.0,
1733036442714,398.0,40.330078125,0.10052490234375,34714e,0.0,2.6026778275213753
1733036247199,,,,3472c9,,
1733036521024,,,,3472c9,,
1733036862159,,,,3472c9,,
1733037163935,,,,3472c9,,
1733037471278,,,,3472c9,,
1733037597512,,,,3472c9,,
1733037476141,416.0,42.353831145722985,-1.9505842341933142,347344,0.0,
1733037575048,411.0,42.23880056607521,-2.027807901071948,347344,0.0,2.1619731221404943
1733024970546,496.0,40.7808837890625,-6.506103515625,347387,0.0,
1733025270803,491.0,40.57050801939883,-5.662203702059659,347387,0.0,
1733025570856,449.0,40.36070251464844,-4.8311767578125,347387,0.0,
1733025871138,334.0,40.19301592293432,-4.186540083451704,347387,0.0,
1733026171308,281.0,39.987213134765625,-3.79559326171875,347387,0.0,
1733026471540,231.0,40.260772705078125,-3.482666015625,347387,0.0,
1733026770745,135.0,40.46879137976695,-3.5314178466796875,347387,0.0,
1733027071961,104.0,40.48145358845339,-3.5442144220525567,347387,0.0,
1733027213710,,,,347387,,
1733031725266,,,,34750a,,
1733032027965,,,,34750a,,
1733032328201,163.0,40.53168345305879,-3.5748637806285513,34750a,0.0,
1733032628395,313.0,40.73125289658368,-3.3433393998579546,34750a,0.0,
1733032928760,398.0,40.241523354740465,-3.5015175559303975,34750a,0.0,
1733033229130,417.0,39.74542236328125,-3.875785495923913,34750a,0.0,
1733033529265,419.0,39.25908492783368,-4.28851318359375,34750a,0.0,
1733033827674,421.0,38.72336177502648,-4.5352783203125,34750a,0.0,
1733033889296,422.0,38.60394287109375,-4.5683421259341035,34750a,0.0,1.8408801710279028
1733033525488,,,,34750b,,
1733033825571,,,,34750b,,
1733034126528,,,,34750b,,
1733034426719,,,,34750b,,
1733034726832,280.0,40.73455810546875,-3.37335205078125,34750b,0.0,
1733035026755,398.0,40.420257568359375,-2.995361328125,34750b,0.0,
1733035326377,431.0,40.09115962658898,-2.3675537109375,34750b,0.0,
1733035418072,430.0,39.98837228548729,-2.1719845858487217,34750b,0.0,0.48398816151160096
1733031953654,0.0,40.46722412109375,-3.566650390625,34750f,0.0,
1733032265445,,,,34750f,,
1733032564920,175.0,40.57507013870498,-3.566499189897017,34750f,0.0,
1733032865688,332.0,40.70462501655191,-3.8595719770951704,34750f,0.0,
1733033166323,411.0,40.675809181342686,-4.546342329545454,34750f,0.0,
1733033466344,410.0,40.63948059082031,-5.29962158203125,34750f,0.0,
1733033766688,412.0,40.5986721232786,-6.045664007013494,34750f,0.0,
1733034066480,417.0,40.680633544921875,-6.79010009765625,34750f,0.0,
1733034073551,416.0,40.683304091631356,-6.807278719815341,34750f,0.0,2.983714536085141
1733011486992,460.0,40.40976314221398,-7.1637725830078125,347519,0.0,
1733011727951,450.0,40.31556701660156,0.190185546875,347519,0.0,0.012913917468266787
1733013245712,482.0,39.44194211798199,-6.8861083984375,34758c,0.0,
1733013546026,473.0,39.62815106925318,-6.06536865234375,34758c,0.0,
1733013846617,463.0,39.79399108886719,-5.256062383237093,34758c,0.0,
1733014147073,489.0,39.970367431640625,-4.43194580078125,34758c,0.0,
1733014447406,333.0,40.1396484375,-3.66302490234375,34758c,0.0,
1733014747718,183.0,40.339599609375,-3.400634765625,34758c,0.0,
1733015047888,107.0,40.48224497649629,-3.5449634898792612,34758c,0.0,
1733015348529,,,,34758c,,
1733015513698,,,,34758c,,
1733017360632,,,,34758c,,
1733036367760,,,,34758c,,
1733035844951,,,,3475c9,,
1733036144995,,,,3475c9,,
1733036445918,,,,3475c9,,
1733036746681,262.0,40.653976181806144,-3.4711803089488638,3475c9,0.0,
1733037046336,400.0,40.89765930175781,-3.02374267578125,3475c9,0.0,
1733037347126,454.0,41.15622827562235,-2.336404973810369,3475c9,0.0,
1733037599198,485.0,41.54736328125,-1.8398354270241477,3475c9,0.0,0.6671999575785639
1733037474693,420.0,,,3475d8,0.0,
1733034848746,407.0,40.688507080078125,-1.44696044921875,3475da,0.0,
1733035089142,405.0,40.53350830078125,-1.990234375,3475da,0.0,
1733035483286,409.0,40.29082217458951,-2.9247977516867896,3475da,0.0,
1733035783968,404.0,40.131241103350106,-3.63372802734375,3475da,0.0,
1733036083844,409.0,40.1934814453125,-4.344482421875,3475da,0.0,
1733036384310,408.0,40.34092712402344,-5.0618896484375,3475da,0.0,
1733036684318,408.0,40.48320007324219,-5.7803955078125,3475da,0.0,
1733036984472,405.0,40.61752577959481,-6.498974886807528,3475da,0.0,
1733037208685,409.0,40.7064405538268,-7.02057578346946,3475da,0.0,2.97263961822343
1733036542398,424.0,42.094940185546875,-1.1956370960582385,347658,0.0,
1733036831411,415.0,42.252960205078125,-1.9221704656427556,347658,0.0,
1733037163628,415.0,42.41862487792969,-2.712187333540483,347658,0.0,
1733037497724,409.0,42.529565843485166,-3.593168036882268,347658,0.0,
1733037599163,406.0,42.555999755859375,-3.849272294477983,347658,0.0,3.0383658212053133
1733036494215,,,,34810b,,
1733037277406,,,,34810b,,
1733027113229,,,,348212,1.0,
1733029037697,7.0,40.46860517081568,-3.5655940662730825,348212,1.0,
1733029136518,,,,348212,,
1733033301017,,,,348212,,
1733033601731,228.0,40.61999304819915,-3.65601279518821,348212,0.0,
1733033902137,343.0,40.494208901615465,-4.150272716175426,348212,0.0,
1733034202063,397.0,40.246673583984375,-4.7501220703125,348212,0.0,
1733034502572,396.0,39.9737548828125,-5.39794921875,348212,0.0,
1733034802302,411.0,39.703216552734375,-6.026836892832881,348212,0.0,
1733035102723,413.0,39.43565756587659,-6.68536376953125,348212,0.0,
1733035402570,403.0,39.13970947265625,-7.296056332795517,348212,0.0,
1733035477027,403.0,39.02531433105469,-7.399650242017663,348212,0.0,2.3066268822173215
1733034546988,455.0,38.96347821769068,-5.54144287109375,392aee,0.0,
1733034873138,457.0,39.70659158997616,-5.56903076171875,392aee,0.0,
1733035173848,455.0,40.34014892578125,-5.5931396484375,392aee,0.0,
1733035473486,459.0,40.97383660785222,-5.617634166370738,392aee,0.0,
1733035773937,464.0,41.59512277376854,-5.411469215570494,392aee,0.0,
1733036074056,465.0,42.21112060546875,-5.154897516424006,392aee,0.0,
1733036374064,470.0,42.81753798662606,-4.829472133091517,392aee,0.0,
1733036376093,472.0,42.8214111328125,-4.827405352925146,392aee,0.0,1.0818298246854336
1733032623602,451.0,39.701238082627114,-3.4476318359375,392af5,0.0,
1733032924264,453.0,40.3253173828125,-3.339599609375,392af5,0.0,
1733033224237,455.0,40.94929504394531,-3.2254638671875,392af5,0.0,
1733033524256,456.0,41.57441711425781,-3.0840995094992896,392af5,0.0,
1733033824082,459.0,42.199493408203125,-2.9399663751775567,392af5,0.0,
1733034124995,463.0,42.78996276855469,-2.625607577237216,392af5,0.0,
1733034316778,457.0,43.147733009467686,-2.3512704031808034,392af5,0.0,0.9166484828323451
1733034510943,412.0,42.317413330078125,-2.0482635498046875,39348e,0.0,
1733034812689,409.0,41.828155517578125,-2.4315365878018467,39348e,0.0,
1733035113180,410.0,41.338623046875,-2.82305908203125,39348e,0.0,
1733035413297,412.0,40.8544921875,-3.22119140625,39348e,0.0,
1733035713717,410.0,40.36628335209216,-3.6156879771839487,39348e,0.0,
1733036013525,406.0,39.88380432128906,-3.9989637291949727,39348e,0.0,
1733036313885,393.0,39.41184997558594,-4.368020762567935,39348e,0.0,
1733036614033,389.0,38.94895391949152,-4.72674560546875,39348e,0.0,
1733036912654,399.0,38.521728515625,-5.087565546450407,39348e,0.0,
1733037050232,404.0,38.31275939941406,-5.314460916722075,39348e,0.0,2.3972641707911135
1733035836085,471.0,39.105043572894594,-4.78167724609375,3944f3,0.0,
1733036136807,467.0,39.69942254535222,-4.44775390625,3944f3,0.0,
1733036436803,467.0,40.296844482421875,-4.10577392578125,3944f3,0.0,
1733036737047,470.0,40.89189147949219,-3.7586669921875,3944f3,0.0,
1733037036512,471.0,41.48030090332031,-3.3900312943892046,3944f3,0.0,
1733037335637,474.0,42.07065388307733,-3.011786882267442,3944f3,0.0,
1733037599157,475.0,42.526633052502646,-2.714325660882994,3944f3,0.0,0.9927779022972699
1733029941788,,,,394c0c,,
1733030443620,,,,394c0c,,
1733030743838,220.0,40.62595173463983,-3.5466488924893467,394c0c,0.0,
1733031043796,328.0,40.94947814941406,-3.3133544921875,394c0c,0.0,
1733031343739,422.0,41.46272277832031,-3.1196802312677554,394c0c,0.0,
1733031644651,463.0,42.04463195800781,-2.819803411310369,394c0c,0.0,
1733031943357,466.0,42.648134393207094,-2.5025194744731105,394c0c,0.0,
1733032154990,457.0,43.06347345901748,-2.280186244419643,394c0c,0.0,1.079316301955012
1733025509150,482.0,38.857432219941735,-4.79052734375,39644d,0.0,
1733025809395,477.0,39.47071140095339,-4.45269775390625,39644d,0.0,
1733026109389,477.0,40.080266402939614,-4.110447276722301,39644d,0.0,
1733026409729,480.0,40.689239501953125,-3.7618408203125,39644d,0.0,
1733026709873,480.0,41.29960916810116,-3.4053871848366475,39644d,0.0,
1733027010366,481.0,41.90935037903866,-3.041743788608285,39644d,0.0,
1733027297651,484.0,42.49232482910156,-2.6869687167080967,39644d,0.0,
1733027596907,483.0,43.10462563724841,-2.3063441685267856,39644d,0.0,
1733027633202,484.0,43.169845322431144,-2.2653416224888394,39644d,0.0,1.0096341141087128
1733034421815,394.0,41.429534912109375,-6.723507967862216,39ceaf,0.0,
1733034722207,399.0,40.91415663896981,-6.992985118519176,39ceaf,0.0,
1733035021204,392.0,40.40528869628906,-7.254638671875,39ceaf,0.0,
1733035321687,395.0,39.89369201660156,0.3126923934273098,39ceaf,0.0,
1733035580768,397.0,39.45195084911282,0.266357421875,39ceaf,0.0,1.6753034792800752
1733037145669,420.0,42.82400874768273,-2.674713134765625,39ceb0,0.0,
1733037592141,399.0,42.26752329680879,-3.5250144781068316,39ceb0,0.0,
1733037598438,,42.26289367675781,-3.532042069868608,39ceb0,,2.557272437872561
1733037598330,414.0,42.69901598914195,-1.726641987645349,39ceb8,0.0,
1733031367146,505.0,39.53448796676377,-7.1968994140625,39cf11,0.0,
1733031667962,504.0,40.12435137215307,-6.6979148171164775,39cf11,0.0,
1733031967809,509.0,40.74540710449219,-6.26727294921875,39cf11,0.0,
1733032268109,502.0,41.380279541015625,-5.8839111328125,39cf11,0.0,
1733032568183,514.0,42.0205078125,-5.488919344815341,39cf11,0.0,
1733032868206,507.0,42.65400695800781,-5.08910439231179,39cf11,0.0,
1733032991942,513.0,42.928070068359375,-4.913507505904797,39cf11,0.0,1.000994349510104
1733032628395,407.0,42.147651284427965,-0.9860868232194768,3c496a,0.0,
1733032929263,417.0,41.67256164550781,-1.413303722034801,3c496a,0.0,
1733033229025,412.0,41.192399364406775,-1.837525801225142,3c496a,0.0,
1733033529470,406.0,40.71761309090307,-2.2491385719992896,3c496a,0.0,
1733033829544,410.0,40.340972900390625,-2.79681396484375,3c496a,0.0,
1733034130020,409.0,39.95704650878906,-3.34954833984375,3c496a,0.0,
1733034429947,404.0,39.57531427932998,-3.8896484375,3c496a,0.0,
1733034730224,403.0,39.18919372558594,-4.42623635996943,3c496a,0.0,
1733035029229,399.0,38.771759033203125,-4.878646187160326,3c496a,0.0,
1733035347399,,,,3c496a,0.0,
1733030012589,398.0,41.48460388183594,-7.007779208096591,3c49b1,0.0,
1733030207186,401.0,41.22940839347193,-7.346607555042613,3c49b1,0.0,2.4960342625112197
1733036728111,403.0,42.86265563964844,-2.6343554119731105,3c56e9,0.0,
1733037181400,394.0,42.31458760924258,-3.4955046897710758,3c56e9,0.0,
1733037499892,411.0,41.936769647113344,-4.044629474018896,3c56e9,0.0,
1733037599464,406.0,41.782635187698624,-4.261737202489099,3c56e9,0.0,2.524170697369062
1733035406695,425.0,42.25393004336599,-2.0226979810138084,3c6472,0.0,
1733035738679,423.0,41.67333984375,-2.4038835005326704,3c6472,0.0,
1733036038811,427.0,41.11866760253906,-2.6614990234375,3c6472,0.0,
1733036338646,424.0,40.543647378177965,-2.816744717684659,3c6472,0.0,
1733036639940,428.0,39.95713573391154,-2.9723635586825283,3c6472,0.0,
1733036940080,427.0,39.38040005958686,-3.1231689453125,3c6472,0.0,
1733037129021,427.0,39.04664611816406,-3.209381103515625,3c6472,0.0,
1733037337384,423.0,38.645945403535485,-3.3909912109375,3c6472,0.0,1.9963238542134834
1733036990505,493.0,40.68470764160156,-6.6934814453125,3c6485,0.0,
1733037290574,489.0,41.20203567763506,-6.118760542436079,3c6485,0.0,
1733037579778,491.0,41.774348889367054,-5.684211198673692,3c6485,0.0,
1733037599365,,41.812957763671875,-5.654588179154829,3c6485,,0.9164980586065277
1733031354329,,,,3c6668,,
1733031837507,,,,3c6668,,
1733032138566,,,,3c6668,,
1733032439880,,,,3c6668,,
1733032741710,90.0,40.49726486206055,-3.5746307373046875,3c6668,,
1733033041482,358.0,40.83138676012977,-3.3293568004261362,3c6668,0.0,
1733033341859,466.0,41.4027099609375,-3.1508913907137783,3c6668,0.0,
1733033642024,502.0,42.03694152832031,-2.8241105513139204,3c6668,0.0,
1733033941896,492.0,42.67932439254502,-2.4859122342841573,3c6668,0.0,
1733034138832,480.0,43.04429393703654,-2.290453229631696,3c6668,0.0,1.079128671878158
1733036349245,418.0,42.93360900878906,-2.622538721838663,3c7428,0.0,
1733036869888,401.0,42.28079068458686,-3.700987350109012,3c7428,0.0,
1733037166140,413.0,41.90218133441472,-4.255860794422238,3c7428,0.0,
1733037471283,409.0,41.46148681640625,-4.766443425958807,3c7428,0.0,
1733037599777,407.0,41.27897644042969,-4.9747314453125,3c7428,0.0,2.4220193551490103
1733013887803,390.0,40.05643165717691,-2.0175517689098013,4246a3,0.0,
1733014188054,336.0,40.17430114746094,-2.66314697265625,4246a3,0.0,
1733014504456,258.0,40.27518062268273,-3.1995183771306817,4246a3,0.0,
1733014804724,,,,4246a3,,
1733015104316,87.0,40.48568984209481,-3.548459139737216,4246a3,0.0,
1733015405395,,,,4246a3,,
1733015705945,,,,4246a3,,
1733015726577,,,,4246a3,,
1733035709096,458.0,41.52627201403602,-5.7150623410247094,440195,0.0,
1733036009094,463.0,41.76667785644531,-4.923310713334517,440195,0.0,
1733036274656,457.0,41.99029541015625,-4.2273642800071025,440195,0.0,
1733036609410,458.0,42.230328058792374,-3.3434845680414247,440195,0.0,
1733036944525,451.0,42.42915266651218,-2.4236350835755816,440195,0.0,
1733037245787,452.0,42.57737499172404,-1.5972332621729652,440195,0.0,
1733037542405,455.0,42.71067810058594,-0.7701041481711648,440195,0.0,0.1598636583717114
1733034589811,478.0,40.36497988943326,-6.9643332741477275,440198,0.0,
1733034893038,469.0,40.79288805945445,-6.2546539306640625,440198,0.0,
1733035193224,475.0,41.19635009765625,-5.57025146484375,440198,0.0,
1733035493079,462.0,41.568878173828125,-4.873185591264204,440198,0.0,
1733035770638,465.0,41.80540466308594,-4.220248135653409,440198,0.0,
1733036096835,468.0,42.130939031051376,-3.2955790674963668,440198,0.0,
1733036406158,465.0,42.41029901019597,-2.477289244186047,440198,0.0,
1733036660739,456.0,42.551605224609375,-1.7767264626242898,440198,0.0,0.19910270312539458
1733037123219,,,,4402ac,,
1733037423276,,,,4402ac,,
1733037599464,419.0,41.43424987792969,-2.5614374334161933,4402ac,0.0,
1733036745650,465.0,40.42540469412076,-7.043484774502841,440c33,0.0,
1733037046219,465.0,40.90861692266949,-6.481122103604403,440c33,0.0,
1733037346600,481.0,41.47297668457031,-6.01195595481179,440c33,0.0,
1733037586506,475.0,41.91745046841896,-5.636050202125727,440c33,0.0,0.8687997428203039
1733035252909,458.0,38.78984069824219,-4.955371359120245,44a826,0.0,
1733035553217,455.0,39.38235525357521,-4.64794921875,44a826,0.0,
1733035853203,455.0,39.965789794921875,-4.33935546875,44a826,0.0,
1733036153110,456.0,40.538107661877646,-3.988474065607244,44a826,0.0,
1733036453349,456.0,41.110748291015625,-3.63055419921875,44a826,0.0,
1733036753497,456.0,41.69516353283898,-3.3063737736191863,44a826,0.0,
1733036935223,458.0,42.00384521484375,-3.1344743208451704,44a826,0.0,
1733037445401,458.0,43.020904541015625,-2.448993061864099,44a826,0.0,0.9777507729652762
1733037120364,403.0,41.40989141949152,-6.804305675417878,44cc42,0.0,
1733037420811,407.0,40.902099609375,-7.12860107421875,44cc42,0.0,
1733037599777,404.0,40.59992980957031,-7.3192138671875,44cc42,0.0,2.1335475713222554
1733034890735,416.0,42.103705971927965,-2.2624171057412794,44cc44,0.0,
1733035192821,419.0,41.59638977050781,-2.6443966952237217,44cc44,0.0,
1733035492979,421.0,41.08497619628906,-3.02239990234375,44cc44,0.0,
1733035790977,424.0,40.574651168564614,-3.3930899880149146,44cc44,0.0,
1733036093435,419.0,40.06095886230469,-3.7684326171875,44cc44,0.0,
1733036393614,419.0,39.57527160644531,-4.192597762398098,44cc44,0.0,
1733036693801,419.0,39.08916925979873,-4.60125732421875,44cc44,0.0,
1733036993800,418.0,38.581695556640625,-4.962596064028532,44cc44,0.0,
1733037202475,415.0,38.274993896484375,-5.177833070146277,44cc44,0.0,2.1826970087827844
1733019391427,469.0,38.802154541015625,-5.032813030740489,44ccd8,0.0,
1733019691377,469.0,39.448226670087394,-4.9200439453125,44ccd8,0.0,
1733019994476,471.0,40.100006103515625,-4.803466796875,44ccd8,0.0,
1733020294499,471.0,40.75015310513771,-4.685044722123579,44ccd8,0.0,
1733020594776,472.0,41.399688720703125,-4.564319957386363,44ccd8,0.0,
1733020895044,477.0,42.04947261487023,-4.440903774527617,44ccd8,0.0,
1733021191814,479.0,42.299652099609375,-4.392721002752131,44ccd8,0.0,
1733021480541,484.0,43.33937072753906,-4.18834597565407,44ccd8,0.0,1.3767051451845578
1733035359766,409.0,42.924747790320446,-2.6977321079799106,44ce4f,0.0,
1733035771158,394.0,42.3892822265625,-3.485475019975142,44ce4f,0.0,
1733036037987,403.0,42.0457763671875,-3.955078125,44ce4f,0.0,
1733036380598,410.0,41.58888477390095,-4.567949161973111,44ce4f,0.0,
1733036680702,401.0,41.18202209472656,-5.0848388671875,44ce4f,0.0,
1733036981060,403.0,40.75499453787076,-5.564700039950284,44ce4f,0.0,
1733037281240,401.0,40.33085632324219,-6.0330810546875,44ce4f,0.0,
1733037582450,401.0,39.93232339115466,-6.544980135830966,44ce4f,0.0,
1733037599872,400.0,39.907379150390625,-6.57848192297894,44ce4f,0.0,2.501257956691885
1733035607709,433.0,41.03572082519531,0.07208251953125,44d076,0.0,
1733034969886,422.0,42.89186096191406,-2.6625877202943316,44d1a1,0.0,
1733035515400,415.0,42.18489074707031,-3.7002702192826704,44d1a1,0.0,
1733035816472,410.0,41.790549068127646,-4.2626953125,44d1a1,0.0,
1733036116805,405.0,41.39900207519531,-4.810888117009943,44d1a1,0.0,
1733036416872,414.0,40.97657775878906,-5.3167724609375,44d1a1,0.0,
1733036717032,410.0,40.54057493048199,-5.8025290749289775,44d1a1,0.0,
1733037016973,411.0,40.10160827636719,-6.282958984375,44d1a1,0.0,
1733037317098,410.0,39.66650390625,-6.750561258067256,44d1a1,0.0,
1733037598644,405.0,39.25630187988281,-7.18464063561481,44d1a1,0.0,2.384450506753051
1733033622887,,,,45210d,0.0,
1733033938716,,,,45210d,0.0,
1733034240538,,,,45210d,0.0,
1733034540930,,,,45210d,0.0,
1733034840982,,,,45210d,0.0,
1733035139454,,,,45210d,0.0,
1733035290131,,,,45210d,0.0,
1733012583178,462.0,39.60329217425847,-3.31781005859375,461f63,0.0,
1733012883299,467.0,40.230909444518005,-3.118806318803267,461f63,0.0,
1733013183204,463.0,40.858795166015625,-2.91571044921875,461f63,0.0,
1733013483368,471.0,41.484100341796875,-2.709378329190341,461f63,0.0,
1733013783153,473.0,42.12148892677436,-2.494918468386628,461f63,0.0,
1733014083696,468.0,42.75169372558594,-2.2785394841974433,461f63,0.0,
1733014163764,467.0,42.92102361129502,-2.2195652553013394,461f63,0.0,1.2356739592092298
1733014928248,488.0,40.53200931872352,-7.247106378728693,461f9e,0.0,
