Hora,Precipitación,Temperatura,Humedad,Viento,Dirección,Viento máximo,Dirección viento máximo,Temperatura mínima,Temperatura máxima,Fecha
10:00,"0,00","-1,90","60,00","0,80",Norte 360°,"2,10",Norte 10°,"-4,80","-1,40",2025-01-14
11:00,"0,00","1,00","49,00","1,10",Norte 10°,"2,10",Norte 20°,"-1,70","1,40",2025-01-14
12:00,"0,00","3,80","36,00","1,30",Oeste 280°,"2,60",Oeste 260°,"1,10","4,00",2025-01-14
13:00,"0,00","6,80","30,00","1,30",Sur 170°,"4,10",Sur 190°,"4,10","6,90",2025-01-14
14:00,"0,00","7,80","24,00","1,20",Oeste 290°,"4,10",Suroeste 210°,"7,00","8,40",2025-01-14
15:00,"0,00","9,50","23,00","1,50",Oeste 280°,"3,10",Noroeste 300°,"7,90","9,60",2025-01-14
16:00,"0,00","11,50","21,00","0,20",Norte 20°,"3,10",Norte 340°,"9,50","11,80",2025-01-14
17:00,"0,00","12,70","18,00","0,10",Suroeste 240°,"2,10",Oeste 260°,"11,40","12,90",2025-01-14
18:00,"0,00","9,30","31,00","0,00",,"1,50",Sureste 140°,"9,00","12,50",2025-01-14
19:00,"0,00","5,50","33,00","0,80",Suroeste 210°,"2,60",Suroeste 210°,"5,20","9,00",2025-01-14
20:00,"0,00","3,50","38,00","1,30",Norte 350°,"2,10",Oeste 250°,"3,20","5,30",2025-01-14
21:00,"0,00","1,60","44,00","0,70",Noreste 30°,"2,60",Norte 360°,"1,30","3,30",2025-01-14
22:00,"0,00","0,10","52,00","1,00",Norte 20°,"2,10",Norte 10°,"-0,10","1,30",2025-01-14
23:00,"0,00","-0,70","60,00","2,40",Noroeste 320°,"3,10",Noroeste 320°,"-0,90","0,00",2025-01-14
00:00,"0,00","-0,70","70,00","0,30",Noroeste 330°,"2,60",Norte 10°,"-0,80","0,00",2025-01-15
01:00,"0,00","-2,50","69,00","1,40",Norte 360°,"3,10",Norte 360°,"-2,60","-1,80",2025-01-15
02:00,"0,00","-3,20","72,00","1,60",Norte 340°,"2,60",Norte 10°,"-3,30","-2,40",2025-01-15
03:00,"0,00","-3,70","71,00","1,10",Norte 340°,"2,60",Norte 350°,"-3,80","-3,30",2025-01-15
04:00,"0,00","-4,20","75,00","1,40",Noreste 30°,"2,10",Norte 10°,"-4,20","-3,70",2025-01-15
05:00,"0,00","-5,00","76,00","0,00",,"2,10",Norte 10°,"-5,10","-4,20",2025-01-15
06:00,"0,00","-5,80","79,00","1,40",Norte 340°,"2,60",Norte 10°,"-5,80","-5,10",2025-01-15
07:00,"0,00","-6,30","82,00","1,80",Norte 10°,"2,60",Norte 10°,"-6,50","-5,80",2025-01-15
08:00,"0,00","-6,50","83,00","1,60",Norte 360°,"2,60",Norte 10°,"-6,60","-6,30",2025-01-15
09:00,"0,00","-6,80","84,00","0,20",Norte 20°,"2,10",Norte 10°,"-7,00","-6,60",2025-01-15
10:00,"0,00","-4,30","78,00","0,80",Norte 350°,"2,10",Norte 360°,"-7,10","-4,00",2025-01-15
11:00,"0,00","-1,20","64,00","1,20",Noroeste 320°,"2,60",Norte 360°,"-3,70","-0,90",2025-01-15
12:00,"0,00","2,30","49,00","1,40",Oeste 280°,"3,10",Oeste 260°,"-0,80","2,80",2025-01-15
13:00,"0,00","5,80","34,00","0,60",Suroeste 220°,"2,60",Suroeste 220°,"2,80","6,00",2025-01-15
14:00,"0,00","8,50","28,00","0,60",Oeste 250°,"3,60",Oeste 250°,"6,20","8,70",2025-01-15
15:00,"0,00","11,30","25,00","0,60",Sur 190°,"2,10",Sur 200°,"8,30","11,60",2025-01-15
16:00,"0,00","11,90","26,00","1,50",Sureste 130°,"3,10",Sur 170°,"11,60","12,20",2025-01-15
17:00,"0,00","12,70","23,00","1,90",Sur 200°,"3,60",Suroeste 220°,"11,80","12,80",2025-01-15
18:00,"0,00","10,70","28,00","2,10",Sur 180°,"4,60",Suroeste 210°,"10,50","12,80",2025-01-15
19:00,"0,00","7,90","34,00","1,40",Sur 200°,"3,60",Sur 180°,"7,50","10,50",2025-01-15
20:00,"0,00","5,30","44,00","1,20",Este 110°,"2,10",Sureste 120°,"5,00","7,40",2025-01-15
21:00,"0,00","3,10","52,00","0,00",,"2,60",Este 90°,"2,80","5,00",2025-01-15
22:00,"0,00","1,60","57,00","0,00",,"2,60",Norte 10°,"1,60","2,80",2025-01-15
23:00,"0,00","0,30","65,00","0,00",,"2,60",Norte 360°,"0,10","1,60",2025-01-15
00:00,"0,00","4,50","66,00","4,50",Norte 350°,"6,20",Norte 360°,"4,30","5,50",2025-01-16
01:00,"0,00","-1,90","75,00","0,00",,"2,10",Norte 360°,"-1,90","-0,80",2025-01-16
02:00,"0,00","-1,90","75,00","0,80",Norte 10°,"1,50",Norte 350°,"-2,10","-1,80",2025-01-16
03:00,"0,00","-2,50","80,00","1,40",Norte 350°,"2,10",Norte 340°,"-2,60","-2,10",2025-01-16
04:00,"0,00","-2,80","78,00","1,20",Noroeste 310°,"2,60",Norte 10°,"-2,80","-2,50",2025-01-16
05:00,"0,00","-2,90","81,00","1,50",Norte 10°,"2,10",Norte 10°,"-3,00","-2,80",2025-01-16
06:00,"0,00","-3,50","81,00","2,30",Noroeste 320°,"3,10",Noroeste 310°,"-3,80","-2,90",2025-01-16
07:00,"0,00","-3,30","80,00","1,10",Noroeste 330°,"3,10",Norte 360°,"-3,30","-3,00",2025-01-16
08:00,"0,00","-3,50","82,00","1,60",Norte 350°,"2,60",Norte 340°,"-3,50","-3,10",2025-01-16
09:00,"0,00","-3,60","82,00","1,10",Norte 360°,"2,60",Norte 350°,"-3,80","-3,20",2025-01-16
10:00,"0,00","-1,20","76,00","1,80",Norte 360°,"2,60",Norte 360°,"-3,60","-0,90",2025-01-16
11:00,"0,00","2,80","60,00","1,20",Norte 340°,"4,10",Norte 350°,"-0,80","3,00",2025-01-16
12:00,"0,00","6,90","49,00","0,90",Norte 340°,"2,60",Norte 340°,"3,10","7,20",2025-01-16
13:00,"0,00","10,30","40,00","0,40",Norte 350°,"3,60",Sur 190°,"7,20","10,70",2025-01-16
14:00,"0,00","12,00","35,00","2,30",Noroeste 310°,"4,10",Norte 360°,"10,60","12,50",2025-01-16
15:00,"0,00","14,00","30,00","3,20",Noreste 40°,"5,70",Noreste 30°,"12,00","14,20",2025-01-16
16:00,"0,00","14,50","30,00","2,30",Este 110°,"6,70",Este 110°,"13,90","14,60",2025-01-16
17:00,"0,00","12,70","37,00","3,90",Este 70°,"7,20",Este 70°,"12,20","14,30",2025-01-16
18:00,"0,00","9,80","46,00","1,50",Este 70°,"6,70",Noreste 50°,"9,70","12,30",2025-01-16
19:00,"0,00","7,40","52,00","1,40",Este 80°,"3,10",Este 80°,"7,30","9,70",2025-01-16
20:00,"0,00","7,40","53,00","1,40",Noreste 30°,"3,60",Este 70°,"6,70","7,40",2025-01-16
21:00,"0,00","7,30","56,00","2,70",Norte 350°,"5,70",Norte 360°,"7,20","7,50",2025-01-16
22:00,"0,00","6,80","59,00","2,20",Norte 10°,"5,10",Norte 10°,"6,70","7,30",2025-01-16
23:00,"0,00","5,70","62,00","3,10",Norte 350°,"4,60",Norte 360°,"5,60","6,70",2025-01-16
00:00,"0,00","1,80","78,00","1,90",Norte 360°,"3,60",Norte 350°,"1,70","2,70",2025-01-17
01:00,"0,00","3,40","71,00","2,90",Norte 360°,"6,20",Norte 360°,"3,40","4,50",2025-01-17
02:00,"0,00","3,80","70,00","3,30",Noroeste 330°,"4,10",Norte 340°,"3,40","3,80",2025-01-17
03:00,"0,00","3,10","70,00","1,50",Noroeste 310°,"4,60",Norte 20°,"2,70","3,80",2025-01-17
04:00,"0,00","2,00","75,00","2,00",Noroeste 330°,"5,70",Norte 360°,"1,90","2,70",2025-01-17
05:00,"0,00","2,00","75,00","3,80",Noroeste 330°,"5,10",Norte 340°,"1,30","2,20",2025-01-17
06:00,"0,00","1,40","76,00","0,10",Norte 10°,"5,10",Norte 20°,"1,10","2,20",2025-01-17
07:00,"0,00","1,10","82,00","3,50",Norte 350°,"5,70",Norte 350°,"-0,40","1,60",2025-01-17
08:00,"0,00","1,80","78,00","3,70",Norte 340°,"5,10",Noroeste 330°,"1,40","1,90",2025-01-17
09:00,"0,00","1,10","80,00","3,00",Norte 350°,"5,70",Norte 340°,"1,00","1,90",2025-01-17
10:00,"0,00","3,20","76,00","3,10",Norte 360°,"4,60",Norte 10°,"1,00","3,60",2025-01-17
11:00,"0,00","7,00","61,00","3,50",Noreste 30°,"6,70",Norte 20°,"3,60","7,10",2025-01-17
12:00,"0,00","8,50","56,00","3,70",Noreste 40°,"8,20",Este 80°,"7,20","8,50",2025-01-17
13:00,"0,00","9,70","51,00","3,50",Noreste 50°,"6,70",Noreste 50°,"8,50","9,90",2025-01-17
14:00,"0,00","11,20","45,00","3,00",Noreste 40°,"6,70",Noreste 50°,"9,80","11,20",2025-01-17
15:00,"0,00","12,00","43,00","2,20",Noreste 40°,"5,70",Este 70°,"11,30","12,10",2025-01-17
16:00,"0,00","12,10","43,00","2,80",Noreste 30°,"5,70",Este 70°,"11,80","12,40",2025-01-17
17:00,"0,00","11,80","43,00","1,80",Noreste 50°,"5,70",Noreste 30°,"11,70","12,20",2025-01-17
18:00,"0,00","10,50","46,00","2,50",Norte 360°,"4,60",Norte 360°,"10,50","11,90",2025-01-17
19:00,"0,00","7,70","53,00","2,40",Norte 350°,"3,10",Norte 350°,"7,60","10,50",2025-01-17
20:00,"0,00","5,70","61,00","2,10",Noroeste 320°,"3,10",Noroeste 310°,"5,30","7,60",2025-01-17
21:00,"0,00","4,80","67,00","3,30",Noroeste 320°,"5,10",Norte 340°,"4,60","5,60",2025-01-17
22:00,"0,00","4,20","70,00","4,00",Noroeste 330°,"5,10",Noroeste 320°,"4,10","5,00",2025-01-17
23:00,"0,00","2,70","74,00","2,70",Noroeste 300°,"4,10",Norte 340°,"2,50","4,10",2025-01-17
00:00,"0,00","-0,50","80,00","0,00",,"2,60",Norte 340°,"-0,60","0,10",2025-01-18
01:00,"0,00","0,70","83,00","1,40",Noreste 30°,"2,60",Noroeste 320°,"0,40","1,70",2025-01-18
02:00,"0,00","-0,70","89,00","1,30",Norte 350°,"2,10",Norte 360°,"-0,90","0,40",2025-01-18
03:00,"0,00","-0,80","89,00","1,20",Norte 10°,"2,60",Norte 350°,"-1,20","-0,60",2025-01-18
04:00,"0,00","-1,70","92,00","1,50",Norte 350°,"3,10",Noroeste 310°,"-1,90","-0,90",2025-01-18
05:00,"0,00","-2,30","94,00","1,60",Norte 10°,"2,10",Norte 10°,"-2,40","-1,70",2025-01-18
06:00,"0,00","-2,50","94,00","1,50",Noroeste 320°,"2,10",Noroeste 330°,"-2,60","-2,40",2025-01-18
07:00,"0,00","-3,30","90,00","1,30",Noroeste 330°,"2,10",Noroeste 320°,"-3,40","-2,40",2025-01-18
08:00,"0,00","-3,40","91,00","1,20",Norte 360°,"2,10",Norte 350°,"-3,40","-3,10",2025-01-18
09:00,"0,00","-3,30","92,00","1,50",Noreste 40°,"2,60",Norte 10°,"-3,40","-3,30",2025-01-18
10:00,"0,00","-0,30","90,00","0,20",Este 100°,"2,10",Este 90°,"-3,40","0,00",2025-01-18
11:00,"0,00","2,00","77,00","0,80",Suroeste 230°,"4,10",Oeste 250°,"0,10","2,30",2025-01-18
12:00,"0,00","5,10","65,00","2,00",Sur 170°,"5,70",Oeste 270°,"2,40","5,40",2025-01-18
13:00,"0,00","7,50","59,00","1,00",Sur 200°,"3,60",Oeste 260°,"5,40","7,70",2025-01-18
14:00,"0,00","9,20","53,00","0,40",Suroeste 230°,"3,10",Oeste 280°,"7,70","9,70",2025-01-18
15:00,"0,00","11,20","44,00","1,20",Sur 190°,"3,60",Suroeste 210°,"9,50","11,40",2025-01-18
16:00,"0,00","12,10","38,00","0,80",Sur 180°,"3,10",Suroeste 220°,"11,10","12,10",2025-01-18
17:00,"0,00","11,80","37,00","1,40",Sur 200°,"4,10",Suroeste 220°,"11,70","12,10",2025-01-18
18:00,"0,00","9,90","45,00","1,80",Sur 180°,"5,10",Sur 190°,"9,40","11,60",2025-01-18
19:00,"0,00","8,20","49,00","2,30",Sur 200°,"4,10",Suroeste 220°,"8,20","9,30",2025-01-18
20:00,"0,00","5,90","57,00","1,40",Suroeste 230°,"3,60",Suroeste 220°,"5,20","8,20",2025-01-18
21:00,"0,00","3,40","66,00","1,50",Norte 10°,"2,60",Norte 20°,"3,30","5,20",2025-01-18
22:00,"0,00","1,70","72,00","2,40",Noroeste 320°,"2,60",Norte 340°,"1,60","3,20",2025-01-18
23:00,"0,00","0,20","79,00","2,10",Norte 350°,"2,60",Norte 350°,"0,10","1,50",2025-01-18
00:00,"0,00","3,50","80,00","1,20",Sureste 120°,"2,10",Sureste 120°,"3,40","4,70",2025-01-19
01:00,"0,00","-1,50","85,00","1,90",Norte 350°,"2,60",Norte 350°,"-1,60","-0,60",2025-01-19
02:00,"0,00","-1,70","86,00","2,30",Norte 360°,"3,10",Norte 350°,"-1,80","-1,40",2025-01-19
03:00,"0,00","-2,40","88,00","1,00",Norte 340°,"2,60",Norte 360°,"-2,40","-1,80",2025-01-19
04:00,"0,00","-2,90","91,00","1,30",Norte 360°,"1,50",Norte 360°,"-3,00","-2,40",2025-01-19
05:00,"0,00","-3,10","90,00","1,50",Norte 340°,"2,60",Norte 340°,"-3,10","-3,00",2025-01-19
06:00,"0,00","-3,70","89,00","1,40",Norte 350°,"2,10",Norte 360°,"-3,70","-3,10",2025-01-19
07:00,"0,00","-4,00","90,00","1,30",Noreste 30°,"2,10",Norte 20°,"-4,10","-3,70",2025-01-19
08:00,"0,00","-4,50","90,00","1,20",Norte 10°,"2,10",Norte 10°,"-4,60","-4,10",2025-01-19
09:00,"0,00","-4,80","89,00","1,70",Norte 350°,"2,10",Norte 350°,"-4,80","-4,50",2025-01-19
10:00,"0,00","-2,70","83,00","0,40",Noroeste 300°,"2,10",Norte 10°,"-4,70","-2,50",2025-01-19
11:00,"0,00","1,50","71,00","0,40",Oeste 260°,"1,50",Oeste 250°,"-2,50","1,80",2025-01-19
12:00,"0,00","3,80","64,00","0,80",Noroeste 330°,"3,60",Suroeste 240°,"1,50","4,10",2025-01-19
13:00,"0,00","6,30","60,00","0,80",Oeste 280°,"3,60",Oeste 270°,"3,90","6,50",2025-01-19
14:00,"0,00","8,50","54,00","1,20",Sur 180°,"3,60",Oeste 250°,"6,10","8,70",2025-01-19
15:00,"0,00","9,90","52,00","2,90",Sur 190°,"7,20",Sur 190°,"8,70","10,00",2025-01-19
16:00,"0,00","10,50","48,00","3,30",Suroeste 220°,"6,20",Suroeste 230°,"10,00","10,70",2025-01-19
17:00,"0,00","10,60","50,00","2,90",Suroeste 210°,"9,30",Suroeste 220°,"10,50","10,80",2025-01-19
18:00,"0,00","9,70","54,00","3,40",Suroeste 230°,"8,20",Suroeste 220°,"9,60","10,60",2025-01-19
19:00,"0,00","8,10","59,00","2,00",Sur 190°,"9,30",Suroeste 220°,"8,00","9,50",2025-01-19
20:00,"0,00","6,80","64,00","1,20",Sur 170°,"5,10",Suroeste 220°,"6,30","8,10",2025-01-19
21:00,"0,00","6,50","66,00","0,90",Sureste 130°,"4,10",Suroeste 210°,"6,20","7,30",2025-01-19
22:00,"0,00","5,70","70,00","1,80",Sureste 130°,"2,60",Sureste 130°,"5,50","6,20",2025-01-19
23:00,"0,00","4,80","73,00","1,10",Sureste 120°,"2,60",Sureste 130°,"4,70","5,70",2025-01-19
00:00,"0,10","6,00","100,00","1,50",Norte 350°,"2,60",Noroeste 330°,"6,00","6,10",2025-01-20
01:00,"0,00","3,20","81,00","0,10",Sur 160°,"1,50",Sureste 120°,"3,00","3,60",2025-01-20
02:00,"0,00","3,50","80,00","1,30",Noroeste 330°,"3,60",Norte 360°,"3,40","3,90",2025-01-20
03:00,"0,20","3,30","93,00","0,80",Este 100°,"2,60",Norte 350°,"3,20","3,60",2025-01-20
04:00,"0,10","3,40","93,00","0,00",,"2,60",Sureste 140°,"3,20","3,40",2025-01-20
05:00,"0,10","3,40","95,00","0,00",,"2,10",Este 90°,"3,20","3,40",2025-01-20
06:00,"0,00","3,50","97,00","0,50",Noroeste 330°,"1,50",Noroeste 330°,"3,40","3,60",2025-01-20
07:00,"0,00","3,50","99,00","1,10",Noroeste 330°,"2,10",Norte 360°,"3,50","3,50",2025-01-20
08:00,"0,00","3,60","99,00","1,40",Norte 20°,"2,10",Noreste 40°,"3,50","3,60",2025-01-20
09:00,"1,80","3,60","100,00","1,50",Norte 360°,"2,10",Norte 350°,"3,60","3,60",2025-01-20
10:00,"1,30","4,10","100,00","0,30",Norte 360°,"2,10",Norte 10°,"3,60","4,20",2025-01-20
11:00,"1,00","4,60","100,00","0,00",,"1,50",Norte 10°,"4,20","4,60",2025-01-20
12:00,"1,20","5,20","99,00","1,30",Este 110°,"3,60",Sur 190°,"4,60","5,20",2025-01-20
13:00,"0,00","5,90","99,00","2,30",Sur 160°,"4,10",Sur 200°,"5,20","6,00",2025-01-20
14:00,"0,00","6,40","97,00","1,00",Sur 170°,"4,60",Suroeste 230°,"5,90","6,40",2025-01-20
15:00,"0,00","6,80","97,00","1,40",Sur 160°,"3,60",Oeste 250°,"6,40","6,80",2025-01-20
16:00,"0,00","7,10","97,00","1,80",Sureste 150°,"3,60",Sur 170°,"6,90","7,20",2025-01-20
17:00,"0,00","7,30","98,00","0,00",,"2,60",Oeste 280°,"7,20","7,40",2025-01-20
18:00,"0,00","6,70","100,00","1,70",Norte 350°,"2,60",Norte 360°,"6,70","7,40",2025-01-20
19:00,"0,00","6,20","100,00","2,80",Norte 350°,"3,60",Norte 360°,"6,20","6,60",2025-01-20
20:00,"0,10","6,00","100,00","3,10",Norte 350°,"4,10",Norte 350°,"6,00","6,20",2025-01-20
21:00,"0,00","6,00","100,00","2,60",Norte 350°,"4,10",Norte 360°,"6,00","6,00",2025-01-20
22:00,"0,10","6,00","100,00","1,80",Norte 360°,"3,60",Norte 350°,"6,00","6,00",2025-01-20
23:00,"0,00","6,10","100,00","1,60",Noroeste 330°,"2,10",Norte 350°,"6,00","6,10",2025-01-20
00:00,"0,00","10,00","88,00","3,40",Sureste 150°,"6,70",Sur 170°,"10,00","10,60",2025-01-21
01:00,"0,10","6,00","100,00","2,50",Norte 350°,"3,60",Norte 350°,"6,00","6,00",2025-01-21
02:00,"0,30","6,00","100,00","2,10",Noroeste 330°,"3,60",Noroeste 320°,"5,90","6,00",2025-01-21
03:00,"0,80","5,90","100,00","2,30",Norte 350°,"3,10",Norte 360°,"5,90","5,90",2025-01-21
04:00,"0,20","6,00","100,00","1,20",Norte 340°,"2,60",Noroeste 330°,"5,90","6,00",2025-01-21
05:00,"0,10","6,00","100,00","1,50",Norte 350°,"2,60",Norte 360°,"6,00","6,00",2025-01-21
06:00,"0,10","6,00","100,00","2,10",Noroeste 330°,"2,60",Noroeste 320°,"6,00","6,00",2025-01-21
07:00,"0,10","6,00","100,00","2,20",Norte 350°,"3,60",Norte 360°,"6,00","6,00",2025-01-21
08:00,"0,00","6,20","100,00","2,00",Noroeste 310°,"3,10",Noroeste 320°,"6,00","6,20",2025-01-21
09:00,"0,00","6,20","100,00","1,80",Noroeste 330°,"3,10",Norte 340°,"6,20","6,20",2025-01-21
10:00,"0,00","6,40","100,00","1,20",Noroeste 300°,"3,10",Norte 360°,"6,20","6,50",2025-01-21
11:00,"1,50","6,60","100,00","0,30",Noroeste 330°,"2,60",Noroeste 320°,"6,50","6,60",2025-01-21
12:00,"1,50","7,10","100,00","1,80",Norte 10°,"2,60",Norte 350°,"6,60","7,20",2025-01-21
13:00,"0,80","7,70","100,00","0,80",Norte 340°,"2,10",Oeste 270°,"7,20","7,70",2025-01-21
14:00,"0,00","8,00","100,00","0,40",Noreste 40°,"1,50",Noreste 30°,"7,70","8,10",2025-01-21
15:00,"0,20","8,60","100,00","1,50",Norte 360°,"2,10",Norte 360°,"8,00","8,60",2025-01-21
16:00,"0,30","9,10","100,00","1,10",Noreste 40°,"3,60",Noroeste 320°,"8,50","9,20",2025-01-21
17:00,"0,50","10,70","100,00","3,40",Sur 180°,"5,10",Sur 170°,"9,00","10,80",2025-01-21
18:00,"0,70","11,00","100,00","2,70",Sur 170°,"4,60",Sur 170°,"10,90","11,00",2025-01-21
19:00,"0,10","11,00","99,00","5,80",Sur 170°,"7,70",Sur 170°,"11,00","11,10",2025-01-21
20:00,"0,20","10,00","99,00","3,20",Sur 160°,"9,30",Sur 190°,"10,00","11,00",2025-01-21
21:00,"0,00","10,40","98,00","3,50",Sur 160°,"7,20",Sur 170°,"10,00","10,50",2025-01-21
22:00,"0,00","10,60","91,00","4,00",Sur 160°,"7,70",Sur 180°,"10,30","10,60",2025-01-21
23:00,"0,00","10,40","88,00","4,70",Sur 170°,"7,70",Sur 180°,"10,40","10,80",2025-01-21
00:00,"2,60","9,60","99,00","3,70",Sur 170°,"6,70",Sur 190°,"9,60","9,80",2025-01-22
01:00,"0,00","9,30","89,00","3,30",Sur 160°,"4,60",Sur 160°,"9,00","9,90",2025-01-22
02:00,"0,00","9,10","92,00","2,50",Sur 160°,"3,60",Sur 170°,"8,90","9,20",2025-01-22
03:00,"0,00","9,10","89,00","2,60",Sureste 140°,"4,60",Sur 160°,"9,00","10,00",2025-01-22
04:00,"0,00","9,90","86,00","3,50",Sur 160°,"5,70",Sur 170°,"8,70","9,90",2025-01-22
05:00,"0,00","9,90","89,00","5,70",Sureste 150°,"7,70",Sur 160°,"9,80","10,20",2025-01-22
06:00,"0,30","9,70","88,00","5,50",Sureste 150°,"6,70",Sur 160°,"9,30","9,80",2025-01-22
07:00,"0,00","9,80","83,00","5,40",Sur 160°,"7,20",Sur 160°,"9,70","9,80",2025-01-22
08:00,"0,30","9,50","91,00","5,10",Sur 170°,"8,80",Sureste 150°,"9,40","9,80",2025-01-22
09:00,"0,10","9,40","95,00","5,20",Sur 160°,"7,70",Sur 170°,"9,30","9,50",2025-01-22
10:00,"0,80","9,50","98,00","3,80",Sur 170°,"8,80",Sur 170°,"9,40","9,50",2025-01-22
11:00,"0,50","9,80","100,00","4,10",Sur 160°,"8,80",Sur 160°,"9,50","9,80",2025-01-22
12:00,"0,00","10,70","95,00","4,00",Sur 160°,"7,70",Suroeste 210°,"9,90","10,80",2025-01-22
13:00,"0,00","11,00","89,00","4,00",Sur 160°,"11,30",Sur 190°,"10,70","11,10",2025-01-22
14:00,"0,00","11,80","84,00","4,40",Sur 180°,"10,80",Sur 200°,"11,10","11,80",2025-01-22
15:00,"0,00","12,70","78,00","4,70",Sur 180°,"10,80",Sur 200°,"11,70","12,80",2025-01-22
16:00,"0,20","11,40","82,00","5,30",Sur 180°,"8,80",Sur 170°,"11,30","13,10",2025-01-22
17:00,"0,20","10,90","90,00","3,50",Sureste 130°,"9,30",Sur 190°,"10,80","11,30",2025-01-22
18:00,"0,10","11,10","82,00","4,10",Sureste 150°,"7,70",Sur 170°,"10,90","11,30",2025-01-22
19:00,"0,00","10,70","82,00","3,40",Sureste 140°,"6,70",Sureste 150°,"10,50","11,10",2025-01-22
20:00,"0,00","10,60","84,00","5,20",Sur 170°,"7,20",Sureste 140°,"10,40","10,80",2025-01-22
21:00,"0,00","10,40","89,00","4,70",Sur 170°,"8,20",Sur 170°,"10,40","10,60",2025-01-22
22:00,"0,20","10,00","92,00","4,00",Sur 170°,"8,20",Sur 170°,"9,90","10,30",2025-01-22
23:00,"0,10","9,80","96,00","5,30",Sur 180°,"8,80",Sur 190°,"9,80","9,90",2025-01-22
00:00,"0,00","10,50","100,00","2,00",Sureste 120°,"2,60",Sureste 130°,"10,20","10,60",2025-01-23
01:00,"0,20","9,10","100,00","2,00",Sur 200°,"4,10",Sur 160°,"9,10","9,50",2025-01-23
02:00,"0,00","9,10","100,00","2,40",Sur 160°,"3,60",Sur 180°,"9,00","9,30",2025-01-23
03:00,"0,00","8,60","100,00","1,40",Sureste 140°,"3,10",Sur 170°,"8,50","9,10",2025-01-23
04:00,"0,00","8,50","100,00","0,40",Este 90°,"1,50",Sur 160°,"8,30","8,60",2025-01-23
05:00,"0,00","8,60","100,00","0,90",Norte 350°,"1,50",Norte 360°,"8,40","8,60",2025-01-23
06:00,"0,00","8,50","100,00","0,90",Noroeste 300°,"1,50",Este 70°,"8,50","8,60",2025-01-23
07:00,"0,00","8,40","100,00","0,00",,"1,50",Norte 360°,"8,30","8,60",2025-01-23
08:00,"0,00","8,30","100,00","1,30",Sur 160°,"2,60",Suroeste 210°,"7,90","8,50",2025-01-23
09:00,"0,10","8,40","100,00","0,00",,"2,60",Sur 170°,"8,20","8,60",2025-01-23
10:00,"0,00","9,40","100,00","1,00",Norte 20°,"2,60",Oeste 260°,"8,50","9,40",2025-01-23
11:00,"0,80","10,00","100,00","0,10",Noroeste 300°,"2,10",Oeste 260°,"9,50","10,10",2025-01-23
12:00,"0,10","11,00","100,00","0,40",Sureste 140°,"2,60",Sureste 120°,"10,10","11,00",2025-01-23
13:00,"0,00","12,10","95,00","0,70",Sureste 140°,"3,10",Suroeste 210°,"11,00","12,30",2025-01-23
14:00,"0,00","13,40","87,00","2,60",Suroeste 220°,"6,70",Suroeste 230°,"12,30","13,70",2025-01-23
15:00,"0,00","14,70","77,00","3,00",Oeste 280°,"8,20",Sur 200°,"13,60","14,80",2025-01-23
16:00,"0,00","14,70","74,00","3,20",Oeste 290°,"5,70",Suroeste 230°,"14,50","15,40",2025-01-23
17:00,"0,00","14,70","75,00","1,90",Noroeste 310°,"4,60",Oeste 290°,"14,50","15,40",2025-01-23
18:00,"0,00","13,30","85,00","0,60",Noroeste 330°,"3,10",Noroeste 310°,"13,30","14,70",2025-01-23
19:00,"0,00","12,30","88,00","1,00",Norte 360°,"2,10",Noroeste 320°,"12,30","13,20",2025-01-23
20:00,"0,00","12,20","88,00","1,10",Sureste 130°,"2,10",Sureste 140°,"12,10","12,40",2025-01-23
21:00,"0,00","11,70","91,00","1,20",Sureste 130°,"2,10",Sureste 140°,"11,60","12,10",2025-01-23
22:00,"0,00","11,30","93,00","1,90",Sur 170°,"3,60",Suroeste 210°,"10,90","11,50",2025-01-23
23:00,"0,00","10,60","100,00","1,20",Noreste 60°,"2,60",Suroeste 210°,"10,40","11,60",2025-01-23
00:00,"0,00","11,10","81,00","2,60",Sur 180°,"4,10",Sur 190°,"11,10","11,30",2025-01-24
01:00,"0,00","9,40","100,00","0,90",Sureste 130°,"3,10",Sureste 120°,"9,30","10,50",2025-01-24
02:00,"0,00","9,40","100,00","1,60",Sureste 150°,"2,10",Sur 160°,"8,50","9,40",2025-01-24
03:00,"0,00","8,60","100,00","2,40",Noroeste 320°,"3,60",Noroeste 320°,"8,50","9,60",2025-01-24
04:00,"0,00","8,50","100,00","1,10",Noroeste 310°,"2,10",Noroeste 320°,"8,50","8,60",2025-01-24
05:00,"0,00","8,60","100,00","0,70",Este 90°,"2,10",Norte 10°,"8,40","8,60",2025-01-24
06:00,"0,00","8,70","100,00","0,00",,"1,50",Sur 180°,"8,60","8,80",2025-01-24
07:00,"0,00","9,30","100,00","0,60",Sureste 130°,"2,10",Sureste 130°,"8,80","9,30",2025-01-24
08:00,"0,00","9,70","100,00","2,50",Sureste 150°,"3,10",Sur 160°,"9,30","9,70",2025-01-24
09:00,"0,00","9,90","99,00","2,20",Sur 180°,"6,20",Oeste 280°,"9,70","9,90",2025-01-24
10:00,"0,00","10,30","98,00","2,60",Sur 180°,"4,10",Suroeste 220°,"9,90","10,30",2025-01-24
11:00,"0,00","10,70","94,00","3,80",Sur 170°,"5,10",Sur 190°,"10,30","10,80",2025-01-24
12:00,"0,00","11,30","89,00","3,10",Sur 190°,"8,80",Suroeste 220°,"10,80","11,40",2025-01-24
